u_id,p_id,f_id,f_type
100071,100071,213692,Relative
100071,100071,213693,School
100071,100071,213694,Work
100071,100071,213695,Relative
100071,100071,213696,Work
100071,100071,213697,Relative
100071,100071,213698,Work
100071,100071,213699,School
100072,100072,213700,Relative
100072,100072,213701,Relative
100072,100072,213702,Work
100072,100072,213703,Work
100072,100072,213704,Relative
100072,100072,213705,School
100072,100072,213706,School
100072,100072,213707,School
100072,100072,213708,Relative
100072,100072,213709,Work
100072,100072,213710,School
100072,100072,213711,Work
100072,100072,213712,Relative
100072,100072,213713,School
100072,100072,213714,School
100072,100072,213715,Relative
100072,100072,213716,Work
100072,100072,213717,Work
100072,100072,213718,Relative
100072,100072,213719,Relative
100072,100072,213720,School
100072,100072,213721,School
100072,100072,213722,Work
100072,100072,213723,School
100072,100072,213724,School
100072,100072,213725,Work
100072,100072,213726,Work
100072,100072,213727,School
100072,100072,213728,Work
100072,100072,213729,Work
100072,100072,213730,Relative
100072,100072,213731,School
100072,100072,213732,School
100072,100072,213733,Relative
100072,100072,213734,School
100072,100072,213735,Work
100072,100072,213736,Relative
100072,100072,213737,Work
100072,100072,213738,Work
100072,100072,213739,School
100072,100072,213740,Work
100072,100072,213741,Relative
100072,100072,213742,School
100072,100072,213743,Work
100072,100072,213744,Work
100072,100072,213745,School
100072,100072,213746,School
100072,100072,213747,Relative
100072,100072,213748,School
100072,100072,213749,Relative
100073,100073,213750,Work
100073,100073,213751,Work
100073,100073,213752,Relative
100073,100073,213753,School
100073,100073,213754,School
100073,100073,213755,Relative
100073,100073,213756,Relative
100073,100073,213757,Relative
100073,100073,213758,Relative
100073,100073,213759,Work
100073,100073,213760,Work
100073,100073,213761,Work
100073,100073,213762,Work
100073,100073,213763,School
100073,100073,213764,School
100073,100073,213765,Work
100073,100073,213766,School
100073,100073,213767,Work
100073,100073,213768,Relative
100073,100073,213769,School
100073,100073,213770,School
100073,100073,213771,Work
100073,100073,213772,Work
100073,100073,213773,School
100073,100073,213774,Relative
100073,100073,213775,Relative
100073,100073,213776,Relative
100073,100073,213777,Relative
100073,100073,213778,Work
100073,100073,213779,Work
100073,100073,213780,School
100073,100073,213781,Work
100073,100073,213782,School
100073,100073,213783,Work
100073,100073,213784,Work
100073,100073,213785,School
100073,100073,213786,Work
100073,100073,213787,School
100073,100073,213788,Work
100073,100073,213789,Work
100073,100073,213790,Relative
100073,100073,213791,Relative
100073,100073,213792,Relative
100073,100073,213793,School
100073,100073,213794,School
100073,100073,213795,Relative
100073,100073,213796,Relative
100073,100073,213797,School
100073,100073,213798,Relative
100073,100073,213799,Work
100074,100074,213800,Relative
100074,100074,213801,Relative
100074,100074,213802,Work
100074,100074,213803,Work
100074,100074,213804,School
100074,100074,213805,Work
100074,100074,213806,School
100074,100074,213807,Work
100074,100074,213808,Relative
100074,100074,213809,Work
100074,100074,213810,School
100074,100074,213811,Relative
100074,100074,213812,Work
100074,100074,213813,Work
100074,100074,213814,School
100074,100074,213815,Work
100074,100074,213816,Work
100074,100074,213817,Work
100074,100074,213818,Relative
100074,100074,213819,Work
100074,100074,213820,School
100074,100074,213821,School
100074,100074,213822,Work
100074,100074,213823,School
100074,100074,213824,Relative
100074,100074,213825,School
100074,100074,213826,School
100074,100074,213827,Work
100074,100074,213828,Work
100074,100074,213829,Work
100074,100074,213830,School
100074,100074,213831,Relative
100074,100074,213832,Relative
100074,100074,213833,Work
100074,100074,213834,School
100074,100074,213835,School
100074,100074,213836,School
100074,100074,213837,Work
100074,100074,213838,School
100074,100074,213839,School
100074,100074,213840,Relative
100074,100074,213841,Work
100074,100074,213842,Relative
100074,100074,213843,Work
100074,100074,213844,School
100074,100074,213845,Work
100074,100074,213846,Work
100074,100074,213847,Relative
100074,100074,213848,Relative
100074,100074,213849,School
100075,100075,213850,Work
100075,100075,213851,Relative
100075,100075,213852,Relative
100075,100075,213853,Relative
100075,100075,213854,Relative
100075,100075,213855,Work
100075,100075,213856,School
100075,100075,213857,Work
100075,100075,213858,Work
100075,100075,213859,Work
100075,100075,213860,Relative
100075,100075,213861,School
100075,100075,213862,Relative
100075,100075,213863,School
100075,100075,213864,Relative
100075,100075,213865,Relative
100075,100075,213866,Relative
100075,100075,213867,Relative
100075,100075,213868,School
100075,100075,213869,Relative
100075,100075,213870,Relative
100075,100075,213871,Work
100075,100075,213872,Relative
100075,100075,213873,Work
100075,100075,213874,School
100075,100075,213875,Work
100075,100075,213876,Relative
100075,100075,213877,School
100075,100075,213878,School
100075,100075,213879,Relative
100075,100075,213880,Relative
100075,100075,213881,Work
100075,100075,213882,School
100075,100075,213883,School
100075,100075,213884,School
100075,100075,213885,School
100075,100075,213886,Work
100075,100075,213887,School
100075,100075,213888,Relative
100075,100075,213889,Work
100075,100075,213890,School
100075,100075,213891,Relative
100075,100075,213892,Work
100075,100075,213893,Relative
100075,100075,213894,Relative
100075,100075,213895,Work
100075,100075,213896,Work
100075,100075,213897,Work
100075,100075,213898,School
100075,100075,213899,School
100076,100076,213900,Work
100076,100076,213901,Relative
100076,100076,213902,Work
100076,100076,213903,Work
100076,100076,213904,Relative
100076,100076,213905,Work
100076,100076,213906,School
100076,100076,213907,School
100076,100076,213908,Work
100076,100076,213909,Work
100076,100076,213910,School
100076,100076,213911,Work
100076,100076,213912,School
100076,100076,213913,School
100076,100076,213914,Work
100076,100076,213915,Work
100076,100076,213916,Work
100076,100076,213917,Relative
100076,100076,213918,Relative
100076,100076,213919,Work
100076,100076,213920,Work
100076,100076,213921,School
100076,100076,213922,Work
100076,100076,213923,School
100076,100076,213924,School
100076,100076,213925,Relative
100076,100076,213926,Work
100076,100076,213927,Work
100076,100076,213928,Relative
100076,100076,213929,Work
100076,100076,213930,Work
100076,100076,213931,School
100076,100076,213932,School
100076,100076,213933,School
100076,100076,213934,School
100076,100076,213935,School
100076,100076,213936,School
100076,100076,213937,Relative
100076,100076,213938,School
100076,100076,213939,School
100076,100076,213940,School
100076,100076,213941,Work
100076,100076,213942,Work
100076,100076,213943,School
100076,100076,213944,Relative
100076,100076,213945,Work
100076,100076,213946,School
100076,100076,213947,School
100076,100076,213948,Work
100076,100076,213949,School
100077,100077,213950,School
100077,100077,213951,Work
100077,100077,213952,Relative
100077,100077,213953,Relative
100077,100077,213954,Relative
100077,100077,213955,School
100077,100077,213956,School
100077,100077,213957,Relative
100077,100077,213958,School
100077,100077,213959,Relative
100077,100077,213960,Work
100077,100077,213961,Work
100077,100077,213962,School
100077,100077,213963,Work
100077,100077,213964,School
100077,100077,213965,School
100077,100077,213966,Work
100077,100077,213967,Work
100077,100077,213968,Relative
100077,100077,213969,School
100077,100077,213970,Relative
100077,100077,213971,Work
100077,100077,213972,Work
100077,100077,213973,School
100077,100077,213974,Relative
100077,100077,213975,School
100077,100077,213976,School
100077,100077,213977,School
100077,100077,213978,School
100077,100077,213979,Work
100077,100077,213980,Relative
100077,100077,213981,Work
100077,100077,213982,School
100077,100077,213983,School
100077,100077,213984,School
100077,100077,213985,Relative
100077,100077,213986,Work
100077,100077,213987,Work
100077,100077,213988,Work
100077,100077,213989,Relative
100077,100077,213990,Work
100077,100077,213991,School
100077,100077,213992,Work
100077,100077,213993,Relative
100077,100077,213994,Work
100077,100077,213995,Relative
100077,100077,213996,School
100077,100077,213997,Work
100077,100077,213998,School
100077,100077,213999,Relative
100078,100078,214000,Work
100078,100078,214001,Work
100078,100078,214002,Relative
100078,100078,214003,School
100078,100078,214004,Relative
100078,100078,214005,Work
100078,100078,214006,School
100078,100078,214007,School
100078,100078,214008,Relative
100078,100078,214009,Work
100078,100078,214010,Relative
100078,100078,214011,Work
100078,100078,214012,Work
100078,100078,214013,Relative
100078,100078,214014,Relative
100078,100078,214015,Work
100078,100078,214016,Relative
100078,100078,214017,Work
100078,100078,214018,Relative
100078,100078,214019,Work
100078,100078,214020,Work
100078,100078,214021,Work
100078,100078,214022,Relative
100078,100078,214023,Relative
100078,100078,214024,School
100078,100078,214025,Relative
100078,100078,214026,Relative
100078,100078,214027,School
100078,100078,214028,School
100078,100078,214029,Relative
100078,100078,214030,Work
100078,100078,214031,Relative
100078,100078,214032,Work
100078,100078,214033,Work
100078,100078,214034,Relative
100078,100078,214035,School
100078,100078,214036,Work
100078,100078,214037,School
100078,100078,214038,School
100078,100078,214039,Work
100078,100078,214040,Work
100078,100078,214041,School
100078,100078,214042,Relative
100078,100078,214043,School
100078,100078,214044,Relative
100078,100078,214045,Relative
100078,100078,214046,Relative
100078,100078,214047,Relative
100078,100078,214048,Work
100078,100078,214049,Work
100079,100079,214050,Relative
100079,100079,214051,Work
100079,100079,214052,School
100079,100079,214053,Relative
100079,100079,214054,Relative
100079,100079,214055,School
100079,100079,214056,School
100079,100079,214057,School
100079,100079,214058,Work
100079,100079,214059,Work
100079,100079,214060,Relative
100079,100079,214061,Work
100079,100079,214062,Work
100079,100079,214063,Work
100079,100079,214064,Work
100079,100079,214065,School
100079,100079,214066,School
100079,100079,214067,Work
100079,100079,214068,Relative
100079,100079,214069,Relative
100079,100079,214070,School
100079,100079,214071,School
100079,100079,214072,Work
100079,100079,214073,Relative
100079,100079,214074,School
100079,100079,214075,Relative
100079,100079,214076,Work
100079,100079,214077,Work
100079,100079,214078,School
100079,100079,214079,Work
100079,100079,214080,Work
100079,100079,214081,School
100079,100079,214082,School
100079,100079,214083,Relative
100079,100079,214084,School
100079,100079,214085,Relative
100079,100079,214086,School
100079,100079,214087,Work
100079,100079,214088,Work
100079,100079,214089,Work
100079,100079,214090,Relative
100079,100079,214091,School
100079,100079,214092,Relative
100079,100079,214093,Work
100079,100079,214094,Relative
100079,100079,214095,Relative
100079,100079,214096,Work
100079,100079,214097,School
100079,100079,214098,School
100079,100079,214099,Relative
100080,100080,214100,School
100080,100080,214101,School
100080,100080,214102,Relative
100080,100080,214103,Relative
100080,100080,214104,Relative
100080,100080,214105,Work
100080,100080,214106,School
100080,100080,214107,School
100080,100080,214108,Relative
100080,100080,214109,Work
100080,100080,214110,Work
100080,100080,214111,Work
100080,100080,214112,School
100080,100080,214113,Work
100080,100080,214114,Work
100080,100080,214115,Relative
100080,100080,214116,Relative
100080,100080,214117,Relative
100080,100080,214118,Relative
100080,100080,214119,School
100080,100080,214120,Relative
100080,100080,214121,Work
100080,100080,214122,Work
100080,100080,214123,Work
100080,100080,214124,Work
100080,100080,214125,School
100080,100080,214126,Work
100080,100080,214127,Work
100080,100080,214128,School
100080,100080,214129,Work
100080,100080,214130,Work
100080,100080,214131,Relative
100080,100080,214132,School
100080,100080,214133,Work
100080,100080,214134,School
100080,100080,214135,Work
100080,100080,214136,Relative
100080,100080,214137,School
100080,100080,214138,School
100080,100080,214139,Relative
100080,100080,214140,Work
100080,100080,214141,Relative
100080,100080,214142,Relative
100080,100080,214143,Relative
100080,100080,214144,School
100080,100080,214145,School
100080,100080,214146,Relative
100080,100080,214147,Work
100080,100080,214148,Work
100080,100080,214149,Relative
100081,100081,214150,School
100081,100081,214151,Work
100081,100081,214152,Relative
100081,100081,214153,Relative
100081,100081,214154,Work
100081,100081,214155,School
100081,100081,214156,Work
100081,100081,214157,Relative
100081,100081,214158,Relative
100081,100081,214159,School
100081,100081,214160,Relative
100081,100081,214161,Relative
100081,100081,214162,School
100081,100081,214163,School
100081,100081,214164,Work
100081,100081,214165,Work
100081,100081,214166,Work
100081,100081,214167,Relative
100081,100081,214168,Work
100081,100081,214169,Work
100081,100081,214170,Work
100081,100081,214171,Relative
100081,100081,214172,Work
100081,100081,214173,School
100081,100081,214174,Relative
100081,100081,214175,School
100081,100081,214176,Relative
100081,100081,214177,Relative
100081,100081,214178,School
100081,100081,214179,School
100081,100081,214180,Work
100081,100081,214181,Relative
100081,100081,214182,Relative
100081,100081,214183,Relative
100081,100081,214184,Work
100081,100081,214185,Work
100081,100081,214186,Relative
100081,100081,214187,Work
100081,100081,214188,Relative
100081,100081,214189,Work
100081,100081,214190,School
100081,100081,214191,Work
100081,100081,214192,Relative
100081,100081,214193,Work
100081,100081,214194,Work
100081,100081,214195,Relative
100081,100081,214196,School
100081,100081,214197,Relative
100081,100081,214198,School
100081,100081,214199,Work
100082,100082,214200,Work
100082,100082,214201,Relative
100082,100082,214202,Work
100082,100082,214203,Relative
100082,100082,214204,School
100082,100082,214205,School
100082,100082,214206,Work
100082,100082,214207,Work
100082,100082,214208,Relative
100082,100082,214209,School
100082,100082,214210,Relative
100082,100082,214211,Work
100082,100082,214212,Relative
100082,100082,214213,Work
100082,100082,214214,School
100082,100082,214215,Work
100082,100082,214216,School
100082,100082,214217,Relative
100082,100082,214218,Relative
100082,100082,214219,Work
100082,100082,214220,Work
100082,100082,214221,Work
100082,100082,214222,Work
100082,100082,214223,Relative
100082,100082,214224,Work
100082,100082,214225,Relative
100082,100082,214226,School
100082,100082,214227,Work
100082,100082,214228,School
100082,100082,214229,School
100082,100082,214230,School
100082,100082,214231,School
100082,100082,214232,School
100082,100082,214233,Work
100082,100082,214234,Work
100082,100082,214235,Work
100082,100082,214236,School
100082,100082,214237,Work
100082,100082,214238,School
100082,100082,214239,Work
100082,100082,214240,Relative
100082,100082,214241,Work
100082,100082,214242,Relative
100082,100082,214243,School
100082,100082,214244,Work
100082,100082,214245,School
100082,100082,214246,Relative
100082,100082,214247,Relative
100082,100082,214248,School
100082,100082,214249,Work
100083,100083,214250,Relative
100083,100083,214251,Work
100083,100083,214252,School
100083,100083,214253,School
100083,100083,214254,School
100083,100083,214255,Relative
100083,100083,214256,Relative
100083,100083,214257,Work
100083,100083,214258,School
100083,100083,214259,School
100083,100083,214260,Work
100083,100083,214261,Relative
100083,100083,214262,Relative
100083,100083,214263,Relative
100083,100083,214264,Relative
100083,100083,214265,Work
100083,100083,214266,Work
100083,100083,214267,Relative
100083,100083,214268,Work
100083,100083,214269,Relative
100083,100083,214270,Relative
100083,100083,214271,School
100083,100083,214272,Work
100083,100083,214273,Work
100083,100083,214274,School
100083,100083,214275,Work
100083,100083,214276,Work
100083,100083,214277,School
100083,100083,214278,Relative
100083,100083,214279,Work
100083,100083,214280,Relative
100083,100083,214281,Relative
100083,100083,214282,School
100083,100083,214283,Work
100083,100083,214284,School
100083,100083,214285,Work
100083,100083,214286,Work
100083,100083,214287,School
100083,100083,214288,Relative
100083,100083,214289,Relative
100083,100083,214290,Relative
100083,100083,214291,Relative
100083,100083,214292,Work
100083,100083,214293,Relative
100083,100083,214294,School
100083,100083,214295,Relative
100083,100083,214296,Relative
100083,100083,214297,School
100083,100083,214298,School
100083,100083,214299,Work
100084,100084,214300,Relative
100084,100084,214301,School
100084,100084,214302,Work
100084,100084,214303,Work
100084,100084,214304,Relative
100084,100084,214305,Work
100084,100084,214306,Relative
100084,100084,214307,Relative
100084,100084,214308,Relative
100084,100084,214309,School
100084,100084,214310,School
100084,100084,214311,School
100084,100084,214312,School
100084,100084,214313,School
100084,100084,214314,Relative
100084,100084,214315,Work
100084,100084,214316,Relative
100084,100084,214317,Relative
100084,100084,214318,School
100084,100084,214319,Work
100084,100084,214320,Work
100084,100084,214321,Relative
100084,100084,214322,School
100084,100084,214323,School
100084,100084,214324,Work
100084,100084,214325,Work
100084,100084,214326,Work
100084,100084,214327,School
100084,100084,214328,Work
100084,100084,214329,School
100084,100084,214330,Relative
100084,100084,214331,Work
100084,100084,214332,Work
100084,100084,214333,Work
100084,100084,214334,School
100084,100084,214335,School
100084,100084,214336,Relative
100084,100084,214337,Relative
100084,100084,214338,Relative
100084,100084,214339,Relative
100084,100084,214340,Relative
100084,100084,214341,Relative
100084,100084,214342,Relative
100084,100084,214343,School
100084,100084,214344,School
100084,100084,214345,School
100084,100084,214346,Work
100084,100084,214347,Work
100084,100084,214348,Work
100084,100084,214349,School
100085,100085,214350,Work
100085,100085,214351,School
100085,100085,214352,Relative
100085,100085,214353,Work
100085,100085,214354,School
100085,100085,214355,School
100085,100085,214356,Relative
100085,100085,214357,School
100085,100085,214358,School
100085,100085,214359,Work
100085,100085,214360,Relative
100085,100085,214361,School
100085,100085,214362,Relative
100085,100085,214363,School
100085,100085,214364,Work
100085,100085,214365,School
100085,100085,214366,Relative
100085,100085,214367,Relative
100085,100085,214368,Work
100085,100085,214369,School
100085,100085,214370,School
100085,100085,214371,School
100085,100085,214372,Work
100085,100085,214373,School
100085,100085,214374,Work
100085,100085,214375,Work
100085,100085,214376,Work
100085,100085,214377,Relative
100085,100085,214378,Relative
100085,100085,214379,School
100085,100085,214380,School
100085,100085,214381,School
100085,100085,214382,Relative
100085,100085,214383,Work
100085,100085,214384,Relative
100085,100085,214385,Relative
100085,100085,214386,School
100085,100085,214387,Relative
100085,100085,214388,Work
100085,100085,214389,School
100085,100085,214390,Relative
100085,100085,214391,School
100085,100085,214392,Work
100085,100085,214393,Work
100085,100085,214394,School
100085,100085,214395,School
100085,100085,214396,School
100085,100085,214397,School
100085,100085,214398,School
100085,100085,214399,School
100086,100086,214400,School
100086,100086,214401,Relative
100086,100086,214402,School
100086,100086,214403,School
100086,100086,214404,Relative
100086,100086,214405,Work
100086,100086,214406,Relative
100086,100086,214407,Work
100086,100086,214408,Relative
100086,100086,214409,School
100086,100086,214410,School
100086,100086,214411,Relative
100086,100086,214412,Work
100086,100086,214413,Relative
100086,100086,214414,Work
100086,100086,214415,School
100086,100086,214416,School
100086,100086,214417,School
100086,100086,214418,Work
100086,100086,214419,Relative
100086,100086,214420,Work
100086,100086,214421,School
100086,100086,214422,Work
100086,100086,214423,Work
100086,100086,214424,School
100086,100086,214425,School
100086,100086,214426,Relative
100086,100086,214427,School
100086,100086,214428,Relative
100086,100086,214429,Relative
100086,100086,214430,School
100086,100086,214431,Relative
100086,100086,214432,School
100086,100086,214433,School
100086,100086,214434,Relative
100086,100086,214435,School
100086,100086,214436,Work
100086,100086,214437,Relative
100086,100086,214438,Work
100086,100086,214439,Work
100086,100086,214440,Relative
100086,100086,214441,Relative
100086,100086,214442,Relative
100086,100086,214443,School
100086,100086,214444,Work
100086,100086,214445,Work
100086,100086,214446,Relative
100086,100086,214447,Work
100086,100086,214448,Relative
100086,100086,214449,Relative
100087,100087,214450,Work
100087,100087,214451,Work
100087,100087,214452,School
100087,100087,214453,School
100087,100087,214454,School
100087,100087,214455,Work
100087,100087,214456,Work
100087,100087,214457,School
100087,100087,214458,School
100087,100087,214459,Work
100087,100087,214460,School
100087,100087,214461,School
100087,100087,214462,School
100087,100087,214463,School
100087,100087,214464,Work
100087,100087,214465,Relative
100087,100087,214466,Relative
100087,100087,214467,Relative
100087,100087,214468,School
100087,100087,214469,Relative
100087,100087,214470,School
100087,100087,214471,Relative
100087,100087,214472,Relative
100087,100087,214473,School
100087,100087,214474,School
100087,100087,214475,Work
100087,100087,214476,Relative
100087,100087,214477,Work
100087,100087,214478,School
100087,100087,214479,School
100087,100087,214480,School
100087,100087,214481,Relative
100087,100087,214482,Relative
100087,100087,214483,Relative
100087,100087,214484,Work
100087,100087,214485,Relative
100087,100087,214486,Work
100087,100087,214487,School
100087,100087,214488,Work
100087,100087,214489,Work
100087,100087,214490,Work
100087,100087,214491,School
100087,100087,214492,School
100087,100087,214493,School
100087,100087,214494,School
100087,100087,214495,Work
100087,100087,214496,Relative
100087,100087,214497,Relative
100087,100087,214498,School
100087,100087,214499,Work
100088,100088,214500,School
100088,100088,214501,Relative
100088,100088,214502,Relative
100088,100088,214503,School
100088,100088,214504,School
100088,100088,214505,School
100088,100088,214506,Relative
100088,100088,214507,School
100088,100088,214508,Work
100088,100088,214509,Work
100088,100088,214510,Relative
100088,100088,214511,School
100088,100088,214512,Relative
100088,100088,214513,Work
100088,100088,214514,Work
100088,100088,214515,Relative
100088,100088,214516,Work
100088,100088,214517,Relative
100088,100088,214518,Relative
100088,100088,214519,School
100088,100088,214520,Relative
100088,100088,214521,School
100088,100088,214522,School
100088,100088,214523,Relative
100088,100088,214524,Relative
100088,100088,214525,Work
100088,100088,214526,Work
100088,100088,214527,Work
100088,100088,214528,Work
100088,100088,214529,Relative
100088,100088,214530,School
100088,100088,214531,Relative
100088,100088,214532,School
100088,100088,214533,Relative
100088,100088,214534,School
100088,100088,214535,Relative
100088,100088,214536,School
100088,100088,214537,Relative
100088,100088,214538,Work
100088,100088,214539,School
100088,100088,214540,Relative
100088,100088,214541,Relative
100088,100088,214542,School
100088,100088,214543,Work
100088,100088,214544,School
100088,100088,214545,Work
100088,100088,214546,School
100088,100088,214547,Work
100088,100088,214548,Work
100088,100088,214549,Relative
100089,100089,214550,Work
100089,100089,214551,Work
100089,100089,214552,School
100089,100089,214553,Relative
100089,100089,214554,Relative
100089,100089,214555,Relative
100089,100089,214556,Work
100089,100089,214557,School
100089,100089,214558,School
100089,100089,214559,School
100089,100089,214560,Relative
100089,100089,214561,Work
100089,100089,214562,Work
100089,100089,214563,School
100089,100089,214564,Relative
100089,100089,214565,School
100089,100089,214566,Relative
100089,100089,214567,Relative
100089,100089,214568,Work
100089,100089,214569,Work
100089,100089,214570,School
100089,100089,214571,Relative
100089,100089,214572,School
100089,100089,214573,Relative
100089,100089,214574,School
100089,100089,214575,Work
100089,100089,214576,Work
100089,100089,214577,Work
100089,100089,214578,Relative
100089,100089,214579,Relative
100089,100089,214580,Relative
100089,100089,214581,Relative
100089,100089,214582,School
100089,100089,214583,Relative
100089,100089,214584,Relative
100089,100089,214585,Relative
100089,100089,214586,School
100089,100089,214587,School
100089,100089,214588,Relative
100089,100089,214589,School
100089,100089,214590,School
100089,100089,214591,Work
100089,100089,214592,School
100089,100089,214593,Work
100089,100089,214594,Relative
100089,100089,214595,Relative
100089,100089,214596,Relative
100089,100089,214597,Relative
100089,100089,214598,Relative
100089,100089,214599,Work
100090,100090,214600,School
100090,100090,214601,Relative
100090,100090,214602,School
100090,100090,214603,Relative
100090,100090,214604,School
100090,100090,214605,Work
100090,100090,214606,Relative
100090,100090,214607,Work
100090,100090,214608,School
100090,100090,214609,School
100090,100090,214610,School
100090,100090,214611,Relative
100090,100090,214612,Relative
100090,100090,214613,School
100090,100090,214614,Relative
100090,100090,214615,Work
100090,100090,214616,Relative
100090,100090,214617,Work
100090,100090,214618,Relative
100090,100090,214619,School
100090,100090,214620,Work
100090,100090,214621,School
100090,100090,214622,Relative
100090,100090,214623,School
100090,100090,214624,School
100090,100090,214625,Work
100090,100090,214626,Work
100090,100090,214627,Relative
100090,100090,214628,Relative
100090,100090,214629,Relative
100090,100090,214630,Relative
100090,100090,214631,Relative
100090,100090,214632,Relative
100090,100090,214633,School
100090,100090,214634,Relative
100090,100090,214635,School
100090,100090,214636,Work
100090,100090,214637,Work
100090,100090,214638,Relative
100090,100090,214639,Work
100090,100090,214640,School
100090,100090,214641,Work
100090,100090,214642,Relative
100090,100090,214643,Relative
100090,100090,214644,Relative
100090,100090,214645,School
100090,100090,214646,Work
100090,100090,214647,Work
100090,100090,214648,Work
100090,100090,214649,Work
100091,100091,214650,Work
100091,100091,214651,School
100091,100091,214652,Relative
100091,100091,214653,Relative
100091,100091,214654,Work
100091,100091,214655,Work
100091,100091,214656,Relative
100091,100091,214657,Relative
100091,100091,214658,Relative
100091,100091,214659,Work
100091,100091,214660,School
100091,100091,214661,Work
100091,100091,214662,Relative
100091,100091,214663,Relative
100091,100091,214664,Relative
100091,100091,214665,Work
100091,100091,214666,Work
100091,100091,214667,Relative
100091,100091,214668,Work
100091,100091,214669,Relative
100091,100091,214670,Work
100091,100091,214671,Work
100091,100091,214672,Work
100091,100091,214673,Relative
100091,100091,214674,School
100091,100091,214675,Relative
100091,100091,214676,School
100091,100091,214677,School
100091,100091,214678,Relative
100091,100091,214679,Relative
100091,100091,214680,Work
100091,100091,214681,Relative
100091,100091,214682,Relative
100091,100091,214683,Relative
100091,100091,214684,Work
100091,100091,214685,School
100091,100091,214686,Relative
100091,100091,214687,School
100091,100091,214688,Relative
100091,100091,214689,Relative
100091,100091,214690,Work
100091,100091,214691,Relative
100091,100091,214692,Work
100091,100091,214693,Work
100091,100091,214694,Work
100091,100091,214695,Work
100091,100091,214696,Relative
100091,100091,214697,Relative
100091,100091,214698,Work
100091,100091,214699,Relative
100092,100092,214700,Relative
100092,100092,214701,Work
100092,100092,214702,Relative
100092,100092,214703,Work
100092,100092,214704,Relative
100092,100092,214705,School
100092,100092,214706,School
100092,100092,214707,School
100092,100092,214708,Relative
100092,100092,214709,School
100092,100092,214710,Relative
100092,100092,214711,Work
100092,100092,214712,School
100092,100092,214713,Relative
100092,100092,214714,Work
100092,100092,214715,Work
100092,100092,214716,Work
100092,100092,214717,Work
100092,100092,214718,School
100092,100092,214719,School
100092,100092,214720,School
100092,100092,214721,Relative
100092,100092,214722,School
100092,100092,214723,Relative
100092,100092,214724,School
100092,100092,214725,Relative
100092,100092,214726,School
100092,100092,214727,Work
100092,100092,214728,Work
100092,100092,214729,School
100092,100092,214730,School
100092,100092,214731,Relative
100092,100092,214732,Relative
100092,100092,214733,School
100092,100092,214734,Work
100092,100092,214735,Work
100092,100092,214736,School
100092,100092,214737,Relative
100092,100092,214738,School
100092,100092,214739,Relative
100092,100092,214740,Relative
100092,100092,214741,School
100092,100092,214742,Relative
100092,100092,214743,Relative
100092,100092,214744,Relative
100092,100092,214745,Relative
100092,100092,214746,Relative
100092,100092,214747,School
100092,100092,214748,Relative
100092,100092,214749,Relative
100093,100093,214750,Relative
100093,100093,214751,School
100093,100093,214752,School
100093,100093,214753,School
100093,100093,214754,School
100093,100093,214755,School
100093,100093,214756,School
100093,100093,214757,School
100093,100093,214758,Relative
100093,100093,214759,Relative
100093,100093,214760,Relative
100093,100093,214761,School
100093,100093,214762,Work
100093,100093,214763,Relative
100093,100093,214764,Relative
100093,100093,214765,Relative
100093,100093,214766,Relative
100093,100093,214767,Work
100093,100093,214768,School
100093,100093,214769,School
100093,100093,214770,Work
100093,100093,214771,School
100093,100093,214772,Relative
100093,100093,214773,School
100093,100093,214774,Work
100093,100093,214775,Work
100093,100093,214776,Work
100093,100093,214777,School
100093,100093,214778,Work
100093,100093,214779,Work
100093,100093,214780,Relative
100093,100093,214781,School
100093,100093,214782,Work
100093,100093,214783,Work
100093,100093,214784,Work
100093,100093,214785,Work
100093,100093,214786,School
100093,100093,214787,Relative
100093,100093,214788,Relative
100093,100093,214789,Relative
100093,100093,214790,Work
100093,100093,214791,School
100093,100093,214792,Relative
100093,100093,214793,School
100093,100093,214794,School
100093,100093,214795,Relative
100093,100093,214796,School
100093,100093,214797,Work
100093,100093,214798,School
100093,100093,214799,Work
100094,100094,214800,School
100094,100094,214801,Relative
100094,100094,214802,Work
100094,100094,214803,Work
100094,100094,214804,Work
100094,100094,214805,Relative
100094,100094,214806,Work
100094,100094,214807,School
100094,100094,214808,Work
100094,100094,214809,Relative
100094,100094,214810,Relative
100094,100094,214811,Relative
100094,100094,214812,Relative
100094,100094,214813,School
100094,100094,214814,Work
100094,100094,214815,School
100094,100094,214816,Work
100094,100094,214817,Relative
100094,100094,214818,Work
100094,100094,214819,School
100094,100094,214820,School
100094,100094,214821,School
100094,100094,214822,Work
100094,100094,214823,Work
100094,100094,214824,School
100094,100094,214825,School
100094,100094,214826,Relative
100094,100094,214827,School
100094,100094,214828,Relative
100094,100094,214829,Work
100094,100094,214830,Relative
100094,100094,214831,Relative
100094,100094,214832,School
100094,100094,214833,Relative
100094,100094,214834,Work
100094,100094,214835,School
100094,100094,214836,Work
100094,100094,214837,School
100094,100094,214838,Relative
100094,100094,214839,Work
100094,100094,214840,School
100094,100094,214841,Work
100094,100094,214842,School
100094,100094,214843,School
100094,100094,214844,School
100094,100094,214845,Work
100094,100094,214846,School
100094,100094,214847,Relative
100094,100094,214848,Work
100094,100094,214849,School
100095,100095,214850,Relative
100095,100095,214851,School
100095,100095,214852,Work
100095,100095,214853,School
100095,100095,214854,Work
100095,100095,214855,Work
