ce_id,u_id,p_id
2537,304081,304081
2538,530328,530328
2539,239494,239494
2540,248153,248153
2541,300597,300597
2542,241789,241789
2543,356563,356563
2544,301092,301092
2545,119160,119160
2546,454887,454887
2547,206348,206348
2548,587613,587613
2549,356237,356237
2550,106757,106757
2551,120066,120066
2552,395347,395347
2553,324030,324030
2554,246345,246345
2555,276150,276150
2556,502937,502937
2557,117985,117985
2558,110850,110850
2559,133126,133126
2560,430728,430728
2561,119108,119108
2562,369531,369531
2563,570934,570934
2564,302423,302423
2565,481391,481391
2566,593511,593511
2567,408633,408633
2568,324811,324811
2569,566564,566564
2570,335397,335397
2571,294590,294590
2572,521898,521898
2573,386399,386399
2574,417019,417019
2575,177673,177673
2576,127380,127380
2577,128735,128735
2578,317527,317527
2579,293536,293536
2580,568606,568606
2581,385701,385701
2582,364701,364701
2583,168776,168776
2584,469495,469495
2585,460667,460667
2586,482230,482230
2587,273804,273804
2588,157270,157270
2589,361173,361173
2590,439652,439652
2591,296743,296743
2592,496432,496432
2593,269983,269983
2594,571193,571193
2595,331454,331454
2596,538583,538583
2597,122591,122591
2598,489627,489627
2599,346665,346665
2600,453147,453147
2601,300657,300657
2602,507071,507071
2603,215440,215440
2604,453058,453058
2605,136018,136018
2606,355180,355180
2607,157534,157534
2608,381431,381431
2609,115375,115375
2610,290224,290224
2611,140765,140765
2612,101757,101757
2613,577339,577339
2614,322924,322924
2615,123267,123267
2616,125539,125539
2617,391739,391739
2618,196912,196912
2619,232148,232148
2620,100339,100339
2621,371506,371506
2622,410444,410444
2623,480949,480949
2624,564954,564954
2625,579379,579379
2626,172730,172730
2627,538973,538973
2628,499076,499076
2629,431557,431557
2630,127450,127450
2631,154261,154261
2632,365435,365435
2633,381332,381332
2634,502349,502349
2635,163013,163013
2636,324803,324803
2637,304693,304693
2638,517211,517211
2639,194333,194333
2640,381566,381566
2641,264978,264978
2642,184963,184963
2643,491302,491302
2644,215935,215935
2645,539403,539403
2646,319495,319495
2647,471478,471478
2648,410797,410797
2649,207687,207687
2650,429333,429333
2651,548319,548319
2652,534933,534933
2653,498839,498839
2654,492403,492403
2655,375685,375685
2656,500795,500795
2657,458864,458864
2658,448134,448134
2659,120807,120807
2660,295807,295807
2661,518903,518903
2662,569493,569493
2663,164344,164344
2664,460406,460406
2665,382178,382178
2666,439721,439721
2667,276975,276975
2668,287430,287430
2669,163010,163010
2670,374546,374546
2671,171848,171848
2672,368179,368179
2673,496962,496962
2674,385964,385964
2675,518086,518086
2676,406635,406635
2677,421833,421833
2678,541585,541585
2679,103678,103678
2680,107184,107184
2681,539003,539003
2682,439933,439933
2683,196664,196664
2684,251200,251200
2685,115069,115069
2686,140736,140736
2687,147798,147798
2688,459998,459998
2689,276618,276618
2690,201013,201013
2691,590071,590071
2692,148053,148053
2693,307603,307603
2694,381572,381572
2695,397419,397419
2696,172082,172082
2697,143896,143896
2698,361253,361253
2699,417980,417980
2700,447763,447763
2701,240313,240313
2702,202886,202886
2703,430868,430868
2704,537003,537003
2705,496450,496450
2706,110179,110179
2707,233112,233112
2708,323104,323104
2709,374407,374407
2710,577545,577545
2711,314604,314604
2712,349058,349058
2713,473485,473485
2714,266685,266685
2715,327897,327897
2716,587734,587734
2717,355746,355746
2718,151815,151815
2719,239094,239094
2720,260544,260544
2721,170053,170053
2722,258889,258889
2723,177841,177841
2724,327179,327179
2725,407150,407150
2726,480187,480187
2727,151861,151861
2728,114150,114150
2729,318223,318223
2730,399756,399756
2731,278731,278731
2732,295382,295382
2733,403434,403434
2734,352041,352041
2735,354405,354405
2736,353952,353952
2737,329096,329096
2738,321965,321965
2739,201100,201100
2740,567932,567932
2741,254882,254882
2742,392124,392124
2743,426495,426495
2744,283280,283280
2745,374580,374580
2746,243954,243954
2747,275952,275952
2748,190256,190256
2749,278860,278860
2750,371278,371278
2751,131498,131498
2752,531470,531470
2753,210685,210685
2754,131281,131281
2755,454188,454188
2756,338652,338652
2757,334109,334109
2758,369062,369062
2759,570157,570157
2760,595204,595204
2761,256196,256196
2762,529220,529220
2763,343199,343199
2764,565053,565053
2765,502426,502426
2766,177881,177881
2767,511954,511954
2768,577232,577232
2769,287487,287487
2770,179107,179107
2771,179183,179183
2772,561324,561324
2773,378998,378998
2774,587347,587347
2775,587476,587476
2776,375255,375255
2777,234104,234104
2778,374553,374553
2779,149623,149623
2780,511735,511735
2781,407316,407316
2782,186331,186331
2783,300996,300996
2784,249991,249991
2785,245075,245075
2786,417114,417114
2787,189092,189092
2788,265509,265509
2789,251711,251711
2790,116306,116306
2791,493605,493605
2792,469019,469019
2793,333040,333040
2794,487349,487349
2795,273290,273290
2796,246340,246340
2797,211575,211575
2798,340397,340397
2799,414145,414145
2800,347507,347507
2801,239600,239600
2802,577246,577246
2803,260252,260252
2804,495188,495188
2805,278460,278460
2806,175105,175105
2807,540999,540999
2808,529801,529801
2809,110052,110052
2810,156915,156915
2811,404721,404721
2812,273581,273581
2813,467901,467901
2814,246519,246519
2815,131916,131916
2816,409579,409579
2817,176029,176029
2818,532647,532647
2819,514813,514813
2820,517754,517754
2821,478974,478974
2822,461494,461494
2823,381438,381438
2824,301043,301043
2825,537972,537972
2826,374249,374249
2827,532799,532799
2828,449531,449531
2829,521666,521666
2830,226673,226673
2831,277553,277553
2832,555296,555296
2833,124608,124608
2834,156688,156688
2835,544789,544789
2836,302303,302303
2837,584918,584918
2838,165060,165060
2839,202738,202738
2840,319261,319261
2841,424051,424051
2842,441799,441799
2843,548760,548760
2844,484046,484046
2845,328646,328646
2846,151664,151664
2847,348328,348328
2848,279450,279450
2849,441769,441769
2850,408219,408219
2851,494663,494663
2852,412756,412756
2853,290717,290717
2854,360705,360705
2855,220267,220267
2856,282108,282108
2857,587802,587802
2858,398316,398316
2859,405246,405246
2860,162742,162742
2861,150917,150917
2862,136615,136615
2863,491705,491705
2864,449192,449192
2865,298611,298611
2866,164937,164937
2867,157138,157138
2868,572179,572179
2869,492850,492850
2870,326064,326064
2871,561556,561556
2872,258467,258467
2873,569964,569964
2874,334298,334298
2875,252145,252145
2876,103291,103291
2877,466208,466208
2878,464815,464815
2879,557360,557360
2880,340875,340875
2881,282473,282473
2882,249917,249917
2883,216876,216876
2884,118132,118132
2885,571600,571600
2886,251388,251388
2887,215167,215167
2888,236718,236718
2889,410533,410533
2890,356238,356238
2891,183968,183968
2892,402279,402279
2893,230030,230030
2894,300994,300994
2895,410281,410281
2896,368537,368537
2897,223873,223873
2898,445401,445401
2899,456178,456178
2900,267520,267520
2901,130075,130075
2902,573172,573172
2903,247738,247738
2904,285694,285694
2905,228775,228775
2906,462218,462218
2907,332259,332259
2908,316847,316847
2909,246079,246079
2910,544616,544616
2911,440022,440022
2912,478765,478765
2913,559391,559391
2914,100707,100707
2915,240827,240827
2916,297119,297119
2917,196841,196841
2918,170304,170304
2919,531438,531438
2920,307671,307671
2921,128273,128273
2922,560548,560548
2923,213177,213177
2924,409217,409217
2925,189420,189420
2926,183789,183789
2927,419355,419355
2928,209310,209310
2929,248762,248762
2930,353330,353330
2931,599443,599443
2932,420203,420203
2933,430423,430423
2934,473005,473005
2935,484127,484127
2936,342472,342472
2937,353557,353557
2938,165628,165628
2939,265269,265269
2940,279467,279467
2941,142180,142180
2942,381859,381859
2943,106089,106089
2944,486831,486831
2945,137516,137516
2946,562952,562952
2947,292628,292628
2948,107759,107759
2949,107417,107417
2950,452363,452363
2951,346104,346104
2952,529638,529638
2953,570733,570733
2954,228136,228136
2955,502078,502078
2956,246311,246311
2957,404106,404106
2958,267322,267322
2959,104428,104428
2960,324261,324261
2961,380022,380022
2962,508336,508336
2963,363574,363574
2964,161209,161209
2965,349350,349350
2966,234441,234441
2967,539179,539179
2968,375962,375962
2969,352338,352338
2970,474677,474677
2971,502488,502488
2972,442660,442660
2973,307000,307000
2974,577531,577531
2975,546083,546083
2976,372433,372433
2977,485748,485748
2978,156122,156122
2979,435494,435494
2980,534998,534998
2981,460905,460905
2982,194525,194525
2983,564525,564525
2984,505498,505498
2985,398545,398545
2986,179058,179058
2987,568673,568673
2988,418511,418511
2989,448442,448442
2990,139819,139819
2991,366993,366993
2992,182599,182599
2993,455387,455387
2994,525850,525850
2995,149462,149462
2996,414224,414224
2997,267827,267827
2998,476650,476650
2999,232071,232071
3000,340954,340954
3001,456101,456101
3002,379617,379617
3003,141422,141422
3004,147146,147146
3005,523157,523157
3006,520064,520064
3007,514209,514209
3008,504173,504173
3009,424538,424538
3010,485868,485868
3011,554482,554482
3012,326024,326024
3013,229393,229393
3014,554790,554790
3015,375710,375710
3016,522535,522535
3017,558160,558160
3018,556911,556911
3019,254752,254752
3020,435060,435060
3021,101500,101500
3022,575388,575388
3023,316423,316423
3024,477252,477252
3025,522587,522587
3026,305459,305459
3027,366103,366103
3028,436101,436101
3029,418704,418704
3030,364706,364706
3031,393843,393843
3032,431775,431775
3033,418274,418274
3034,156040,156040
3035,307986,307986
3036,520035,520035
3037,276026,276026
3038,148479,148479
3039,368626,368626
3040,441965,441965
3041,217720,217720
3042,455293,455293
3043,242840,242840
3044,111220,111220
3045,484788,484788
3046,108911,108911
3047,558966,558966
3048,294267,294267
3049,312345,312345
3050,256336,256336
3051,113934,113934
3052,465065,465065
3053,346262,346262
3054,297136,297136
3055,284090,284090
3056,370039,370039
3057,419620,419620
3058,567585,567585
3059,400222,400222
3060,204116,204116
3061,364806,364806
3062,432830,432830
3063,312439,312439
3064,290923,290923
3065,464984,464984
3066,368364,368364
3067,372436,372436
3068,288169,288169
3069,567965,567965
3070,170415,170415
3071,427971,427971
3072,393067,393067
3073,561403,561403
3074,223926,223926
3075,464657,464657
3076,502174,502174
3077,124736,124736
3078,575437,575437
3079,336280,336280
3080,489102,489102
3081,395302,395302
3082,171956,171956
3083,593275,593275
3084,517153,517153
3085,329753,329753
3086,265549,265549
3087,557740,557740
3088,155449,155449
3089,234070,234070
3090,422211,422211
3091,235321,235321
3092,202144,202144
3093,394250,394250
3094,479363,479363
3095,475824,475824
3096,386202,386202
3097,539413,539413
3098,503670,503670
3099,328867,328867
3100,203500,203500
3101,415655,415655
3102,166182,166182
3103,499513,499513
3104,242175,242175
3105,133989,133989
3106,314688,314688
3107,506655,506655
3108,221049,221049
3109,225114,225114
3110,549878,549878
3111,418072,418072
3112,335099,335099
3113,587138,587138
3114,229595,229595
3115,197937,197937
3116,161958,161958
3117,363137,363137
3118,553218,553218
3119,269321,269321
3120,493239,493239
3121,556591,556591
3122,299380,299380
3123,583632,583632
3124,410342,410342
3125,417498,417498
3126,160384,160384
3127,259711,259711
3128,564291,564291
3129,287395,287395
3130,230962,230962
3131,577905,577905
3132,224591,224591
3133,331333,331333
3134,498706,498706
3135,272242,272242
3136,493931,493931
3137,548900,548900
3138,490968,490968
3139,482205,482205
3140,499718,499718
3141,599367,599367
3142,558647,558647
3143,478966,478966
3144,552925,552925
3145,325022,325022
3146,581902,581902
3147,491808,491808
3148,211172,211172
3149,390192,390192
3150,269403,269403
3151,245279,245279
3152,257669,257669
3153,583886,583886
3154,226306,226306
3155,135552,135552
3156,188899,188899
3157,472496,472496
3158,337517,337517
3159,553551,553551
3160,376867,376867
3161,184205,184205
3162,259119,259119
3163,378712,378712
3164,543348,543348
3165,152073,152073
3166,302668,302668
3167,394104,394104
3168,458525,458525
3169,100664,100664
3170,359553,359553
3171,414088,414088
3172,427124,427124
3173,374712,374712
3174,460831,460831
3175,346036,346036
3176,182026,182026
3177,540446,540446
3178,445680,445680
3179,418444,418444
3180,433217,433217
3181,593926,593926
3182,566752,566752
3183,572247,572247
3184,507020,507020
3185,223507,223507
3186,306969,306969
3187,333969,333969
3188,166489,166489
3189,196569,196569
3190,310827,310827
3191,123677,123677
3192,444253,444253
3193,511442,511442
3194,187296,187296
3195,563959,563959
3196,276134,276134
3197,572040,572040
3198,522219,522219
3199,289010,289010
3200,176971,176971
3201,330242,330242
3202,156118,156118
3203,259847,259847
3204,404951,404951
3205,394286,394286
3206,358312,358312
3207,386818,386818
3208,326712,326712
3209,306395,306395
3210,128876,128876
3211,488578,488578
3212,574980,574980
3213,407218,407218
3214,218814,218814
3215,170418,170418
3216,444647,444647
3217,308722,308722
3218,453987,453987
3219,324869,324869
3220,568306,568306
3221,399846,399846
3222,410476,410476
3223,499676,499676
3224,239030,239030
3225,550733,550733
3226,310141,310141
3227,185212,185212
3228,398872,398872
3229,238401,238401
3230,143139,143139
3231,517060,517060
3232,192401,192401
3233,433957,433957
3234,236906,236906
3235,457871,457871
3236,110506,110506
3237,498361,498361
3238,245884,245884
3239,348383,348383
3240,158283,158283
3241,596625,596625
3242,561895,561895
3243,262601,262601
3244,483527,483527
3245,453758,453758
3246,223360,223360
3247,369491,369491
3248,524857,524857
3249,467974,467974
3250,193720,193720
3251,568408,568408
3252,359515,359515
3253,170693,170693
3254,472934,472934
3255,255331,255331
3256,421767,421767
3257,553701,553701
3258,255498,255498
3259,152223,152223
3260,184142,184142
3261,295405,295405
3262,537577,537577
3263,158953,158953
3264,583321,583321
3265,428741,428741
3266,195069,195069
3267,511033,511033
3268,220629,220629
3269,133137,133137
3270,340745,340745
3271,169544,169544
3272,178610,178610
3273,295312,295312
3274,535077,535077
3275,552710,552710
3276,340462,340462
3277,231089,231089
3278,398539,398539
3279,208993,208993
3280,428892,428892
3281,160134,160134
3282,265791,265791
3283,372496,372496
3284,260136,260136
3285,454249,454249
3286,197623,197623
3287,286188,286188
3288,447724,447724
3289,161752,161752
3290,470575,470575
3291,485999,485999
3292,238483,238483
3293,321197,321197
3294,168859,168859
3295,595640,595640
3296,354925,354925
3297,121006,121006
3298,242532,242532
3299,561681,561681
3300,565116,565116
3301,541152,541152
3302,273348,273348
3303,176527,176527
3304,329322,329322
3305,364653,364653
3306,367473,367473
3307,203878,203878
3308,155792,155792
3309,555939,555939
3310,156040,156040
3311,326709,326709
3312,441946,441946
3313,101741,101741
3314,378426,378426
3315,138180,138180
3316,323610,323610
3317,470625,470625
3318,318775,318775
3319,353464,353464
3320,554693,554693
3321,114255,114255
3322,587409,587409
3323,143517,143517
3324,172849,172849
3325,168103,168103
3326,340368,340368
3327,478146,478146
3328,469432,469432
3329,141939,141939
3330,170584,170584
3331,399946,399946
3332,105734,105734
3333,572511,572511
3334,357625,357625
3335,201068,201068
3336,128974,128974
3337,363499,363499
3338,110937,110937
3339,136384,136384
3340,533159,533159
3341,436364,436364
3342,579449,579449
3343,384289,384289
3344,251570,251570
3345,153850,153850
3346,167983,167983
3347,226268,226268
3348,125049,125049
3349,139950,139950
3350,246507,246507
3351,170053,170053
3352,571188,571188
3353,449320,449320
3354,202657,202657
3355,249629,249629
3356,538485,538485
3357,192837,192837
3358,359130,359130
3359,216490,216490
3360,314621,314621
3361,464013,464013
3362,126993,126993
3363,141568,141568
3364,474846,474846
3365,288053,288053
3366,594766,594766
3367,508117,508117
3368,444342,444342
3369,189937,189937
3370,508879,508879
3371,255132,255132
3372,507825,507825
3373,356377,356377
3374,552378,552378
3375,150843,150843
3376,159824,159824
3377,372628,372628
3378,312845,312845
3379,187938,187938
3380,537726,537726
3381,140332,140332
3382,511439,511439
3383,494089,494089
3384,286038,286038
3385,511034,511034
3386,303625,303625
3387,337080,337080
3388,396752,396752
3389,302339,302339
3390,375728,375728
3391,299845,299845
3392,202953,202953
3393,292989,292989
3394,287557,287557
3395,144318,144318
3396,577890,577890
3397,319737,319737
3398,547263,547263
3399,166472,166472
3400,315638,315638
3401,437619,437619
3402,504416,504416
3403,350431,350431
3404,305499,305499
3405,242695,242695
3406,142911,142911
3407,284847,284847
3408,244462,244462
3409,418887,418887
3410,455547,455547
3411,345288,345288
3412,227383,227383
3413,344520,344520
3414,442813,442813
3415,345437,345437
3416,435831,435831
3417,240760,240760
3418,220242,220242
3419,545200,545200
3420,503218,503218
3421,305319,305319
3422,473355,473355
3423,486138,486138
3424,596929,596929
3425,368275,368275
3426,109598,109598
3427,294651,294651
3428,395596,395596
3429,325793,325793
3430,469645,469645
3431,376544,376544
3432,135054,135054
3433,498874,498874
3434,415885,415885
3435,127983,127983
3436,519790,519790
3437,313712,313712
3438,396951,396951
3439,442648,442648
3440,310784,310784
3441,381647,381647
3442,525021,525021
3443,332958,332958
3444,235106,235106
3445,169873,169873
3446,256377,256377
3447,305972,305972
3448,375062,375062
3449,491833,491833
3450,261185,261185
3451,260582,260582
3452,145234,145234
3453,197084,197084
3454,405723,405723
3455,257087,257087
3456,284663,284663
3457,128636,128636
3458,184443,184443
3459,566989,566989
3460,564052,564052
3461,185135,185135
3462,204528,204528
3463,579097,579097
3464,266243,266243
3465,203693,203693
3466,109615,109615
3467,137369,137369
3468,372864,372864
3469,394337,394337
3470,586115,586115
3471,332630,332630
3472,584112,584112
3473,155599,155599
3474,198493,198493
3475,213507,213507
3476,394127,394127
3477,205751,205751
3478,479281,479281
3479,525585,525585
3480,451542,451542
3481,262913,262913
3482,328949,328949
3483,386205,386205
3484,113426,113426
3485,329516,329516
3486,233770,233770
3487,364370,364370
3488,455745,455745
3489,153865,153865
3490,235111,235111
3491,224994,224994
3492,573297,573297
3493,259297,259297
3494,368658,368658
3495,297815,297815
3496,155786,155786
3497,191323,191323
3498,398690,398690
3499,316408,316408
3500,324808,324808
3501,160907,160907
3502,396726,396726
3503,288689,288689
3504,140138,140138
3505,207772,207772
3506,472570,472570
3507,170492,170492
3508,386533,386533
3509,374663,374663
3510,418224,418224
3511,194295,194295
3512,542725,542725
3513,427326,427326
3514,218276,218276
3515,303100,303100
3516,545176,545176
3517,152845,152845
3518,375336,375336
3519,557011,557011
3520,280518,280518
3521,533823,533823
3522,198458,198458
3523,555420,555420
3524,380546,380546
3525,502554,502554
3526,218310,218310
3527,251046,251046
3528,301612,301612
3529,266948,266948
3530,591923,591923
3531,540676,540676
3532,462565,462565
3533,237562,237562
3534,526740,526740
3535,369819,369819
3536,430205,430205
3537,318864,318864
3538,476444,476444
3539,297714,297714
3540,158892,158892
3541,147425,147425
3542,541301,541301
3543,446562,446562
3544,482304,482304
3545,380225,380225
3546,588878,588878
3547,518408,518408
3548,395098,395098
3549,117022,117022
3550,132564,132564
3551,543718,543718
3552,417917,417917
3553,345290,345290
3554,423644,423644
3555,218454,218454
3556,282026,282026
3557,336232,336232
3558,573944,573944
3559,599851,599851
3560,146035,146035
3561,249293,249293
3562,406011,406011
3563,521383,521383
3564,435654,435654
3565,229644,229644
3566,542107,542107
3567,117639,117639
3568,552788,552788
3569,147708,147708
3570,300793,300793
3571,286957,286957
3572,130960,130960
3573,270250,270250
3574,495633,495633
3575,439841,439841
3576,565385,565385
3577,432170,432170
3578,292623,292623
3579,506039,506039
3580,525661,525661
3581,193964,193964
3582,445431,445431
3583,540894,540894
3584,412903,412903
3585,226310,226310
3586,583072,583072
3587,505838,505838
3588,353663,353663
3589,445578,445578
3590,545080,545080
3591,541866,541866
3592,400186,400186
3593,583845,583845
3594,366210,366210
3595,540079,540079
3596,252415,252415
3597,130881,130881
3598,439185,439185
3599,167936,167936
3600,181655,181655
3601,147655,147655
3602,574742,574742
3603,137189,137189
3604,386754,386754
3605,374615,374615
3606,495696,495696
3607,117018,117018
3608,533824,533824
3609,544944,544944
3610,329280,329280
3611,577307,577307
3612,329185,329185
3613,292333,292333
3614,153919,153919
3615,440137,440137
3616,152882,152882
3617,599867,599867
3618,533046,533046
3619,335648,335648
3620,176333,176333
3621,194590,194590
3622,480329,480329
3623,383262,383262
3624,511620,511620
3625,355708,355708
3626,458746,458746
3627,152852,152852
3628,131463,131463
3629,580053,580053
3630,523365,523365
3631,445961,445961
3632,451871,451871
3633,476990,476990
3634,244402,244402
3635,572927,572927
3636,219812,219812
3637,383642,383642
3638,323882,323882
3639,470844,470844
3640,309304,309304
3641,464182,464182
3642,598343,598343
3643,229565,229565
3644,311700,311700
3645,394821,394821
3646,524592,524592
3647,140215,140215
3648,323264,323264
3649,376063,376063
3650,306359,306359
3651,497760,497760
3652,278398,278398
3653,255832,255832
3654,315081,315081
3655,310653,310653
3656,549487,549487
3657,487097,487097
3658,341659,341659
3659,166383,166383
3660,565244,565244
3661,387905,387905
3662,170521,170521
3663,244154,244154
3664,472007,472007
3665,186112,186112
3666,223261,223261
3667,575747,575747
3668,191308,191308
3669,295487,295487
3670,411768,411768
3671,412919,412919
3672,304572,304572
3673,343331,343331
3674,564187,564187
3675,161315,161315
3676,102566,102566
3677,363855,363855
3678,340454,340454
3679,437447,437447
3680,278969,278969
3681,134585,134585
3682,361022,361022
3683,230684,230684
3684,339011,339011
3685,229710,229710
3686,410189,410189
3687,597619,597619
3688,299828,299828
3689,233178,233178
3690,543100,543100
3691,410612,410612
3692,261910,261910
3693,202035,202035
3694,458975,458975
3695,410106,410106
3696,341906,341906
3697,385138,385138
3698,461871,461871
3699,144111,144111
3700,343186,343186
3701,525518,525518
3702,206860,206860
3703,127385,127385
3704,435968,435968
3705,126804,126804
3706,466701,466701
3707,461201,461201
3708,423088,423088
3709,268073,268073
3710,548170,548170
3711,162517,162517
3712,349689,349689
3713,574208,574208
3714,575319,575319
3715,579074,579074
3716,311454,311454
3717,155330,155330
3718,127544,127544
3719,347478,347478
3720,402717,402717
3721,140108,140108
3722,439185,439185
3723,555951,555951
3724,235019,235019
3725,243404,243404
3726,217818,217818
3727,154951,154951
3728,240166,240166
3729,250318,250318
3730,311913,311913
3731,210404,210404
3732,195005,195005
3733,224978,224978
3734,189571,189571
3735,556559,556559
3736,578167,578167
3737,280360,280360
3738,399677,399677
3739,378524,378524
3740,134830,134830
3741,411818,411818
3742,349100,349100
3743,274851,274851
3744,483382,483382
3745,546817,546817
3746,151335,151335
3747,395333,395333
3748,567779,567779
3749,261163,261163
3750,319676,319676
3751,150855,150855
3752,254505,254505
3753,487685,487685
3754,497816,497816
3755,200225,200225
3756,548411,548411
3757,515039,515039
3758,107647,107647
3759,141852,141852
3760,349666,349666
3761,473355,473355
3762,432852,432852
3763,467501,467501
3764,264779,264779
3765,237745,237745
3766,390062,390062
3767,247403,247403
3768,330886,330886
3769,154235,154235
3770,265292,265292
3771,260989,260989
3772,383560,383560
3773,113647,113647
3774,149668,149668
3775,549862,549862
3776,102060,102060
3777,297313,297313
3778,202042,202042
3779,476139,476139
3780,584768,584768
3781,399903,399903
3782,491508,491508
3783,509907,509907
3784,341152,341152
3785,152278,152278
3786,136584,136584
3787,315598,315598
3788,165440,165440
3789,548188,548188
3790,234787,234787
3791,280789,280789
3792,524809,524809
3793,155535,155535
3794,325448,325448
3795,368150,368150
3796,515197,515197
3797,176310,176310
3798,465611,465611
3799,592014,592014
3800,360309,360309
3801,346245,346245
3802,529482,529482
3803,241185,241185
3804,508629,508629
3805,526706,526706
3806,432429,432429
3807,354026,354026
3808,457700,457700
3809,400852,400852
3810,545221,545221
3811,251512,251512
3812,136549,136549
3813,499415,499415
3814,396746,396746
3815,169930,169930
3816,368474,368474
3817,572230,572230
3818,104939,104939
3819,495890,495890
3820,419462,419462
3821,319205,319205
3822,160886,160886
3823,418254,418254
3824,445065,445065
3825,197164,197164
3826,577887,577887
3827,322623,322623
3828,255205,255205
3829,503406,503406
3830,233595,233595
3831,140291,140291
3832,414992,414992
3833,523087,523087
3834,344610,344610
3835,334095,334095
3836,266576,266576
3837,174467,174467
3838,422091,422091
3839,351068,351068
3840,242114,242114
3841,551623,551623
3842,278674,278674
3843,496890,496890
3844,596089,596089
3845,454277,454277
3846,200929,200929
3847,248598,248598
3848,192547,192547
3849,177419,177419
3850,586052,586052
3851,337016,337016
3852,501537,501537
3853,227679,227679
3854,360375,360375
3855,373754,373754
3856,381733,381733
3857,286006,286006
3858,120383,120383
3859,431611,431611
3860,566812,566812
3861,591746,591746
3862,430614,430614
3863,293218,293218
3864,597260,597260
3865,200648,200648
3866,368933,368933
3867,241389,241389
3868,298700,298700
3869,305962,305962
3870,463254,463254
3871,289846,289846
3872,526271,526271
3873,358665,358665
3874,253772,253772
3875,320044,320044
3876,372321,372321
3877,580887,580887
3878,427632,427632
3879,564350,564350
3880,179791,179791
3881,218369,218369
3882,534605,534605
3883,422071,422071
3884,582011,582011
3885,211785,211785
3886,415963,415963
3887,524196,524196
3888,152535,152535
3889,515334,515334
3890,177532,177532
3891,182726,182726
3892,588925,588925
3893,565834,565834
3894,319356,319356
3895,278357,278357
3896,339457,339457
3897,275055,275055
3898,438745,438745
3899,411356,411356
3900,413836,413836
3901,465982,465982
3902,383647,383647
3903,412195,412195
3904,523684,523684
3905,587233,587233
3906,503019,503019
3907,214628,214628
3908,217813,217813
3909,173690,173690
3910,443107,443107
3911,283167,283167
3912,584970,584970
3913,371660,371660
3914,384597,384597
3915,347406,347406
3916,329275,329275
3917,498949,498949
3918,459690,459690
3919,201117,201117
3920,570566,570566
3921,136435,136435
3922,336572,336572
3923,567356,567356
3924,464605,464605
3925,349378,349378
3926,126439,126439
3927,396645,396645
3928,108289,108289
3929,545407,545407
3930,427520,427520
3931,295134,295134
3932,281707,281707
3933,456550,456550
3934,578871,578871
3935,129837,129837
3936,284910,284910
3937,491640,491640
3938,595636,595636
3939,232791,232791
3940,524268,524268
3941,148734,148734
3942,190236,190236
3943,143499,143499
3944,348257,348257
3945,280991,280991
3946,528189,528189
3947,154673,154673
3948,441421,441421
3949,503885,503885
3950,517218,517218
3951,494845,494845
3952,123945,123945
3953,113135,113135
3954,123913,123913
3955,537174,537174
3956,322671,322671
3957,153767,153767
3958,588382,588382
3959,205860,205860
3960,153127,153127
3961,240273,240273
3962,589964,589964
3963,465227,465227
3964,515899,515899
3965,100096,100096
3966,314879,314879
3967,510666,510666
3968,483769,483769
3969,249640,249640
3970,180344,180344
3971,267289,267289
3972,212020,212020
3973,497702,497702
3974,295075,295075
3975,167428,167428
3976,188883,188883
3977,236371,236371
3978,335721,335721
3979,261493,261493
3980,391178,391178
3981,458272,458272
3982,207163,207163
3983,274823,274823
3984,187905,187905
3985,223032,223032
3986,317541,317541
3987,244370,244370
3988,489906,489906
3989,527803,527803
3990,146521,146521
3991,550866,550866
3992,597602,597602
3993,589125,589125
3994,514578,514578
3995,400743,400743
3996,218403,218403
3997,326283,326283
3998,442047,442047
3999,296477,296477
4000,114331,114331
4001,108283,108283
4002,150584,150584
4003,309363,309363
4004,121156,121156
4005,522764,522764
4006,283918,283918
4007,563688,563688
4008,415091,415091
4009,174720,174720
4010,228607,228607
4011,202896,202896
4012,500832,500832
4013,459724,459724
4014,134241,134241
4015,294527,294527
4016,133724,133724
4017,512794,512794
4018,582175,582175
4019,502153,502153
4020,195008,195008
4021,449221,449221
4022,338314,338314
4023,462857,462857
4024,488148,488148
4025,516244,516244
4026,142709,142709
4027,165932,165932
4028,274951,274951
4029,311251,311251
4030,288445,288445
4031,594925,594925
4032,568135,568135
4033,277172,277172
4034,266346,266346
4035,189348,189348
4036,556899,556899
4037,381132,381132
4038,274447,274447
4039,540024,540024
4040,399055,399055
4041,510953,510953
4042,459795,459795
4043,343211,343211
4044,352952,352952
4045,435962,435962
4046,594025,594025
4047,221530,221530
4048,382714,382714
4049,395336,395336
4050,273925,273925
4051,304710,304710
4052,496286,496286
4053,140681,140681
4054,352107,352107
4055,258859,258859
4056,245418,245418
4057,374188,374188
4058,533234,533234
4059,134780,134780
4060,566943,566943
4061,153955,153955
4062,137967,137967
4063,430910,430910
4064,338869,338869
4065,209979,209979
4066,400987,400987
4067,509736,509736
4068,589189,589189
4069,103397,103397
4070,286711,286711
4071,416209,416209
4072,163155,163155
4073,305541,305541
4074,127061,127061
4075,537335,537335
4076,112752,112752
4077,264345,264345
4078,311392,311392
4079,111436,111436
4080,389698,389698
4081,214326,214326
4082,200041,200041
4083,214494,214494
4084,442445,442445
4085,237064,237064
4086,286821,286821
4087,353351,353351
4088,285415,285415
4089,310120,310120
4090,180026,180026
