grp_id,grp_name,num_members
23780,WY,4433
23781,Ceará,9502
23782,Berlin,1496
23783,Basilicata,7725
23784,PIU,1317
23785,Jal.,8640
23786,West Kalimantan,9325
23787,Gyeonggi,8554
23788,East Java,4173
23789,U,4305
23790,SJ,7587
23791,Ulster,1647
23792,U,8056
23793,South Australia,6033
23794,RM,2088
23795,Western Australia,7521
23796,Vienna,3077
23797,South Island,1072
23798,Gyeonggi,5851
23799,CE,1764
23800,BR,776
23801,VIC,4208
23802,Toscana,9722
23803,TOS,3676
23804,Dolnośląskie,1707
23805,Metropolitana de Santiago,770
23806,ATL,8787
23807,Z.,3293
23808,Gilgit Baltistan,198
23809,M,9401
23810,BR,5413
23811,NSW,7331
23812,VI,7635
23813,Mecklenburg-Vorpommern,9320
23814,Vienna,3425
23815,RS,405
23816,L,6682
23817,Istanbul,5996
23818,Şanlıurfa,1967
23819,GB,215
23820,LAL,3713
23821,Vienna,9685
23822,U.,9582
23823,HB,7517
23824,Ulster,2940
23825,Central Java,1565
23826,UP,6118
23827,Berlin,9726
23828,Chungnam,139
23829,Piura,6461
23830,MT,4714
23831,ARK,1436
23832,Catalunya,2552
23833,Västra Götalands län,28
23834,HE,6584
23835,Hidalgo,4308
23836,VIC,9933
23837,Wien,2321
23838,JB,800
23839,Balıkesir,3980
23840,Västra Götalands län,935
23841,ON,4286
23842,NI,7055
23843,ATL,914
23844,Stockholms län,4397
23845,Oaxaca,1051
23846,PU,2175
23847,Connacht,8059
23848,ON,9459
23849,AN,2298
23850,CL,6207
23851,Sląskie,1443
23852,GA,2446
23853,Hamburg,5582
23854,NI,6373
23855,Sicilia,7625
23856,SJ,6856
23857,Antioquia,117
23858,Oost-Vlaanderen,3111
23859,LA,27
23860,WB,4962
23861,Uttarakhand,952
23862,Nuevo León,5909
23863,Comunitat Valenciana,7923
23864,Östergötlands län,7971
23865,Bihar,3122
23866,Manisa,9137
23867,Banten,8222
23868,Sląskie,6760
23869,Ontario,716
23870,BE,2734
23871,Västra Götalands län,8066
23872,Vienna,1705
23873,Shetland,1451
23874,KPK,6754
23875,Lombardia,6151
23876,Hertfordshire,136
23877,DO,6535
23878,Hessen,7811
23879,Inverness-shire,70
23880,Ulster,5873
23881,ON,1553
23882,Metropolitana de Santiago,6777
23883,Gyeongnam,5021
23884,Bremen,5575
23885,Bretagne,6
23886,Bursa,2664
23887,N.L.,2445
23888,Idaho,6349
23889,C,2906
23890,East Java,2074
23891,Clackmannanshire,6508
23892,CAJ,9428
23893,Pará,5035
23894,Zeeland,4439
23895,NI,5337
23896,Wien,6320
23897,WV,1802
23898,RM,1325
23899,Małopolskie,1712
23900,San José,9317
23901,North Island,4074
23902,KD,6237
23903,Uttarakhand,6720
23904,Karnataka,405
23905,HH,1416
23906,Gyeonggi,5202
23907,PU,6742
23908,Vienna,6704
23909,Yaroslavl Oblast,3673
23910,Wien,7722
23911,SJ,1144
23912,ON,1685
23913,LK,9349
23914,South Island,7825
23915,Chiapas,3005
23916,Punjab,8145
23917,Stockholms län,291
23918,Calabria,6648
23919,C,8485
23920,Nord-Pas-de-Calais,3446
23921,CA,2376
23922,Antioquia,1701
23923,WY,5174
23924,OV,279
23925,Surrey,6435
23926,MAR,1603
23927,Coquimbo,8570
23928,SAK,4991
23929,Wien,7479
23930,ZP,5680
23931,Valparaíso,3987
23932,N.L.,5824
23933,OR,4121
23934,Iowa,7901
23935,NI,6273
23936,Bolívar,1332
23937,ON,748
23938,SK,1676
23939,NI,9669
23940,Ancash,1613
23941,Connacht,4224
23942,Andalucía,8574
23943,Lombardia,4642
23944,Somerset,4815
23945,CAJ,5700
23946,ATL,4219
23947,Mazowieckie,2476
23948,WB,1961
23949,JI,8608
23950,Bihar,9272
23951,Jal.,8179
23952,VEN,3642
23953,TOS,656
23954,Östergötlands län,8892
23955,Munster,5751
23956,New South Wales,9697
23957,Lambayeque,3836
23958,Tamil Nadu,8103
23959,BA,6243
23960,Khyber Pakhtoonkhwa,2491
23961,OX,7736
23962,XV,3023
23963,ATL,66
23964,ANT,3153
23965,PV,9218
23966,BE,3561
23967,BE,4245
23968,KA,9426
23969,OH,364
23970,San José,106
23971,Champagne-Ardenne,4492
23972,Ontario,6747
23973,Brandenburg,1658
23974,VEN,966
23975,Van,4397
23976,L,2381
23977,La Libertad,7396
23978,Central Java,6139
23979,ANT,422
23980,JI,1611
23981,Hertfordshire,7596
23982,Clackmannanshire,8431
23983,Alberta,141
23984,IV,8602
23985,O,3792
23986,CV,341
23987,Somerset,1864
23988,Emilia-Romagna,4507
23989,BR,4357
23990,NSW,2531
23991,Cajamarca,299
23992,SP,919
23993,Gilgit Baltistan,4627
23994,Wien,7644
23995,BA,5072
23996,Illes Balears,9565
23997,NI,9972
23998,Vienna,6521
23999,Metropolitana de Santiago,6672
24000,WA,6525
24001,North Jeolla,2645
24002,VII,6105
24003,SI,4114
24004,M,6283
24005,Berlin,4259
24006,HE,5833
24007,Katsina,2732
24008,Oyo,8831
24009,Madrid,5523
24010,NI,8542
24011,Pays de la Loire,4059
24012,NI,3386
24013,South Sulawesi,6687
24014,Jeju,3939
24015,North Jeolla,2581
24016,South Jeolla,1120
24017,ON,8600
24018,IA,979
24019,Wielkopolskie,7723
24020,Kujawsko-pomorskie,5787
24021,Wien,9771
24022,KN,2226
24023,Guanajuato,9992
24024,Gyeongnam,7217
24025,Lanarkshire,8781
24026,Antioquia,9175
24027,ANT,9110
24028,Valparaíso,7120
24029,Mersin,3809
24030,Mexico City,1601
24031,Ontario,8936
24032,South Jeolla,358
24033,JB,338
24034,Gyeonggi,2527
24035,New South Wales,6290
24036,Jalisco,6455
24037,MP,9228
24038,Vienna,1809
24039,Gangwon,2422
24040,EX,5492
24041,Vienna,4537
24042,Baja California,7835
24043,AN,6303
24044,Son.,3495
24045,Zeeland,691
24046,WV,3693
24047,BA,5891
24048,Connecticut,9051
24049,Catalunya,4619
24050,Vienna,6129
24051,Lambayeque,3348
24052,ROS,8143
24053,Languedoc-Roussillon,2478
24054,Punjab,4801
24055,Bremen,8865
24056,LU,4550
24057,Extremadura,3750
24058,A,7576
24059,Nord-Pas-de-Calais,3921
24060,Florida,9204
24061,Katsina,8076
24062,GA,6496
24063,North Island,6554
24064,Berlin,8380
24065,Vienna,5733
24066,Chungnam,5255
24067,ANT,419
24068,O,7387
24069,Comunitat Valenciana,5405
24070,Kostroma Oblast,9438
24071,MT,712
24072,ANT,6053
24073,C,5798
24074,OP,9355
24075,VB,4779
24076,VI,7219
24077,Michoacán,592
24078,Ontario,6041
24079,Vlaams-Brabant,1427
24080,KPK,8557
24081,LAL,7336
24082,Rajasthan,4665
24083,AB,911
24084,Bihar,235
24085,Gyeonggi,1255
24086,São Paulo,7284
24087,BO,3222
24088,Arkansas,8378
24089,Berlin,9680
24090,ARA,3630
24091,Jal.,5938
24092,Limburg,1914
24093,Punjab,8944
24094,AP,5918
24095,Gl,7750
24096,U,8156
24097,Lower Austria,3164
24098,WA,2472
24099,SJ,9836
24100,A,5121
24101,Gyeonggi,5722
24102,JT,4255
24103,Khyber Pakhtoonkhwa,8188
24104,Jeonbuk,9138
24105,Gyeonggi,6714
24106,Istanbul,1949
24107,JT,4788
24108,North Island,4259
24109,Sardegna,8075
24110,QLD,5596
24111,Colorado,3037
24112,Arequipa,7355
24113,North Island,8934
24114,Radnorshire,5513
24115,AZ,7466
24116,Metropolitana de Santiago,9017
24117,Delaware,3949
24118,Vienna,1700
24119,Wien,2650
24120,Ulster,484
24121,ANT,359
24122,Podlaskie,685
24123,CDMX,8733
24124,Alaska,9938
24125,Gangwon,4556
24126,PIE,7880
24127,O,9090
24128,Gyeonggi,8579
24129,Guanajuato,2
24130,San José,687
24131,Chih.,2441
24132,La Libertad,150
24133,Antwerpen,4851
24134,Connacht,4995
24135,NF,4712
24136,Punjab,631
24137,Arequipa,1211
24138,SI,3449
24139,East Kalimantan,2851
24140,L,9081
24141,AR,2378
24142,Montana,726
24143,Coquimbo,7055
24144,ST,524
24145,Lazio,3113
24146,PIE,5007
24147,KY,8304
24148,UT,3039
24149,RM,8528
24150,KPK,5237
24151,North Island,7909
24152,O'Higgins,7268
24153,Alberta,9678
24154,Chungnam,1031
24155,Lombardia,5483
24156,Oost-Vlaanderen,4289
24157,SJ,5391
24158,South Island,5022
24159,Sląskie,6793
24160,WA,704
24161,SJ,3180
24162,CA,774
24163,Ontario,8843
24164,Provence-Alpes-Côte d'Azur,7865
24165,PK,119
24166,Hatay,7017
24167,QLD,6230
24168,Benue,1398
24169,Podkarpackie,1411
24170,Wien,1409
24171,Chis.,9770
24172,MA,8799
24173,İzmir,3179
24174,Oxfordshire,5411
24175,CA,437
24176,WO,1262
24177,Metropolitana de Santiago,7988
24178,NL,9863
24179,Mississippi,1174
24180,Samsun,8795
24181,Henegouwen,1652
24182,Henegouwen,6952
24183,Languedoc-Roussillon,7665
24184,RI,3560
24185,NI,1147
24186,HH,5861
24187,Istanbul,5218
24188,KN,8376
24189,Karnataka,9155
24190,North Island,1786
24191,SN,9549
24192,New South Wales,1021
24193,Zl,5782
24194,Toscana,9116
24195,Karnataka,2674
24196,LAM,5611
24197,Uttar Pradesh,5281
24198,CH,661
24199,PIU,6255
24200,Stockholms län,511
24201,Borno,6309
24202,Azad Kashmir,672
24203,NI,8022
24204,AN,7615
24205,BL,8674
24206,South Jeolla,5277
24207,MP,4811
24208,Mazowieckie,2007
24209,AL,81
24210,LOR,5502
24211,Oryol Oblast,5598
24212,NS,510
24213,ATL,3346
24214,BOL,2920
24215,Biobío,4409
24216,Zachodniopomorskie,3093
24217,North Sumatra,6344
24218,Bremen,1967
24219,W,7145
24220,Metropolitana de Santiago,117
24221,ATL,2191
24222,Bursa,2835
24223,Campania,2614
24224,İzmir,7942
24225,L,470
24226,HH,7158
24227,Missouri,5183
24228,Jalisco,1060
24229,AY,3496
24230,LOM,3583
24231,NSW,8643
24232,Brussels Hoofdstedelijk Gewest,9584
24233,Henegouwen,5040
24234,Kaduna,2786
24235,CE,314
24236,BA,5378
24237,SI,9625
24238,Gyeonggi,8905
24239,PU,5950
24240,Heredia,5412
24241,North Jeolla,7453
24242,Ulster,7750
24243,Atlántico,4635
24244,Adana,787
24245,AS,9986
24246,Luxemburg,1994
24247,Iowa,7596
24248,Kentucky,9896
24249,Jeonbuk,473
24250,WA,5130
24251,NA,4153
24252,Istanbul,5602
24253,LAZ,9107
24254,Alajuela,9178
24255,MG,2646
24256,Comunitat Valenciana,4873
24257,Staffordshire,5536
24258,Goiás,4877
24259,AK,3506
24260,MG,2032
24261,SC,1370
24262,Leinster,5284
24263,Victoria,3450
24264,Antioquia,4037
24265,Bolívar,7794
24266,Antwerpen,5185
24267,North Island,2489
24268,Mazowieckie,4744
24269,Östergötlands län,6858
24270,SI,7851
24271,Gl,5194
24272,BOL,5740
24273,Victoria,7781
24274,Victoria,9564
24275,DE,2351
24276,Cusco,3393
24277,A,2277
24278,Luxemburg,5223
24279,KRS,1655
24280,Ontario,2096
24281,BE,9128
24282,Munster,8924
24283,Bali,4732
24284,WB,7324
24285,Vienna,6518
24286,CN,4358
24287,WB,9966
24288,SP,9282
24289,Gyeonggi,1255
24290,VLA,8060
24291,Mexico City,1486
24292,RJ,4821
24293,Moscow Oblast,2146
24294,Azad Kashmir,8915
24295,Pays de la Loire,1461
24296,Bremen,290
24297,SIC,387
24298,RM,2141
24299,Gelderland,5824
24300,Bremen,3719
24301,OK,6291
24302,Wien,3200
24303,AB,2207
24304,Hatay,4338
24305,SU,7743
24306,LB,539
24307,DS,8722
24308,South Gyeongsang,35
24309,Gl,5707
24310,BE,7517
24311,CA,8831
24312,JT,9662
24313,FL,9752
24314,C,3107
24315,Pays de la Loire,8247
24316,Noord Brabant,7916
24317,Ulster,7121
24318,LAL,7281
24319,Saskatchewan,9801
24320,Oaxaca,6736
24321,SJ,4335
24322,Virginia,7820
24323,North Gyeongsang,8765
24324,AY,7045
24325,Central Java,3461
24326,New South Wales,6653
24327,AB,5041
24328,Ov,8167
24329,PA,6581
24330,TAM,3972
24331,BA,4998
24332,Sindh,7518
24333,OR,1344
24334,Bolívar,8851
24335,CL,5671
24336,Carmarthenshire,4497
24337,JT,5558
24338,Vienna,9868
24339,SJ,537
24340,SI,3928
24341,Kujawsko-pomorskie,770
24342,VEN,2771
24343,South Jeolla,5142
24344,SMO,6055
24345,Gyeongnam,7123
24346,Istanbul,1326
24347,M,4950
24348,JUN,9731
24349,V,9745
24350,Jeonnam,6557
24351,Antofagasta,9999
24352,AN,3919
24353,Antwerpen,4030
24354,Gyeonggi,9497
24355,SP,7219
24356,BR,289
24357,A,9683
24358,Vienna,7471
24359,Antioquia,1884
24360,AU,9891
24361,Gyeongbuk,1806
24362,Connacht,7615
24363,C,9259
24364,Overijssel,702
24365,Luik,421
24366,Luik,9048
24367,SP,5543
24368,ST,6314
24369,Antioquia,5027
24370,AB,7878
24371,Hatay,8040
24372,Vienna,1139
24373,OG,6983
24374,Gyeongnam,7338
24375,Comunitat Valenciana,4371
24376,Vienna,970
24377,Sindh,4245
24378,Tamps.,6811
24379,Guerrero,3549
24380,VLA,4366
24381,West Java,7775
24382,NI,2797
24383,Queensland,7686
24384,Ontario,2804
24385,Jeonbuk,5789
24386,Katsina,9639
24387,Lombardia,5202
24388,Riau,2080
24389,Dalarnas län,495
24390,IX,3476
24391,Uttar Pradesh,9268
24392,QUI,6221
24393,Central Java,5854
24394,BE,17
24395,WV,5208
24396,Pays de la Loire,716
24397,PD,3351
24398,MH,747
24399,Rio de Janeiro,7284
24400,Vienna,8956
24401,RS,6321
24402,C,3599
24403,JA,5912
24404,Bourgogne,9827
24405,SI,2543
24406,KS,185
24407,CN,3477
24408,AB,4769
24409,QLD,1627
24410,Sicilia,6998
24411,OMS,9354
24412,N.L.,1743
24413,Alberta,1917
24414,Berlin,4201
24415,Henegouwen,2303
24416,Campania,8126
24417,Bahia,1662
24418,East Java,9490
24419,AK,618
24420,Ulster,7039
24421,South Australia,1657
24422,Arequipa,9998
24423,Cheshire,1799
24424,LOM,3350
24425,O'Higgins,1673
24426,IL,7417
24427,KT,8807
24428,NI,3423
24429,NI,8160
24430,Wisconsin,4269
24431,Stockholms län,4931
24432,WA,2567
24433,CHE,2010
24434,Chungbuk,5576
24435,QC,4126
24436,Île-de-France,9549
24437,O'Higgins,5055
24438,Noord Holland,9833
24439,Ancash,1244
24440,Östergötlands län,5886
24441,Atlántico,7755
24442,CAJ,5067
24443,CV,1955
24444,South Gyeongsang,9063
24445,CV,2674
24446,Sinaloa,537
24447,Boyacá,5441
24448,NI,536
24449,A,8791
24450,Osun,7764
24451,X,1414
24452,HR,861
24453,Ulster,6157
24454,JB,3662
24455,Ontario,604
24456,Jal.,6018
24457,U,5758
24458,Minas Gerais,34
24459,Trentino-Alto Adige,7215
24460,Wien,7922
24461,AB,8850
24462,Zuid Holland,1234
24463,KY,9582
24464,Navarra,4264
24465,RM,6882
24466,Gelderland,1207
24467,Alajuela,7954
24468,South Australia,9415
24469,WB,4571
24470,Vienna,7217
24471,Noord Brabant,5237
24472,JT,6301
24473,AN,7118
24474,Rio de Janeiro,4263
24475,LD,3432
24476,C,4965
24477,G,6060
24478,LU,9486
24479,Galicia,3023
24480,FATA,8906
24481,Wien,15
24482,Franche-Comté,507
24483,Connacht,5213
24484,SA,7256
24485,Connacht,2547
24486,JK,239
24487,MT,4829
24488,Luik,6709
24489,E,8603
24490,SJ,2208
24491,Maine,6743
24492,North Island,8874
24493,Metropolitana de Santiago,7414
24494,Montgomeryshire,3591
24495,O,1565
24496,Goiás,4745
24497,PB,3634
24498,VII,6589
24499,LOR,631
24500,Ktn.,4517
24501,HA,1514
24502,Istanbul,3896
24503,Ceará,6083
24504,Herefordshire,9573
24505,Leinster,9240
24506,AK,8358
24507,Zachodniopomorskie,481
24508,New Brunswick,856
24509,Istanbul,8092
24510,Adana,6124
24511,East Java,2605
24512,Piura,4779
24513,Baden Württemberg,807
24514,NI,9644
24515,Guainía,5837
24516,PM,4926
24517,PU,767
24518,Uttar Pradesh,2638
24519,IRK,6155
24520,West-Vlaanderen,3544
24521,H,3808
24522,Hatay,2310
24523,MH,5070
24524,Flintshire,8356
24525,NA,6350
24526,Ontario,3009
24527,HB,7800
24528,MG,5041
24529,AB,7348
24530,Bursa,710
24531,Stockholms län,7964
24532,ATL,5657
24533,F,5178
24534,Imo,4660
24535,Metropolitana de Santiago,3345
24536,Catalunya,1613
24537,South Gyeongsang,2695
24538,Madhya Pradesh,1255
24539,South Island,9013
24540,Lazio,2170
24541,Victoria,9474
24542,C,6943
24543,AN,5954
24544,KD,3546
24545,Heredia,3095
24546,VA,8975
24547,ON,918
24548,Gyeongnam,8914
24549,F,297
24550,WB,271
24551,Vologda Oblast,2622
24552,L,2645
24553,X,1998
24554,Uttar Pradesh,1346
24555,ANT,5530
24556,Henegouwen,6012
24557,Oost-Vlaanderen,4963
24558,Provence-Alpes-Côte d'Azur,6687
24559,Gyeonggi,4903
24560,Akwa Ibom,5997
24561,CM,4539
24562,CE,5247
24563,Hatay,8016
24564,YO,607
24565,ANC,8471
24566,U.,4348
24567,South Island,4964
24568,Belgorod Oblast,3525
24569,Adana,2871
24570,LA,9095
24571,Saarland,4077
24572,O,9135
24573,Piemonte,8764
24574,British Columbia,6836
24575,Wien,144
24576,SAR,729
24577,HB,9155
24578,La Libertad,4221
24579,BR,8697
24580,ON,5408
24581,VIC,6574
24582,New South Wales,6880
24583,JI,2071
24584,Minas Gerais,5877
24585,MP,3935
24586,SAR,5308
24587,Noord Holland,1874
24588,Gyeongbuk,9672
24589,Chungbuk,8637
24590,Antalya,8895
24591,Metropolitana de Santiago,6270
24592,SC,3720
24593,Lipetsk Oblast,6435
24594,WP,2187
24595,Pays de la Loire,3749
24596,UP,4296
24597,Madrid,6395
24598,Hamburg,6006
24599,Provence-Alpes-Côte d'Azur,7875
24600,North Island,477
24601,MP,970
24602,IM,8077
24603,Gilgit Baltistan,6241
24604,Gaziantep,1344
24605,LEN,201
24606,SS,3046
24607,Munster,7798
24608,CAL,1009
24609,MA,2179
24610,North Island,9952
24611,WP,700
24612,Valparaíso,8555
24613,Basse-Normandie,9818
24614,Wien,3996
24615,MB,6241
24616,CAM,4828
24617,Paraná,483
24618,Istanbul,7854
24619,NÖ.,5129
24620,SIC,1594
24621,Brussels Hoofdstedelijk Gewest,6960
24622,VII,1589
24623,HU,9997
24624,Luxemburg,8915
24625,Berlin,9492
24626,Lambayeque,2394
24627,ARE,1626
24628,Bremen,6114
24629,Tamil Nadu,9177
24630,Sokoto,5746
24631,Sachsen,1169
24632,łódzkie,3358
24633,Saratov Oblast,3832
24634,KPK,2269
24635,Antwerpen,543
24636,Baja California,3184
24637,Special Capital Region of Jakarta,3357
24638,Antioquia,3230
24639,Tasmania,902
24640,ANT,4218
24641,KL,8589
24642,SI,3755
24643,QLD,3388
24644,RJ,435
24645,Şanlıurfa,2724
24646,ULY,6623
24647,Extremadura,4349
24648,SI,6072
24649,Lambayeque,3872
24650,Hamburg,3536
24651,MG,7647
24652,CV,5998
24653,Ontario,9527
24654,SIC,7112
24655,Östergötlands län,3146
24656,Wien,6621
24657,KT,984
24658,CN,6339
24659,Wien,4747
24660,Berlin,1283
24661,Orenburg Oblast,8731
24662,AB,4937
24663,RM,6844
24664,Tab.,582
24665,PU,8772
24666,LIP,1065
24667,Gto.,7500
24668,Balochistan,2576
24669,CO,8880
24670,Balochistan,1800
24671,EX,5101
24672,Connacht,9818
24673,JB,9747
24674,N.,2965
24675,Mazowieckie,4950
24676,Quebec,2709
24677,Bangka Belitung Islands,5805
24678,Wien,6802
24679,Cajamarca,5977
24680,UP,4037
24681,Noord Brabant,5364
24682,AB,1213
24683,LU,4014
24684,BR,2912
24685,Västra Götalands län,6873
24686,IL,9436
24687,V,8618
24688,Guanajuato,2717
24689,SI,2155
24690,Alaska,6289
24691,NSW,1060
24692,Vlaams-Brabant,5591
24693,SJ,8327
24694,Antioquia,3018
24695,C,1351
24696,Karnataka,1937
24697,Katsina,6966
24698,Sverdlovsk Oblast,9214
24699,Mersin,9457
24700,Puglia,1598
24701,Bahia,3428
24702,WB,1452
24703,MP,2369
24704,Queensland,3586
24705,Kahramanmaraş,8577
24706,Istanbul,791
24707,Oost-Vlaanderen,9239
24708,Hamburg,2683
24709,RO,8323
24710,Dalarnas län,5016
24711,Wien,1898
24712,Central Java,4018
24713,Victoria,6332
24714,SI,5040
24715,GB,9438
24716,LIM,79
24717,Stockholms län,3709
24718,Iowa,6295
24719,DD,1375
24720,Victoria,1905
24721,New South Wales,4462
24722,Victoria,571
24723,BE,3441
24724,Vienna,5867
24725,Lubelskie,9259
24726,JI,6522
24727,SI,9495
24728,North Island,7780
24729,Antioquia,9982
24730,NI,8916
24731,Jönköpings län,3662
24732,Östergötlands län,7617
24733,Centre,1179
24734,Sindh,5702
24735,HE,1794
24736,Metropolitana de Santiago,1523
24737,VIC,2980
24738,Quebec,148
24739,West-Vlaanderen,6383
24740,Rivers,2593
24741,Haryana,7468
24742,Wien,2644
24743,KGD,1054
24744,Wien,8722
24745,SI,2784
24746,Ancash,2333
24747,Gyeongnam,9991
24748,Waals-Brabant,2963
24749,Valparaíso,9706
24750,LAZ,3250
24751,Bihar,5526
24752,Antwerpen,7617
24753,Valparaíso,8617
24754,Rivers,2217
24755,M,9659
24756,Wien,2232
24757,Bremen,2130
24758,JI,9499
24759,Sindh,5515
24760,BO,5693
24761,Maule,9593
24762,AR,2604
24763,M,3364
24764,RJ,8264
24765,N.L.,4178
24766,LE,2949
24767,Bgl.,7555
24768,XIV,6875
24769,Metropolitana de Santiago,1554
24770,RP,1431
24771,San José,8148
24772,South Island,5163
24773,SA,8956
24774,AN,4278
24775,VB,6463
24776,Khyber Pakhtoonkhwa,286
24777,La Libertad,8175
24778,PUG,3186
24779,ERM,7472
24780,Alberta,1287
24781,San José,299
24782,North Chungcheong,7587
24783,Sindh,4513
24784,TN,5378
24785,KPK,8648
24786,Punjab,9723
24787,Sin.,458
24788,Hamburg,7442
24789,Zl,468
24790,CDMX,525
24791,L.,8216
24792,MD,4421
24793,Gyeonggi,2011
24794,Balochistan,6504
24795,Kano,2652
24796,Biobío,9116
24797,Lazio,6244
24798,Piemonte,825
24799,Vologda Oblast,3889
24800,Kirkcudbrightshire,1131
24801,Sverdlovsk Oblast,6723
24802,Gto.,6913
24803,Catalunya,3963
24804,Queensland,5620
24805,NI,8308
24806,L.,8370
24807,WI,6375
24808,Île-de-France,4338
24809,Jeonbuk,4789
24810,BL,541
24811,PO,4539
24812,AB,9641
24813,Vienna,7703
24814,NI,2240
24815,Luxemburg,6549
24816,QC,1165
24817,WP,1846
24818,Heredia,2923
24819,Cusco,1943
24820,Lubelskie,4165
24821,PIE,4366
24822,Andalucía,5727
24823,SP,4133
24824,IL,1199
24825,Lagos,228
24826,Styria,7558
24827,Gyeongnam,9907
24828,MO,4008
24829,O,1296
24830,ON,1761
24831,Munster,1491
24832,Bursa,9326
24833,West Bengal,6711
24834,H,6640
24835,Kano,4114
24836,Antioquia,6440
24837,Valparaíso,584
24838,San José,3611
24839,ATL,2479
24840,ARE,2710
24841,North Island,5843
24842,HH,2000
24843,NI,3003
24844,Andhra Pradesh,8692
24845,SJ,7214
24846,PA,8933
24847,Gro.,4894
24848,Sakhalin Oblast,2874
24849,E,9940
24850,LOM,3916
24851,North Gyeongsang,6266
24852,Puebla,6426
24853,NI,7980
24854,Gyeongbuk,6003
24855,Suffolk,9238
24856,BOL,5354
24857,SIC,5243
24858,North Gyeongsang,8907
24859,L,3514
24860,Victoria,8376
24861,Bryansk Oblast,32
24862,AB,8945
24863,Lima,5964
24864,OY,4481
24865,Gl,1215
24866,NI,1165
24867,VB,1799
24868,Wien,7442
24869,HH,9021
24870,ORL,4106
24871,Kostroma Oblast,1322
24872,O,9414
24873,GB,993
24874,PR,382
24875,AB,2662
24876,AN,1205
24877,New South Wales,2193
24878,Kano,5189
24879,Stockholms län,6572
24880,Z.,7551
24881,KS,6500
24882,Lancashire,3197
24883,PD,7708
24884,ML,2496
24885,JK,2681
24886,San José,1629
24887,West Papua,9802
24888,Puglia,1095
24889,Valparaíso,7312
24890,NVS,71
24891,ANC,4608
24892,B.C.,8544
24893,ON,8628
24894,Kaluga Oblast,606
24895,PR,5899
24896,Guanacaste,1936
24897,Pue.,1166
24898,BU,4028
24899,Queensland,1295
24900,A,8373
24901,South Island,8241
24902,Mazowieckie,9081
24903,ON,5647
24904,North Island,5967
24905,L,9845
24906,PM,177
24907,South Chungcheong,3751
24908,Wien,4427
24909,Rivers,7506
24910,F,720
24911,Adana,7361
24912,CUS,4978
24913,NI,2425
24914,Sicilia,6383
24915,Riau Islands,4364
24916,Västra Götalands län,9154
24917,Bursa,4411
24918,PU,6105
24919,Cambridgeshire,740
24920,Vbg.,1418
24921,Mazowieckie,6136
24922,Nord-Pas-de-Calais,2473
24923,MI,5909
24924,Khyber Pakhtoonkhwa,8326
24925,Ankara,6239
24926,ERM,1164
24927,Oost-Vlaanderen,8849
24928,NSW,2098
24929,KPK,9249
24930,LAL,7134
24931,Istanbul,8496
24932,Emilia-Romagna,717
24933,Hidalgo,370
24934,PU,592
24935,Stockholms län,8420
24936,RI,1706
24937,DE,3234
24938,MA,5318
24939,C,3667
24940,West Bengal,4335
24941,RM,6186
24942,Uttar Pradesh,399
24943,Canarias,360
24944,KL,4426
24945,Luxemburg,8086
24946,A,7755
24947,Wien,6407
24948,NI,8522
24949,Overijssel,8691
24950,Uttar Pradesh,3854
24951,Konya,7508
24952,Île-de-France,1371
24953,MP,2132
24954,Papua,741
24955,Wielkopolskie,3062
24956,Cauca,9394
24957,Paraná,5668
24958,South Island,4419
24959,JI,2484
24960,NI,7395
24961,Connacht,955
24962,Bremen,1270
24963,QLD,4988
24964,BW,9569
24965,ANT,9051
24966,PIU,4779
24967,Borno,7625
24968,Alsace,4062
24969,Oaxaca,491
24970,Atlántico,7384
24971,İzmir,172
24972,SL,8418
24973,Pomorskie,3709
24974,NI,2760
24975,MO,4343
24976,BL,2762
24977,Hatay,4502
24978,NI,1209
24979,CV,5958
24980,Lampung,4240
24981,LOM,7232
24982,BOL,83
24983,Bursa,5939
24984,Leinster,1153
24985,DE,6837
24986,Quebec,7354
24987,Kostroma Oblast,1267
24988,Oklahoma,6187
24989,Australian Capital Territory,4164
24990,Zeeland,2233
24991,Balochistan,2749
24992,Dalarnas län,3263
24993,South Sulawesi,382
24994,AN,117
24995,TVE,1690
24996,Gloucestershire,6603
24997,RS,6452
24998,West-Vlaanderen,1235
24999,SI,1418
25000,Rio de Janeiro,1702
25001,La Libertad,1055
25002,VIC,7408
25003,West-Vlaanderen,8625
25004,PU,9825
25005,Saarland,9882
25006,Valle del Cauca,3352
25007,NF,2640
25008,Banten,7848
25009,Tab.,6400
25010,SU,1930
25011,OY,1839
25012,Khyber Pakhtoonkhwa,1470
25013,Jal.,4752
25014,Wien,3764
25015,RI,605
25016,Kocaeli,1420
25017,HB,187
25018,NB,3276
25019,BU,4522
25020,Canarias,4758
25021,JI,8355
25022,Tamaulipas,9693
25023,North Island,4619
25024,WB,3238
25025,L,6339
25026,Arizona,26
25027,Berlin,4258
25028,Samara Oblast,1069
25029,ON,1053
25030,Campania,7102
25031,UP,189
25032,VB,7461
25033,Atlántico,5229
25034,ANT,615
25035,Sicilia,7198
25036,Västra Götalands län,1998
25037,North Gyeongsang,9574
25038,NI,4545
25039,HH,8877
25040,North Gyeongsang,7343
25041,AK,6876
25042,QC,1371
25043,Antioquia,2971
25044,San Luis Potosí,2017
25045,GB,5965
25046,Antioquia,3730
25047,Gl,8948
25048,JB,9257
25049,AN,1770
25050,Los Lagos,7279
