post_id,u_id,datePosted
25542,484069,2019-06-08 01:28:16
25543,238579,2020-04-24 17:52:32
25544,579482,2019-12-09 09:48:15
25545,585103,2020-09-14 00:31:23
25546,318825,2019-12-16 19:27:41
25547,334109,2021-04-11 01:57:12
25548,224104,2021-04-19 07:38:32
25549,124950,2020-07-03 03:18:13
25550,190209,2019-10-25 17:47:54
25551,365349,2020-06-04 11:40:23
25552,104921,2021-02-05 09:50:28
25553,278448,2020-05-13 19:07:36
25554,499597,2019-12-16 07:31:15
25555,131998,2019-06-05 04:50:54
25556,568384,2020-03-17 03:49:19
25557,204698,2019-10-18 00:51:57
25558,590888,2019-06-21 21:10:41
25559,437029,2020-04-14 01:54:34
25560,284651,2021-03-30 17:11:17
25561,107680,2019-07-18 16:31:52
25562,430295,2020-07-22 04:17:43
25563,229280,2020-07-30 10:26:02
25564,168796,2019-07-02 00:53:25
25565,366475,2019-12-23 05:49:18
25566,142424,2020-05-18 08:07:36
25567,137523,2019-08-28 17:21:17
25568,318082,2019-12-18 21:30:32
25569,269161,2019-07-26 10:31:14
25570,360674,2020-07-02 17:19:28
25571,559235,2021-01-11 05:28:34
25572,219832,2020-04-25 12:00:00
25573,528886,2019-05-26 09:08:49
25574,155132,2020-10-12 14:50:43
25575,594352,2019-06-01 16:18:41
25576,296058,2021-04-10 08:33:58
25577,536115,2020-11-23 00:41:05
25578,528687,2020-02-17 14:30:20
25579,581350,2020-07-31 03:02:38
25580,536605,2021-05-06 06:11:10
25581,254711,2020-10-04 06:04:58
25582,348475,2021-04-29 11:28:02
25583,307073,2020-01-24 15:22:20
25584,245697,2020-02-06 06:39:17
25585,445268,2019-12-29 20:37:22
25586,595404,2021-01-03 21:16:57
25587,364442,2020-04-09 14:04:23
25588,193670,2020-03-14 23:28:38
25589,313425,2020-11-24 08:35:33
25590,435011,2019-11-11 22:10:22
25591,417924,2020-06-14 16:21:58
25592,131988,2020-05-14 18:37:48
25593,153442,2019-06-10 16:28:23
25594,353473,2019-11-28 02:31:53
25595,181425,2020-09-27 06:54:13
25596,551927,2020-07-26 05:38:38
25597,212332,2021-02-24 00:28:53
25598,279404,2019-09-22 05:14:14
25599,229607,2021-02-08 21:55:24
25600,237249,2020-07-01 00:27:32
25601,375932,2019-05-26 12:36:10
25602,457754,2021-01-14 04:20:57
25603,390587,2020-02-26 17:54:34
25604,269869,2020-06-27 21:00:03
25605,533077,2020-04-03 05:48:26
25606,275483,2020-05-28 02:34:53
25607,276324,2021-03-07 12:58:14
25608,153440,2019-07-30 20:23:10
25609,200629,2021-02-01 08:10:26
25610,557807,2020-01-02 15:32:33
25611,462037,2020-07-23 01:52:52
25612,431422,2021-03-02 15:21:56
25613,296642,2020-05-12 03:23:50
25614,291717,2019-10-04 22:19:32
25615,556007,2020-03-16 08:28:26
25616,143334,2020-07-09 08:49:08
25617,203964,2020-04-25 11:56:43
25618,263995,2019-10-14 15:32:18
25619,238440,2020-10-05 19:37:17
25620,315244,2020-07-23 14:49:19
25621,434359,2020-01-05 00:55:01
25622,550296,2020-01-29 20:00:42
25623,307461,2020-08-09 21:56:38
25624,117973,2020-10-12 03:16:59
25625,167837,2019-06-19 06:24:11
25626,212287,2021-04-25 00:24:52
25627,432600,2020-03-17 23:17:27
25628,354552,2021-02-13 02:07:16
25629,412398,2019-11-25 05:30:57
25630,414019,2019-10-18 01:13:14
25631,456595,2020-01-21 15:05:54
25632,318900,2019-12-27 02:51:26
25633,522867,2021-01-21 22:51:07
25634,388914,2020-07-25 06:24:34
25635,166025,2020-07-11 04:38:09
25636,150448,2020-03-06 16:32:30
25637,197657,2021-04-19 14:57:47
25638,113511,2020-03-19 04:58:47
25639,342486,2021-03-14 23:50:13
25640,260551,2020-01-13 19:20:53
25641,299124,2020-05-21 20:37:16
25642,495414,2020-05-30 23:34:28
25643,210752,2019-07-08 09:54:57
25644,145690,2020-04-27 01:36:41
25645,544861,2020-03-04 00:37:04
25646,288482,2021-04-20 09:48:36
25647,206176,2021-04-05 19:34:43
25648,181477,2021-03-01 18:53:03
25649,376675,2020-04-20 19:44:30
25650,329878,2021-04-07 00:29:05
25651,412382,2021-02-24 00:01:09
25652,313196,2021-04-29 21:52:35
25653,140753,2019-11-26 12:14:42
25654,180619,2020-04-26 22:50:46
25655,134905,2020-12-17 09:54:58
25656,496329,2020-08-02 22:06:05
25657,519544,2020-04-19 14:11:27
25658,406117,2020-11-10 01:29:17
25659,291542,2019-06-28 01:19:54
25660,491203,2021-01-02 22:00:18
25661,564926,2020-08-16 20:25:02
25662,572872,2021-03-24 16:37:55
25663,564178,2020-08-21 12:18:11
25664,429029,2020-03-26 08:21:28
25665,194843,2021-04-01 21:23:40
25666,395075,2020-10-05 19:40:57
25667,345058,2020-08-02 08:50:59
25668,320214,2020-04-01 12:39:40
25669,226856,2019-12-16 21:19:57
25670,458493,2020-12-27 22:11:43
25671,183390,2020-03-03 04:36:32
25672,576754,2020-05-15 03:58:18
25673,423611,2020-02-01 07:38:33
25674,283084,2020-12-05 09:58:26
25675,144941,2019-12-09 21:11:25
25676,505597,2019-10-03 06:59:18
25677,442207,2019-11-02 22:05:40
25678,221481,2020-07-06 09:01:40
25679,133218,2020-02-18 00:08:59
25680,344822,2019-05-24 23:16:21
25681,574726,2020-10-31 14:00:19
25682,291389,2019-12-08 16:21:10
25683,457809,2020-06-25 19:28:40
25684,463914,2019-08-28 21:39:35
25685,573519,2020-02-02 03:07:42
25686,151068,2020-11-17 07:53:40
25687,278403,2019-11-25 08:49:29
25688,358176,2019-11-23 01:41:39
25689,440110,2019-11-27 18:55:38
25690,334093,2020-04-14 01:53:14
25691,375522,2020-10-30 20:20:44
25692,567397,2020-10-27 11:49:53
25693,320139,2021-03-02 16:25:44
25694,272044,2020-04-25 20:05:13
25695,438458,2020-08-25 01:14:12
25696,552943,2020-04-12 20:13:53
25697,274125,2020-04-25 12:35:00
25698,119157,2020-09-09 15:36:22
25699,559394,2021-02-10 05:28:31
25700,409764,2020-10-17 01:00:11
25701,504780,2019-06-06 18:10:07
25702,382102,2019-09-01 12:11:44
25703,302453,2021-04-02 08:04:01
25704,416631,2020-01-01 07:33:10
25705,391287,2020-06-03 15:21:05
25706,412660,2020-07-10 14:40:52
25707,134038,2020-05-19 00:59:34
25708,414617,2021-03-14 03:08:40
25709,266401,2021-04-07 13:45:03
25710,594301,2021-01-29 00:02:13
25711,102457,2020-02-29 19:14:20
25712,566565,2020-07-22 03:15:53
25713,172416,2020-07-03 02:55:49
25714,355297,2020-12-23 22:19:47
25715,551596,2021-05-06 13:57:39
25716,504824,2021-01-09 15:55:25
25717,393001,2021-02-07 17:59:14
25718,315893,2020-05-28 08:27:05
25719,218801,2020-05-25 14:37:43
25720,406025,2021-04-03 03:01:26
25721,246109,2019-07-26 13:14:08
25722,363399,2021-04-13 14:26:53
25723,301607,2019-09-23 01:04:06
25724,522686,2019-09-06 08:51:14
25725,521189,2021-03-26 19:45:54
25726,552424,2020-09-12 15:31:36
25727,190262,2020-02-14 06:12:23
25728,196934,2019-12-27 00:24:22
25729,458825,2020-06-04 02:54:33
25730,443841,2020-09-13 18:03:12
25731,486741,2021-02-17 03:02:23
25732,286751,2020-04-05 20:41:46
25733,327512,2020-01-09 05:40:16
25734,213775,2021-04-12 10:35:39
25735,516909,2020-05-09 01:18:36
25736,500930,2019-12-11 21:15:40
25737,369303,2020-04-23 06:09:29
25738,303596,2020-07-03 00:39:56
25739,111924,2021-03-22 21:47:36
25740,379371,2019-11-17 16:34:44
25741,253710,2020-03-19 23:27:55
25742,480347,2019-12-18 21:38:45
25743,383078,2020-05-05 14:33:35
25744,153677,2020-05-15 16:25:56
25745,315356,2019-12-25 18:58:09
25746,373601,2020-09-29 08:21:00
25747,432171,2019-07-18 12:06:17
25748,178250,2019-10-03 18:16:48
25749,433660,2020-04-20 17:28:25
25750,471539,2020-12-17 20:04:49
25751,344512,2020-04-18 17:14:27
25752,131829,2019-08-10 12:23:53
25753,109496,2021-04-25 23:48:22
25754,168362,2021-01-05 06:25:02
25755,462915,2020-09-09 08:23:22
25756,526942,2020-10-25 02:47:34
25757,222221,2021-05-08 07:42:35
25758,276760,2020-12-05 08:39:43
25759,295293,2019-06-02 13:20:03
25760,334136,2020-08-22 10:01:29
25761,283812,2019-05-16 13:33:04
25762,230006,2020-08-29 04:53:55
25763,595540,2020-05-31 07:37:11
25764,592869,2020-12-26 22:49:21
25765,251482,2020-08-28 22:36:54
25766,334681,2019-05-13 05:38:47
25767,128098,2020-08-22 00:20:19
25768,121772,2020-04-22 20:55:55
25769,399254,2019-12-06 14:41:28
25770,172151,2020-09-06 17:08:21
25771,296112,2021-05-08 16:24:29
25772,546751,2020-11-07 07:47:47
25773,324749,2019-12-31 17:18:54
25774,291764,2020-09-12 20:41:14
25775,260223,2019-09-14 18:52:40
25776,447044,2019-06-06 08:28:50
25777,194057,2020-08-15 03:36:46
25778,108682,2020-02-19 03:12:25
25779,414335,2020-05-09 16:00:06
25780,518026,2021-02-12 12:08:50
25781,243715,2020-02-07 20:05:16
25782,552310,2020-09-21 21:34:59
25783,466067,2020-04-12 06:15:35
25784,197846,2020-06-08 08:27:25
25785,469147,2019-07-14 06:41:35
25786,361888,2020-02-29 23:36:58
25787,146331,2020-10-09 14:11:53
25788,398957,2020-06-21 21:38:00
25789,425151,2020-07-31 08:13:57
25790,482209,2019-11-28 09:00:18
25791,419207,2020-09-30 08:31:29
25792,263652,2020-08-03 00:34:14
25793,592392,2021-04-18 10:42:02
25794,523944,2021-05-10 04:27:10
25795,236282,2019-10-14 11:54:32
25796,274476,2021-02-26 17:47:06
25797,170508,2021-04-29 18:52:04
25798,279803,2020-04-29 23:01:02
25799,146072,2019-09-05 06:47:32
25800,479272,2021-04-08 00:34:54
25801,547944,2020-10-27 12:13:53
25802,514461,2020-01-10 02:40:45
25803,558854,2019-09-04 06:24:37
25804,328344,2019-05-27 10:58:56
25805,307591,2020-02-04 17:39:01
25806,438694,2020-09-28 23:18:28
25807,239020,2021-04-12 07:05:04
25808,117346,2019-12-19 06:21:22
25809,556357,2019-11-29 12:15:01
25810,252584,2019-05-12 10:06:18
25811,227680,2020-02-21 11:06:52
25812,110628,2020-03-28 10:52:52
25813,469175,2019-10-29 04:17:05
25814,491590,2019-11-24 03:20:13
25815,520566,2019-05-27 23:17:38
25816,140082,2021-04-23 16:14:40
25817,470288,2019-09-12 18:12:47
25818,272271,2020-04-09 00:55:44
25819,310385,2019-09-22 21:03:03
25820,372863,2021-03-02 15:47:05
25821,375256,2021-01-30 08:17:09
25822,185456,2020-08-18 01:13:08
25823,363538,2020-06-26 17:11:08
25824,437923,2020-01-13 05:27:14
25825,482091,2019-12-24 14:09:19
25826,458443,2020-04-12 13:10:32
25827,101865,2020-06-13 17:25:24
25828,156532,2020-10-21 14:02:51
25829,346887,2020-07-01 07:51:42
25830,462093,2020-07-15 12:51:37
25831,504672,2019-09-10 02:42:28
25832,145819,2020-10-22 11:07:03
25833,484971,2019-08-24 18:54:07
25834,524995,2020-07-29 17:37:33
25835,422077,2019-11-14 18:06:22
25836,309711,2020-11-19 21:16:40
25837,382033,2019-08-11 09:57:06
25838,129876,2021-03-15 08:39:30
25839,187458,2019-06-23 03:01:16
25840,192335,2019-08-25 11:03:08
25841,224987,2019-08-21 08:35:54
25842,472923,2019-09-29 10:06:32
25843,176910,2020-07-23 16:20:46
25844,362600,2020-04-19 03:51:01
25845,337648,2020-01-10 11:28:09
25846,429708,2020-11-23 01:50:32
25847,233720,2019-06-06 03:20:14
25848,203562,2020-02-27 23:33:37
25849,188424,2021-02-16 03:00:11
25850,351272,2021-01-07 10:59:23
25851,515615,2020-08-20 19:14:36
25852,148740,2020-03-01 05:07:29
25853,420810,2021-04-21 11:37:04
25854,445583,2021-01-29 18:48:35
25855,243489,2020-06-04 10:54:48
25856,203071,2021-04-03 17:05:16
25857,479384,2021-05-03 05:01:43
25858,383552,2020-11-03 09:00:03
25859,185753,2021-04-15 13:13:28
25860,373396,2020-08-14 07:54:23
25861,270460,2020-08-19 16:03:57
25862,499778,2020-06-24 21:52:37
25863,220034,2021-01-15 18:05:09
25864,194236,2019-08-04 11:36:03
25865,168776,2020-02-25 10:44:34
25866,427647,2020-01-25 13:43:26
25867,317716,2020-05-05 07:23:41
25868,122284,2020-01-16 20:18:47
25869,361063,2019-10-27 01:48:49
25870,584265,2020-10-04 01:49:00
25871,551182,2020-01-15 03:59:25
25872,481684,2021-01-11 04:39:10
25873,299415,2020-03-24 16:32:29
25874,564826,2019-08-25 00:36:14
25875,187357,2020-08-14 23:01:27
25876,137205,2019-05-15 18:17:14
25877,341818,2019-09-14 02:27:07
25878,591598,2020-11-26 14:42:56
25879,129521,2019-09-07 09:38:38
25880,568713,2021-02-26 09:00:11
25881,488726,2020-01-18 22:29:52
25882,422348,2019-12-26 08:49:20
25883,446796,2020-02-12 13:02:03
25884,371070,2019-10-16 11:02:13
25885,258701,2021-03-15 22:46:56
25886,355531,2020-11-15 16:23:11
25887,523644,2020-12-14 19:06:55
25888,170648,2021-02-15 22:06:38
25889,280866,2020-09-28 05:07:39
25890,585449,2021-05-07 14:52:43
25891,513377,2019-09-05 10:08:51
25892,583898,2020-09-18 23:52:02
25893,550229,2020-11-24 14:14:59
25894,299425,2021-02-03 00:46:02
25895,315654,2020-12-27 09:03:21
25896,415772,2020-04-01 09:26:06
25897,301260,2020-07-22 11:11:27
25898,463039,2020-08-01 18:33:14
25899,119063,2019-10-19 15:46:30
25900,291158,2019-09-30 13:11:00
25901,223634,2021-04-12 09:19:17
25902,370852,2019-08-26 15:50:00
25903,402589,2021-04-17 17:46:15
25904,299559,2019-05-11 23:20:27
25905,312546,2020-07-03 22:55:20
25906,497591,2020-05-14 16:22:31
25907,371234,2019-09-06 22:35:18
25908,468295,2021-01-11 15:54:55
25909,381239,2019-10-25 06:51:47
25910,219323,2019-12-24 21:06:19
25911,205314,2019-06-13 03:34:53
25912,592883,2021-02-06 04:47:28
25913,573920,2019-05-18 07:00:42
25914,395527,2019-09-27 11:00:22
25915,420593,2021-03-18 20:23:57
25916,415781,2021-04-26 23:41:12
25917,436960,2019-06-20 04:51:32
25918,379452,2019-08-13 11:19:46
25919,134614,2020-12-11 11:11:46
25920,141263,2020-06-15 08:51:54
25921,427500,2020-10-17 18:30:43
25922,183455,2020-05-12 01:59:17
25923,163192,2019-11-12 01:38:35
25924,548456,2020-01-09 19:16:49
25925,506581,2021-01-12 22:14:10
25926,159192,2020-03-22 11:28:39
25927,471091,2019-08-17 13:03:39
25928,187528,2021-01-10 07:52:28
25929,460676,2020-07-20 20:36:59
25930,330055,2020-12-22 13:40:37
25931,399330,2020-04-23 13:45:43
25932,313937,2021-02-28 09:03:43
25933,238788,2020-11-22 19:35:28
25934,154824,2020-11-01 01:28:50
25935,254124,2020-10-09 06:17:18
25936,231221,2020-11-16 09:02:03
25937,560656,2019-06-08 03:45:20
25938,393630,2021-02-21 17:40:59
25939,408952,2020-02-29 09:30:55
25940,425369,2021-03-12 18:12:13
25941,599922,2021-05-09 01:54:36
25942,259705,2020-02-11 20:58:53
25943,131697,2019-06-25 07:49:33
25944,127950,2021-02-13 08:16:23
25945,382694,2020-07-01 22:33:06
25946,131323,2020-10-24 07:52:33
25947,584983,2021-05-06 11:26:54
25948,268726,2021-01-07 02:53:27
25949,288552,2019-08-15 19:35:54
25950,191064,2020-11-09 00:54:08
25951,564492,2020-10-25 04:42:23
25952,266217,2019-06-08 00:48:17
25953,455927,2019-10-20 10:17:45
25954,167667,2019-11-08 09:03:58
25955,304725,2021-04-25 22:56:17
25956,382181,2020-03-21 22:48:44
25957,338120,2019-09-25 23:17:55
25958,174211,2019-06-02 20:49:53
25959,208690,2020-12-14 12:37:43
25960,319878,2020-09-02 17:19:17
25961,407426,2020-10-11 03:34:47
25962,158908,2020-07-17 11:50:40
25963,492923,2019-12-03 12:32:59
25964,497087,2021-04-23 12:35:19
25965,129075,2019-06-22 04:56:23
25966,287892,2019-07-03 11:02:36
25967,361231,2020-09-12 03:09:08
25968,154687,2020-02-22 00:20:10
25969,234874,2020-02-07 12:17:07
25970,282404,2019-07-07 04:54:52
25971,166808,2020-04-16 06:29:40
25972,452755,2021-03-27 22:25:32
25973,334691,2019-11-23 07:22:28
25974,434556,2020-12-18 09:09:57
25975,158993,2019-10-16 14:56:31
25976,195451,2019-09-11 20:43:26
25977,234926,2021-05-05 11:52:44
25978,380871,2019-08-16 15:13:26
25979,131133,2021-03-03 00:41:54
25980,302253,2020-10-06 01:03:33
25981,439195,2020-02-13 23:25:42
25982,522455,2020-06-01 03:00:48
25983,300225,2019-05-26 07:04:25
25984,352679,2019-09-16 12:02:04
25985,553324,2020-11-01 20:30:41
25986,503523,2020-04-18 01:41:07
25987,582158,2019-12-28 18:56:58
25988,336091,2019-06-09 11:34:56
25989,439860,2021-01-02 19:06:23
25990,289977,2020-10-19 22:33:05
25991,532453,2020-05-07 03:26:54
25992,255876,2019-09-06 16:08:33
25993,537992,2020-05-08 08:12:12
25994,467462,2019-12-04 12:26:48
25995,133607,2020-09-09 13:07:04
25996,305987,2020-12-11 02:17:56
25997,275170,2020-01-05 07:10:00
25998,480365,2021-01-10 10:35:15
25999,115496,2021-02-07 06:18:27
26000,508302,2019-11-10 00:59:00
26001,460910,2021-05-10 23:11:51
26002,266837,2020-06-23 18:21:53
26003,476365,2021-03-27 04:50:15
26004,358433,2021-02-14 12:05:59
26005,386041,2019-07-09 06:26:56
26006,366455,2020-08-01 13:09:38
26007,461521,2020-04-17 11:37:30
26008,324458,2019-07-14 16:20:44
26009,310217,2020-04-20 13:57:04
26010,288676,2020-02-22 20:57:44
26011,385190,2020-10-28 03:22:45
26012,425247,2019-12-25 07:19:50
26013,464230,2019-09-25 14:49:40
26014,452759,2021-04-23 21:30:33
26015,100641,2019-08-29 01:48:32
26016,307455,2020-10-07 16:42:28
26017,113073,2020-07-03 07:02:44
26018,390447,2020-10-08 10:32:18
26019,561720,2019-12-07 18:59:48
26020,186610,2020-01-15 15:19:06
26021,258713,2020-12-29 19:55:31
26022,103465,2020-10-29 13:58:16
26023,474910,2019-07-07 05:09:45
26024,246137,2020-03-30 22:54:14
26025,270950,2021-02-05 12:15:00
26026,296993,2020-05-15 07:07:17
26027,151421,2020-08-19 20:54:27
26028,152047,2019-11-07 08:30:09
26029,180941,2019-10-10 13:27:06
26030,345005,2020-11-12 20:36:27
26031,259886,2019-06-14 19:51:32
26032,543489,2020-04-27 23:18:46
26033,316331,2020-01-04 22:44:21
26034,507173,2020-09-04 13:42:35
26035,552812,2020-12-25 04:35:58
26036,108734,2019-08-09 08:38:34
26037,495506,2021-01-20 12:45:23
26038,528495,2020-10-13 12:04:00
26039,230252,2019-08-28 14:42:27
26040,409975,2020-09-03 19:22:18
26041,571220,2019-12-30 00:23:38
26042,503364,2021-01-23 16:50:35
26043,184899,2019-12-22 08:48:59
26044,494824,2020-11-29 02:52:56
26045,527513,2020-06-02 11:44:03
26046,432626,2020-03-11 22:03:39
26047,202314,2021-01-29 18:59:18
26048,153234,2020-08-09 11:41:28
26049,565931,2020-02-20 01:11:28
26050,226451,2021-03-17 05:50:48
26051,493177,2021-04-06 04:34:46
26052,593230,2020-02-04 10:15:08
26053,197081,2021-03-03 01:15:39
26054,240206,2020-03-28 12:02:35
26055,404794,2020-09-11 02:57:23
26056,419829,2021-03-13 20:33:47
26057,558918,2021-01-09 01:35:30
26058,320884,2021-04-12 16:59:10
26059,457535,2019-05-26 13:34:30
26060,285939,2020-05-06 12:38:13
26061,168179,2020-11-03 12:06:40
26062,378407,2021-05-05 12:17:28
26063,362724,2020-07-10 19:51:12
26064,583348,2020-06-11 13:35:34
26065,587781,2020-09-04 04:23:18
26066,429204,2020-08-09 04:05:53
26067,512728,2021-03-23 03:32:10
26068,159232,2019-08-21 11:30:59
26069,493950,2020-11-12 09:36:18
26070,119001,2021-04-05 19:35:29
26071,552153,2019-09-23 19:36:57
26072,361926,2021-01-01 00:32:59
26073,198517,2019-11-22 16:23:47
26074,162736,2020-08-28 04:23:56
26075,487411,2020-09-07 06:39:21
26076,587272,2020-05-31 12:47:28
26077,392765,2019-12-19 10:59:51
26078,108757,2020-11-29 02:11:38
26079,139362,2019-06-11 21:23:38
26080,374775,2019-08-12 02:38:59
26081,398987,2020-01-26 23:32:41
26082,511843,2020-07-09 02:33:32
26083,201602,2019-05-25 09:52:13
26084,355749,2019-08-04 04:42:52
26085,447670,2019-12-11 15:14:04
26086,364672,2020-05-04 10:42:00
26087,301854,2020-02-24 02:22:34
26088,457354,2019-12-31 11:07:59
26089,219005,2019-11-07 14:13:42
26090,516745,2020-01-13 07:58:17
26091,407068,2020-10-14 14:27:24
26092,259107,2019-11-17 00:37:43
26093,262461,2019-10-09 12:16:31
26094,255076,2020-03-04 01:05:09
26095,433008,2020-04-04 15:03:39
26096,277157,2020-12-14 08:07:24
26097,122677,2020-06-23 08:00:31
26098,320971,2020-02-13 19:38:45
26099,413654,2019-10-25 18:08:34
26100,341906,2021-03-16 11:02:25
26101,525298,2020-07-14 08:59:32
26102,438876,2021-02-24 12:57:42
26103,501825,2020-08-06 23:58:29
26104,128328,2020-07-18 21:16:37
26105,451912,2020-11-14 11:19:34
26106,376180,2019-05-29 01:47:51
26107,359502,2020-12-02 04:58:34
26108,380999,2020-07-08 02:28:43
26109,598778,2019-09-16 13:36:46
26110,581845,2019-10-17 07:17:55
26111,151196,2019-07-14 00:43:40
26112,207994,2020-04-14 11:04:07
26113,588220,2020-10-17 07:31:51
26114,412640,2019-11-29 07:54:05
26115,472396,2020-07-03 05:11:24
26116,415353,2019-08-27 12:31:38
26117,484336,2020-09-03 16:08:43
26118,292407,2021-02-27 00:19:57
26119,313399,2019-11-22 17:07:23
26120,505561,2020-03-23 01:08:00
26121,467910,2020-04-07 17:42:26
26122,404860,2020-12-31 07:38:17
26123,461369,2019-08-14 06:08:56
26124,505699,2020-11-19 02:10:55
26125,513060,2021-01-11 22:33:13
26126,419102,2019-08-12 13:45:41
26127,158838,2019-08-09 11:23:01
26128,207130,2021-01-14 18:28:33
26129,535717,2019-11-17 13:00:41
26130,579450,2019-10-11 11:30:03
26131,126545,2019-09-09 02:43:51
26132,152034,2020-05-23 22:11:16
26133,486769,2020-01-08 18:22:41
26134,480037,2019-11-13 21:31:49
26135,365954,2020-05-16 11:03:58
26136,464630,2019-06-07 02:40:01
26137,540709,2019-07-18 02:28:26
26138,105131,2019-11-01 02:43:07
26139,139614,2019-10-20 02:13:21
26140,222909,2020-03-16 10:32:01
26141,422271,2019-06-01 12:25:49
26142,553699,2019-08-22 13:55:09
26143,263379,2019-05-12 20:53:29
26144,218762,2021-04-06 11:20:28
26145,366862,2019-11-02 11:13:52
26146,395124,2019-10-25 08:20:55
26147,471361,2019-09-05 14:27:31
26148,460992,2020-07-20 13:26:34
26149,562725,2020-05-26 19:33:34
26150,344368,2020-07-07 19:01:58
26151,473425,2020-09-20 14:02:08
26152,222874,2019-08-21 03:50:28
26153,245508,2019-06-01 11:00:12
26154,444525,2019-06-21 16:43:38
26155,321514,2020-04-25 11:49:56
26156,241564,2019-08-22 05:29:26
26157,159175,2021-04-06 23:46:26
26158,586856,2020-02-19 11:28:03
26159,107604,2019-12-10 14:33:58
26160,268801,2020-07-14 04:29:59
26161,400673,2020-10-31 05:34:09
26162,283295,2020-01-20 07:06:13
26163,533597,2020-11-11 12:06:22
26164,335935,2021-01-18 19:30:04
26165,190520,2020-12-29 23:30:49
26166,207720,2020-05-11 20:41:27
26167,597392,2019-11-27 11:26:29
26168,481036,2019-12-26 22:52:27
26169,254888,2020-04-28 12:05:03
26170,536853,2019-07-29 11:02:33
26171,294291,2019-09-03 02:58:34
26172,365769,2019-11-02 09:51:17
26173,269382,2019-09-05 04:54:52
26174,353855,2020-05-05 13:44:21
26175,372605,2021-01-23 05:41:08
26176,321020,2019-07-28 11:41:03
26177,208442,2020-06-26 07:06:37
26178,528810,2020-08-19 23:57:49
26179,569865,2019-12-22 01:11:51
26180,293650,2019-08-26 02:44:58
26181,314417,2019-10-28 23:36:45
26182,330505,2019-12-20 17:55:54
26183,548895,2020-05-29 14:26:36
26184,135718,2021-04-03 21:33:33
26185,452784,2020-03-17 17:15:49
26186,240478,2020-05-19 01:01:24
26187,256967,2021-01-31 15:13:50
26188,516022,2021-03-20 18:43:33
26189,466305,2020-01-26 09:44:55
26190,287228,2019-05-22 08:45:00
26191,223656,2019-06-13 21:49:59
26192,429755,2019-11-03 00:23:44
26193,284032,2021-03-31 23:31:26
26194,547360,2020-04-11 08:05:09
26195,396176,2020-04-14 05:20:07
26196,155472,2020-03-25 14:52:22
26197,597116,2020-05-12 21:40:11
26198,394489,2019-11-08 08:33:24
26199,353969,2021-02-10 19:34:14
26200,526217,2019-11-05 13:45:29
26201,255642,2020-04-16 05:19:14
26202,484837,2020-07-24 04:26:47
26203,241095,2019-11-21 13:19:31
26204,572850,2020-05-03 05:30:06
26205,569332,2020-10-20 19:29:45
26206,194563,2020-11-08 00:16:46
26207,344915,2019-06-15 10:55:12
26208,460302,2019-11-15 07:49:40
26209,250747,2019-07-27 18:01:34
26210,266764,2021-03-01 19:14:51
26211,542257,2021-04-28 13:38:27
26212,170907,2019-08-02 00:16:07
26213,150194,2020-01-31 22:41:57
26214,527925,2019-12-27 23:07:02
26215,319659,2019-10-04 14:43:18
26216,381548,2019-07-13 22:09:05
26217,124242,2019-09-28 04:31:17
26218,270930,2019-09-17 20:23:58
26219,314067,2020-04-14 13:47:37
26220,301834,2020-09-15 13:07:59
26221,198588,2020-08-11 02:15:29
26222,202091,2020-05-11 07:46:32
26223,392277,2020-05-18 05:42:00
26224,185608,2020-12-07 22:43:57
26225,584384,2019-06-21 04:23:17
26226,281597,2020-03-04 12:34:37
26227,114873,2020-08-15 14:27:05
26228,104421,2020-09-03 14:15:05
26229,486463,2020-12-27 06:20:14
26230,463172,2020-05-11 03:21:08
26231,578790,2019-11-02 17:45:36
26232,357608,2020-06-06 14:14:38
26233,497130,2019-11-01 07:37:39
26234,189623,2020-11-29 17:27:30
26235,223578,2020-05-31 17:02:21
26236,358203,2019-10-11 01:05:13
26237,195956,2019-08-06 05:06:08
26238,377620,2020-08-20 13:50:06
26239,455305,2021-04-16 22:59:48
26240,546764,2020-04-24 00:10:21
26241,398150,2019-07-14 11:36:06
26242,460884,2021-05-07 00:27:37
26243,438675,2021-01-21 02:24:46
26244,141933,2019-06-29 19:35:18
26245,271176,2019-09-12 09:39:48
26246,457961,2021-03-30 17:19:46
26247,303487,2021-01-24 20:00:02
26248,200917,2019-09-21 22:26:27
26249,157555,2020-06-09 20:45:28
26250,557601,2020-11-09 06:37:34
26251,484307,2019-09-10 19:57:01
26252,105412,2021-03-27 22:34:28
26253,196811,2020-11-04 23:24:11
26254,593992,2019-12-20 20:55:46
26255,366800,2019-12-16 11:22:38
26256,119649,2020-10-06 15:59:46
26257,238118,2020-10-28 06:27:49
26258,168893,2020-01-25 18:37:02
26259,506212,2020-05-14 05:45:23
26260,592269,2019-08-20 01:28:46
26261,412959,2019-09-01 13:15:57
26262,452833,2019-07-09 13:08:46
26263,311825,2020-09-02 17:11:37
26264,193265,2021-05-03 23:27:17
26265,544160,2019-12-03 09:39:08
26266,550789,2020-09-24 18:31:16
26267,503345,2020-01-23 02:58:53
26268,378221,2019-07-07 20:29:02
26269,355003,2020-03-05 13:40:26
26270,103300,2020-01-10 07:45:57
26271,521707,2020-02-28 12:39:31
26272,492683,2019-07-09 16:10:49
26273,158966,2019-10-01 08:20:37
26274,557841,2020-02-13 21:56:45
26275,376986,2019-05-18 11:43:57
26276,138012,2020-06-05 12:22:38
26277,588540,2020-02-02 22:15:35
