c_id,grp_id,datePosted
386,25840,2019-08-15 21:48:35
241,25841,2020-06-24 07:11:17
80,25842,2020-08-07 13:34:31
47,25843,2020-03-29 16:42:37
27,25844,2020-06-23 07:05:20
33,25845,2019-05-20 01:54:52
195,25846,2020-09-23 07:49:24
356,25847,2020-11-24 23:16:15
203,25848,2019-06-30 01:16:21
149,25849,2021-01-15 00:02:07
40,25850,2019-10-23 21:47:56
4,25851,2019-11-30 11:04:39
252,25852,2021-04-22 02:31:05
322,25853,2019-06-16 04:13:44
373,25854,2021-03-22 08:07:31
171,25855,2019-10-15 09:37:58
51,25856,2021-01-26 08:00:45
141,25857,2019-11-23 21:32:16
218,25858,2020-11-22 13:52:34
30,25859,2020-12-15 17:08:22
26,25860,2020-03-16 16:28:22
233,25861,2020-01-16 02:19:39
149,25862,2020-04-03 17:26:42
364,25863,2019-07-30 14:32:44
2,25864,2019-05-21 11:26:58
88,25865,2019-08-03 05:09:46
282,25866,2020-11-23 05:33:02
307,25867,2021-03-24 03:27:43
60,25868,2020-06-20 08:45:29
175,25869,2020-12-27 23:57:17
88,25870,2020-09-19 20:05:08
104,25871,2021-02-11 07:04:47
120,25872,2021-03-17 20:19:33
374,25873,2021-04-30 16:43:39
40,25874,2021-02-21 11:26:11
225,25875,2021-02-12 02:28:28
76,25876,2020-10-23 09:17:14
277,25877,2020-12-18 03:03:46
268,25878,2020-08-28 23:46:41
267,25879,2020-06-02 16:12:11
371,25880,2021-01-15 02:53:48
341,25881,2020-12-18 08:15:59
213,25882,2019-07-03 01:03:36
178,25883,2021-02-06 15:10:21
138,25884,2020-11-05 23:36:16
170,25885,2020-03-27 09:51:36
249,25886,2020-04-05 19:08:21
28,25887,2019-06-09 17:20:25
343,25888,2021-04-19 13:55:15
395,25889,2020-12-19 21:26:18
244,25890,2021-01-06 06:02:39
37,25891,2020-12-23 23:15:36
309,25892,2020-02-06 00:58:14
38,25893,2019-07-02 12:33:59
150,25894,2019-10-26 23:18:26
376,25895,2020-04-13 15:35:25
52,25896,2019-11-02 09:34:46
19,25897,2021-05-01 07:24:14
165,25898,2020-05-29 09:04:45
222,25899,2019-08-18 06:32:02
131,25900,2020-05-05 21:02:20
108,25901,2019-10-23 09:18:04
104,25902,2020-02-28 11:08:38
328,25903,2021-03-02 20:10:03
40,25904,2021-04-02 12:23:14
108,25905,2020-03-05 12:51:57
24,25906,2019-07-23 12:03:31
154,25907,2021-03-07 17:41:13
176,25908,2020-02-27 03:26:12
20,25909,2020-03-18 10:51:13
51,25910,2020-12-25 04:19:53
70,25911,2021-04-19 10:48:21
185,25912,2019-08-30 22:13:25
118,25913,2020-04-17 15:25:43
300,25914,2020-01-11 02:39:20
279,25915,2021-03-11 19:04:43
22,25916,2020-12-23 14:44:38
198,25917,2019-09-27 16:08:35
97,25918,2019-11-08 07:29:18
219,25919,2019-08-19 14:48:41
351,25920,2020-09-24 01:27:31
375,25921,2020-01-13 10:29:53
92,25922,2020-06-05 16:05:26
391,25923,2021-05-09 07:57:03
213,25924,2020-01-12 17:09:32
385,25925,2020-01-19 01:10:52
270,25926,2019-05-16 22:11:13
249,25927,2020-05-23 13:25:53
254,25928,2019-06-17 09:09:34
96,25929,2020-04-04 09:37:27
191,25930,2019-09-02 06:07:29
70,25931,2020-06-23 15:50:51
143,25932,2019-12-18 07:45:28
346,25933,2020-11-14 01:39:18
17,25934,2020-01-05 20:51:25
263,25935,2020-10-12 08:35:21
249,25936,2019-11-06 15:26:13
129,25937,2020-07-18 09:24:41
231,25938,2020-10-12 11:23:39
198,25939,2020-08-19 01:33:23
240,25940,2019-11-26 14:14:03
53,25941,2019-11-23 05:55:26
75,25942,2021-04-20 19:03:09
34,25943,2019-11-23 20:03:57
179,25944,2019-07-19 15:48:29
191,25945,2020-03-07 11:16:54
302,25946,2020-10-11 07:44:18
162,25947,2019-11-19 20:41:31
148,25948,2021-01-06 09:18:46
350,25949,2021-04-21 21:48:10
240,25950,2019-06-06 09:14:31
63,25951,2020-04-01 13:25:58
65,25952,2019-08-17 02:42:21
385,25953,2020-09-05 08:05:29
275,25954,2019-10-08 05:03:54
175,25955,2021-01-05 20:32:21
36,25956,2021-02-09 17:15:03
305,25957,2019-05-19 11:31:42
41,25958,2019-12-26 05:24:50
177,25959,2020-11-09 03:03:05
348,25960,2020-01-30 00:50:10
270,25961,2019-05-20 06:18:39
229,25962,2020-03-05 14:55:51
229,25963,2021-03-30 01:36:25
63,25964,2020-02-05 13:52:33
375,25965,2019-12-16 00:35:45
45,25966,2020-02-21 15:31:13
269,25967,2019-06-23 21:19:41
214,25968,2021-02-16 07:55:42
399,25969,2021-01-01 17:37:17
176,25970,2021-01-24 01:16:40
244,25971,2019-09-01 13:26:59
234,25972,2020-08-02 00:17:27
3,25973,2019-07-10 06:43:29
105,25974,2020-10-09 12:30:21
263,25975,2021-02-16 17:03:27
67,25976,2020-05-30 10:59:03
315,25977,2021-03-27 11:38:53
221,25978,2019-09-13 09:55:26
356,25979,2020-08-12 11:38:23
150,25980,2020-12-09 01:49:59
66,25981,2019-12-27 15:26:57
210,25982,2019-08-10 23:04:21
399,25983,2019-06-25 13:40:55
148,25984,2021-01-07 13:13:21
153,25985,2019-06-20 07:42:59
283,25986,2021-03-01 03:19:37
32,25987,2019-07-20 22:17:50
49,25988,2021-01-05 19:28:43
154,25989,2020-10-12 18:38:37
372,25990,2019-09-04 02:02:28
250,25991,2019-10-18 09:34:43
46,25992,2020-12-06 09:39:25
227,25993,2021-04-03 05:38:30
374,25994,2019-12-04 22:09:53
310,25995,2020-10-21 11:02:06
170,25996,2019-06-29 20:57:31
216,25997,2021-02-19 15:29:09
169,25998,2019-11-11 15:25:15
348,25999,2019-06-10 07:28:09
326,26000,2021-04-23 10:44:09
154,26001,2019-07-26 22:57:24
6,26002,2021-02-22 01:07:18
65,26003,2020-07-18 10:01:22
172,26004,2019-10-04 17:38:41
19,26005,2020-07-15 00:38:35
348,26006,2020-09-04 05:36:06
266,26007,2020-07-11 19:29:19
370,26008,2019-09-05 12:56:14
261,26009,2020-06-18 03:39:05
291,26010,2019-10-12 17:24:15
82,26011,2019-09-20 22:25:37
383,26012,2019-11-28 03:20:28
226,26013,2021-03-15 01:19:01
364,26014,2020-05-23 12:07:43
155,26015,2020-12-20 04:33:54
73,26016,2019-07-04 22:03:27
254,26017,2020-03-13 23:17:36
97,26018,2020-04-19 09:08:58
86,26019,2020-02-17 18:23:35
341,26020,2020-02-10 15:14:18
51,26021,2019-11-03 00:29:23
389,26022,2020-07-27 13:11:45
282,26023,2021-03-05 01:19:58
398,26024,2020-07-29 17:16:03
6,26025,2019-05-23 06:21:55
108,26026,2020-10-10 05:28:52
145,26027,2021-01-18 07:23:47
267,26028,2019-05-16 21:10:04
144,26029,2019-11-13 15:47:21
43,26030,2021-04-19 04:16:08
362,26031,2020-12-18 11:28:12
224,26032,2021-01-04 13:26:24
387,26033,2020-01-06 03:06:59
3,26034,2020-03-01 13:51:27
276,26035,2020-12-19 07:13:26
229,26036,2019-12-08 22:59:02
273,26037,2020-09-17 16:45:52
301,26038,2021-04-28 00:08:54
383,26039,2020-01-24 13:01:36
13,26040,2019-10-05 08:05:47
306,26041,2019-10-27 15:54:46
112,26042,2020-10-11 04:25:42
346,26043,2020-06-21 06:06:12
119,26044,2020-12-03 15:16:10
270,26045,2021-01-07 21:22:29
216,26046,2021-01-26 15:51:51
152,26047,2019-06-22 22:42:25
188,26048,2019-11-29 01:30:06
361,26049,2020-03-18 02:33:24
226,26050,2019-12-11 02:11:08
109,26051,2019-07-09 17:41:53
353,26052,2020-07-19 02:26:07
205,26053,2020-03-08 18:17:22
333,26054,2019-08-11 22:10:54
176,26055,2020-12-24 03:50:38
192,26056,2020-09-07 19:50:26
136,26057,2020-04-10 09:48:16
346,26058,2019-09-05 05:06:32
351,26059,2020-07-23 22:08:46
166,26060,2021-04-27 22:42:31
105,26061,2020-05-03 07:15:35
323,26062,2020-12-16 09:47:18
279,26063,2020-06-10 07:58:43
83,26064,2021-01-04 10:50:22
75,26065,2020-10-25 02:39:59
117,26066,2020-10-29 07:54:04
82,26067,2019-06-15 22:23:31
146,26068,2020-10-16 17:03:59
23,26069,2019-06-17 00:46:43
204,26070,2019-12-30 04:50:22
21,26071,2021-03-17 05:02:32
319,26072,2020-01-25 07:18:17
11,26073,2020-09-06 06:07:11
114,26074,2021-05-08 13:23:04
130,26075,2021-03-24 19:29:26
219,26076,2020-06-29 09:31:27
111,26077,2020-07-05 14:59:36
292,26078,2020-05-08 09:42:58
299,26079,2020-08-16 16:09:28
153,26080,2019-07-06 21:31:27
230,26081,2020-10-03 19:46:14
172,26082,2019-06-28 04:29:43
158,26083,2021-01-03 18:00:10
323,26084,2020-12-01 16:40:16
103,26085,2020-07-14 20:18:14
74,26086,2020-09-13 20:59:23
130,26087,2020-12-04 12:09:47
374,26088,2019-07-29 13:30:25
239,26089,2020-07-18 11:12:23
116,26090,2020-10-18 19:05:44
237,26091,2020-05-16 15:26:31
226,26092,2021-04-11 12:04:01
246,26093,2020-11-02 03:34:25
357,26094,2021-02-05 06:45:48
293,26095,2021-03-13 23:31:01
388,26096,2020-09-22 15:10:23
94,26097,2019-07-29 21:06:08
264,26098,2021-01-16 09:37:25
100,26099,2020-05-13 20:56:17
310,26100,2020-04-04 17:32:58
139,26101,2019-12-15 00:50:51
10,26102,2020-06-26 16:41:27
324,26103,2020-01-29 02:26:34
277,26104,2019-10-05 18:33:04
91,26105,2020-04-14 18:04:58
189,26106,2020-10-12 10:58:00
207,26107,2019-12-28 05:28:55
262,26108,2020-03-20 09:39:03
178,26109,2020-02-05 17:42:39
10,26110,2020-10-18 02:16:34
192,26111,2020-05-21 23:42:05
282,26112,2019-07-23 09:33:22
3,26113,2019-05-28 08:14:11
55,26114,2020-04-03 04:10:41
129,26115,2020-07-20 23:19:27
391,26116,2020-12-23 12:06:45
196,26117,2019-08-30 13:28:03
145,26118,2020-07-23 11:48:54
85,26119,2020-02-28 06:22:00
256,26120,2020-12-05 03:27:43
66,26121,2020-01-27 13:59:00
63,26122,2019-11-29 15:30:52
59,26123,2020-10-05 06:10:08
130,26124,2019-07-13 04:44:29
376,26125,2020-06-04 02:36:30
391,26126,2021-05-09 22:14:16
156,26127,2020-02-01 20:21:44
93,26128,2020-09-15 01:50:52
394,26129,2020-05-13 19:52:03
380,26130,2019-11-08 00:10:43
22,26131,2020-07-31 03:52:02
212,26132,2020-07-23 11:37:28
177,26133,2020-03-03 04:59:13
350,26134,2021-04-02 01:04:27
208,26135,2019-07-04 11:33:14
143,26136,2021-01-07 23:16:08
287,26137,2020-06-08 07:40:51
76,26138,2021-04-22 15:49:31
78,26139,2019-09-02 12:49:48
259,26140,2020-02-22 17:42:46
12,26141,2020-03-14 12:25:30
21,26142,2020-12-06 01:47:38
67,26143,2019-05-15 15:01:41
361,26144,2020-04-06 14:41:11
245,26145,2019-09-14 03:57:41
199,26146,2020-04-27 14:07:47
294,26147,2020-11-11 09:33:25
15,26148,2020-01-24 23:49:39
384,26149,2019-10-06 15:45:12
215,26150,2020-04-13 00:03:46
296,26151,2021-01-23 00:49:14
367,26152,2019-12-18 16:38:48
186,26153,2020-02-16 01:38:21
120,26154,2019-07-04 02:12:03
254,26155,2019-08-02 11:31:26
111,26156,2020-01-04 13:19:49
385,26157,2020-06-15 00:41:41
136,26158,2019-08-17 00:31:57
290,26159,2019-07-10 21:32:26
84,26160,2020-12-12 19:33:46
310,26161,2021-04-04 18:17:52
323,26162,2020-04-23 13:32:00
259,26163,2020-02-11 22:24:11
110,26164,2020-07-16 04:06:19
44,26165,2021-05-09 08:23:12
318,26166,2020-03-03 00:51:19
127,26167,2020-05-27 17:00:06
130,26168,2019-05-22 19:24:02
71,26169,2020-09-14 14:44:27
390,26170,2020-01-30 20:01:43
20,26171,2020-09-05 21:43:50
165,26172,2020-10-16 15:59:06
24,26173,2021-03-27 22:28:29
370,26174,2019-05-23 04:30:51
213,26175,2021-03-11 19:59:14
196,26176,2020-07-11 00:33:13
379,26177,2020-10-18 03:58:07
173,26178,2020-06-15 01:10:28
31,26179,2019-07-29 19:50:12
234,26180,2020-03-23 11:31:25
237,26181,2020-11-07 04:08:30
84,26182,2020-05-14 17:14:10
29,26183,2021-04-25 03:56:44
213,26184,2019-12-19 23:06:13
82,26185,2020-06-27 01:36:35
271,26186,2020-06-04 20:07:21
45,26187,2019-05-20 00:03:03
32,26188,2019-11-01 02:17:14
257,26189,2020-12-22 16:23:02
51,26190,2019-09-16 00:16:56
38,26191,2019-08-18 01:45:04
36,26192,2020-05-26 21:40:24
164,26193,2019-08-22 10:56:51
123,26194,2020-05-09 09:36:02
204,26195,2020-01-22 10:05:21
300,26196,2020-04-15 00:03:42
130,26197,2020-05-01 02:40:42
13,26198,2021-04-04 13:08:39
159,26199,2021-02-19 00:02:20
324,26200,2019-12-08 20:17:03
80,26201,2020-12-03 06:21:15
340,26202,2021-04-27 00:36:47
78,26203,2020-12-10 19:03:26
258,26204,2020-08-24 22:12:39
304,26205,2020-03-22 22:32:50
291,26206,2019-06-22 08:01:45
256,26207,2021-03-24 06:36:22
126,26208,2019-12-26 13:35:40
381,26209,2020-01-28 13:19:01
93,26210,2021-01-01 09:16:21
219,26211,2019-08-12 05:32:31
317,26212,2020-06-27 10:29:17
157,26213,2019-05-19 12:07:52
86,26214,2020-11-04 17:46:07
316,26215,2020-09-30 01:50:56
387,26216,2020-11-10 23:26:05
59,26217,2020-02-25 13:28:42
138,26218,2020-06-26 21:21:00
348,26219,2019-09-19 05:49:39
347,26220,2021-01-11 02:52:43
303,26221,2020-08-08 14:48:17
364,26222,2020-08-12 00:50:51
160,26223,2020-05-13 10:12:13
359,26224,2021-03-26 22:20:29
213,26225,2019-09-07 20:31:57
4,26226,2019-08-05 13:51:44
145,26227,2020-08-27 12:03:28
1,26228,2020-10-30 15:48:13
374,26229,2019-06-01 12:56:57
18,26230,2020-11-24 07:27:21
339,26231,2021-01-05 10:10:31
142,26232,2019-12-18 06:30:52
143,26233,2020-11-16 00:51:12
289,26234,2019-06-05 02:54:41
236,26235,2020-01-27 23:49:52
89,26236,2021-02-01 13:31:54
368,26237,2020-12-16 12:36:17
192,26238,2020-04-22 15:01:25
51,26239,2019-08-13 16:49:35
29,26240,2019-10-20 11:51:13
312,26241,2020-02-23 06:39:38
200,26242,2019-07-26 13:59:16
242,26243,2020-08-24 06:05:25
197,26244,2020-05-29 02:17:21
252,26245,2020-02-04 14:33:27
204,26246,2019-11-06 21:19:45
201,26247,2019-10-28 05:11:52
178,26248,2019-10-18 12:47:38
129,26249,2021-02-21 01:55:17
113,26250,2021-01-31 15:16:43
56,26251,2019-05-14 03:36:34
189,26252,2020-03-27 20:35:03
230,26253,2020-11-20 00:49:20
251,26254,2020-11-16 19:05:22
113,26255,2020-05-13 22:25:14
260,26256,2019-12-15 15:24:12
91,26257,2019-12-15 11:43:56
301,26258,2021-04-20 00:53:34
36,26259,2021-03-30 19:11:15
344,26260,2019-06-25 06:13:33
347,26261,2019-12-31 13:34:08
146,26262,2020-08-20 15:39:57
84,26263,2020-05-08 07:41:48
33,26264,2020-12-27 13:30:58
353,26265,2021-04-04 04:39:37
368,26266,2020-10-01 16:09:42
7,26267,2019-12-03 09:30:36
389,26268,2019-06-23 14:07:25
235,26269,2020-02-24 14:14:43
140,26270,2020-02-16 18:50:15
319,26271,2020-12-11 13:58:39
360,26272,2020-07-15 19:41:27
136,26273,2021-02-15 13:58:40
190,26274,2020-01-05 17:21:17
285,26275,2020-12-06 18:31:22
272,26276,2021-04-30 16:40:31
394,26277,2020-06-29 03:23:31
33,26278,2019-10-29 05:29:20
268,26279,2021-02-12 10:12:46
227,26280,2019-07-18 15:18:36
267,26281,2020-10-30 15:39:09
50,26282,2021-04-16 07:14:19
121,26283,2020-04-30 19:42:10
376,26284,2020-05-30 16:10:14
187,26285,2020-07-01 12:27:36
190,26286,2020-12-09 11:39:02
32,26287,2020-10-10 14:00:03
165,26288,2020-01-21 13:31:37
73,26289,2020-12-02 18:00:02
385,26290,2020-02-02 19:51:58
7,26291,2020-04-18 14:08:07
374,26292,2021-03-06 00:25:31
331,26293,2020-10-16 12:15:24
219,26294,2020-06-21 00:38:42
159,26295,2020-09-12 04:57:21
169,26296,2019-09-12 20:45:29
304,26297,2019-12-11 14:37:19
305,26298,2020-02-03 21:11:43
161,26299,2020-03-25 22:18:26
112,26300,2019-08-19 00:54:22
128,26301,2019-08-13 15:13:24
151,26302,2019-08-25 03:08:34
124,26303,2019-06-01 07:18:28
351,26304,2020-06-22 14:00:59
17,26305,2019-09-18 23:55:54
228,26306,2021-03-17 13:05:57
75,26307,2020-12-07 11:33:56
344,26308,2020-09-13 17:37:01
39,26309,2020-01-14 18:56:26
250,26310,2021-01-24 06:56:39
74,26311,2019-11-16 16:39:43
394,26312,2020-01-16 13:55:13
270,26313,2020-09-26 00:47:46
153,26314,2020-07-03 03:01:29
256,26315,2020-07-16 11:50:26
253,26316,2019-07-21 18:15:37
78,26317,2020-09-19 19:20:57
107,26318,2020-02-21 11:14:24
170,26319,2020-11-20 08:02:12
266,26320,2019-11-03 08:12:34
178,26321,2020-02-18 10:11:45
9,26322,2019-09-06 18:20:08
44,26323,2021-02-14 12:38:59
30,26324,2019-10-10 11:17:01
187,26325,2020-10-15 06:53:34
335,26326,2020-03-06 08:33:26
207,26327,2021-05-11 12:54:42
205,26328,2019-05-30 02:32:01
73,26329,2020-03-21 09:52:50
77,26330,2020-03-04 14:38:58
239,26331,2020-06-22 05:11:41
71,26332,2020-06-11 21:55:25
183,26333,2019-07-26 23:41:17
393,26334,2019-07-10 07:02:39
316,26335,2021-04-08 02:51:23
48,26336,2020-05-04 08:39:27
130,26337,2019-07-31 09:34:30
331,26338,2020-03-28 02:17:46
147,26339,2019-11-24 19:05:13
310,26340,2020-05-17 00:40:33
167,26341,2020-07-17 23:16:32
157,26342,2020-01-05 15:04:25
28,26343,2019-05-22 14:23:30
208,26344,2020-11-12 22:43:08
333,26345,2021-04-21 02:41:39
122,26346,2019-10-28 07:11:48
20,26347,2020-09-14 07:46:12
73,26348,2020-06-10 18:00:12
289,26349,2020-12-17 16:41:55
71,26350,2020-02-08 11:04:06
82,26351,2020-10-12 16:36:41
245,26352,2019-09-18 14:10:09
374,26353,2019-11-10 12:42:14
222,26354,2020-06-23 14:08:25
103,26355,2020-11-02 20:27:12
26,26356,2020-10-17 23:46:56
178,26357,2021-04-03 08:40:39
352,26358,2021-01-21 17:13:22
163,26359,2019-07-01 02:35:26
130,26360,2020-02-25 07:44:55
120,26361,2020-04-20 06:18:50
212,26362,2020-05-09 20:40:16
144,26363,2020-12-28 01:04:11
278,26364,2020-07-19 02:09:59
207,26365,2021-01-23 03:44:33
89,26366,2020-10-31 15:47:17
203,26367,2020-09-10 07:52:12
188,26368,2020-09-08 18:38:01
144,26369,2019-09-06 06:26:08
191,26370,2020-12-10 23:49:59
223,26371,2021-01-26 17:08:02
303,26372,2020-09-21 11:52:11
67,26373,2019-11-15 20:30:34
335,26374,2020-10-06 00:45:31
34,26375,2020-08-15 03:36:10
95,26376,2019-08-30 05:54:53
212,26377,2019-08-19 08:06:20
105,26378,2020-02-28 22:53:52
232,26379,2019-09-06 22:40:13
263,26380,2021-02-24 20:12:58
152,26381,2020-10-28 02:25:22
171,26382,2019-07-16 13:22:19
197,26383,2019-07-09 12:39:28
399,26384,2020-11-07 00:50:32
108,26385,2019-07-19 03:42:45
312,26386,2021-01-14 14:31:35
267,26387,2021-03-10 11:19:34
300,26388,2020-09-05 08:06:22
38,26389,2019-10-10 00:25:41
71,26390,2019-06-28 17:05:51
277,26391,2020-12-02 05:56:28
315,26392,2020-02-29 03:10:52
201,26393,2020-06-13 13:05:53
185,26394,2019-07-17 21:34:12
397,26395,2020-05-04 18:44:09
139,26396,2019-08-11 08:06:28
150,26397,2019-06-28 19:38:48
306,26398,2019-06-26 08:36:22
342,26399,2020-05-06 11:09:54
173,26400,2020-11-18 04:46:12
185,26401,2020-06-24 14:35:40
112,26402,2020-08-13 10:18:24
122,26403,2019-10-07 23:10:17
79,26404,2019-09-26 06:35:55
357,26405,2020-03-09 20:15:08
69,26406,2019-09-20 13:36:55
282,26407,2021-02-28 17:17:34
338,26408,2020-09-11 13:13:32
195,26409,2020-12-29 16:35:17
38,26410,2019-10-02 16:43:48
171,26411,2019-06-30 14:42:06
232,26412,2021-03-12 19:33:05
254,26413,2020-01-12 12:08:45
214,26414,2021-04-05 06:30:39
345,26415,2021-01-18 18:07:14
327,26416,2019-10-30 22:15:26
316,26417,2021-03-28 09:39:49
282,26418,2021-02-23 08:45:00
1,26419,2021-01-07 17:15:10
192,26420,2020-05-20 11:49:31
46,26421,2020-07-01 18:39:58
91,26422,2019-08-08 11:34:15
156,26423,2021-04-10 22:49:56
32,26424,2020-12-17 22:50:37
293,26425,2019-06-06 11:17:58
92,26426,2020-03-27 11:33:51
298,26427,2020-05-27 00:55:09
181,26428,2020-05-08 06:45:31
372,26429,2019-08-06 21:20:55
323,26430,2020-10-17 09:47:14
283,26431,2020-03-09 20:46:40
350,26432,2019-12-02 18:33:21
286,26433,2019-11-05 10:16:38
394,26434,2020-07-23 00:21:03
50,26435,2020-06-20 11:23:42
89,26436,2020-03-08 20:50:29
148,26437,2021-01-05 06:27:19
270,26438,2019-12-03 08:37:51
96,26439,2020-11-02 19:03:47
254,26440,2021-02-14 12:38:31
128,26441,2019-07-14 20:29:39
80,26442,2020-10-01 08:22:44
170,26443,2020-12-05 14:03:36
282,26444,2020-06-16 20:06:27
84,26445,2020-09-12 06:24:42
179,26446,2020-03-25 05:52:20
102,26447,2021-03-21 00:10:18
239,26448,2021-04-03 17:28:37
364,26449,2019-10-11 03:20:01
3,26450,2021-03-14 21:03:13
296,26451,2019-08-08 00:02:18
148,26452,2020-03-10 11:41:34
31,26453,2020-04-30 08:57:26
104,26454,2020-05-13 17:02:45
274,26455,2021-01-01 17:52:17
213,26456,2020-09-19 02:45:24
109,26457,2020-08-03 04:54:18
298,26458,2020-10-02 19:06:16
14,26459,2020-06-23 10:26:48
232,26460,2020-10-14 11:02:28
99,26461,2020-10-16 08:45:17
127,26462,2019-08-12 19:52:45
351,26463,2019-12-18 20:17:43
384,26464,2019-08-03 05:55:22
166,26465,2019-11-27 03:21:35
32,26466,2020-03-24 21:18:48
50,26467,2020-12-17 23:25:14
271,26468,2019-12-14 06:36:12
52,26469,2021-03-12 12:45:42
22,26470,2021-02-01 05:36:50
209,26471,2019-07-19 00:59:55
259,26472,2020-03-29 17:03:50
216,26473,2020-05-17 06:31:45
79,26474,2019-11-18 10:10:12
202,26475,2020-01-19 07:52:35
389,26476,2021-04-08 23:23:07
398,26477,2019-10-08 03:28:14
138,26478,2020-07-07 21:46:36
107,26479,2020-11-01 06:26:56
296,26480,2019-12-17 20:28:34
117,26481,2019-07-04 22:19:53
84,26482,2020-06-02 22:28:59
309,26483,2021-03-13 07:54:39
247,26484,2020-11-05 20:43:25
7,26485,2020-08-07 07:08:15
4,26486,2020-06-11 16:39:58
95,26487,2019-11-20 20:19:43
356,26488,2021-05-03 15:59:43
347,26489,2019-08-13 15:33:27
177,26490,2020-01-10 13:20:18
112,26491,2020-12-06 14:42:40
292,26492,2020-02-08 13:24:17
261,26493,2020-02-22 21:04:51
148,26494,2021-01-25 21:54:10
140,26495,2021-04-21 00:34:06
392,26496,2020-12-25 09:47:33
373,26497,2019-12-17 22:52:02
205,26498,2021-01-25 22:39:25
262,26499,2020-12-02 00:10:07
44,26500,2021-02-14 22:46:22
3,26501,2020-10-15 22:03:00
351,26502,2021-01-27 21:54:05
129,26503,2020-05-23 23:16:58
155,26504,2020-12-30 06:32:16
333,26505,2021-04-27 12:26:44
114,26506,2020-02-23 04:35:58
85,26507,2020-09-30 04:05:48
151,26508,2021-02-07 15:06:38
311,26509,2019-08-03 06:53:41
128,26510,2020-11-11 12:43:42
311,26511,2020-05-02 10:23:12
229,26512,2019-07-05 22:22:57
217,26513,2019-09-21 01:29:46
374,26514,2019-07-12 16:18:22
377,26515,2019-05-26 02:53:02
383,26516,2020-05-28 01:04:31
147,26517,2019-12-22 03:43:48
156,26518,2020-12-12 16:57:48
338,26519,2021-01-19 14:49:01
32,26520,2020-06-06 13:23:26
189,26521,2019-09-04 06:43:27
25,26522,2019-08-09 09:41:56
79,26523,2019-12-03 14:28:29
347,26524,2019-06-12 13:31:50
175,26525,2019-06-13 18:22:11
314,26526,2020-03-07 01:27:28
113,26527,2019-12-07 01:30:56
222,26528,2021-04-15 00:06:57
100,26529,2021-04-12 04:10:58
310,26530,2020-07-07 01:59:05
158,26531,2020-08-15 15:31:33
219,26532,2020-05-10 10:05:17
115,26533,2020-02-08 21:34:28
269,26534,2020-09-19 17:15:17
359,26535,2019-08-29 02:41:27
383,26536,2020-01-27 11:41:23
47,26537,2019-12-20 06:58:49
329,26538,2019-07-26 11:33:55
170,26539,2020-02-18 05:48:25
205,26540,2019-11-30 08:41:12
208,26541,2020-03-15 18:45:06
275,26542,2020-01-29 12:02:40
105,26543,2020-04-10 21:55:53
296,26544,2021-03-05 14:50:36
261,26545,2020-02-02 03:53:37
126,26546,2020-02-08 21:17:57
284,26547,2020-08-02 04:19:26
58,26548,2019-08-09 05:00:15
214,26549,2021-03-18 19:26:54
367,26550,2019-06-15 19:29:36
127,26551,2020-02-28 07:38:04
91,26552,2021-03-17 01:13:15
24,26553,2019-10-10 19:03:52
236,26554,2020-08-13 17:21:47
226,26555,2020-07-26 23:36:16
348,26556,2021-03-08 04:29:39
103,26557,2020-12-19 20:48:15
184,26558,2020-05-13 09:04:45
390,26559,2020-01-19 21:51:17
210,26560,2019-08-03 03:35:04
18,26561,2019-12-06 07:47:59
30,26562,2021-03-04 11:25:46
315,26563,2019-05-19 11:38:34
299,26564,2019-06-05 04:10:42
103,26565,2019-12-28 20:41:06
180,26566,2020-08-11 07:56:38
101,26567,2020-12-11 03:49:28
160,26568,2019-10-28 21:29:43
265,26569,2021-05-01 19:20:35
316,26570,2020-05-06 08:13:24
275,26571,2019-12-30 03:57:13
42,26572,2019-11-27 06:08:50
23,26573,2020-06-02 01:32:38
21,26574,2020-08-12 19:58:00
13,26575,2020-08-19 01:59:08
206,26576,2020-08-17 15:20:19
298,26577,2020-11-28 08:25:39
280,26578,2019-09-11 23:26:39
217,26579,2020-02-05 05:54:05
224,26580,2019-09-24 21:11:16
390,26581,2020-04-04 08:27:30
154,26582,2020-04-10 15:59:24
93,26583,2019-06-20 03:37:59
399,26584,2020-10-16 20:48:07
391,26585,2019-10-06 05:43:19
269,26586,2019-10-12 06:02:42
131,26587,2020-10-18 02:05:10
39,26588,2019-06-24 19:14:15
145,26589,2021-04-14 20:09:33
160,26590,2020-09-10 21:20:01
171,26591,2019-10-01 13:29:41
230,26592,2020-12-26 09:42:55
234,26593,2021-04-25 21:37:49
364,26594,2020-08-14 07:29:06
81,26595,2020-03-24 13:15:55
137,26596,2020-10-11 16:32:24
159,26597,2019-06-15 23:44:13
325,26598,2020-10-25 02:45:52
329,26599,2019-08-17 08:20:53
67,26600,2021-02-21 11:34:57
74,26601,2019-12-17 14:04:53
255,26602,2019-05-25 02:50:10
65,26603,2020-09-30 10:00:28
133,26604,2019-12-14 12:39:13
82,26605,2019-08-13 18:52:24
111,26606,2021-02-28 03:29:15
349,26607,2020-09-14 03:09:01
114,26608,2020-04-27 00:12:36
41,26609,2021-04-24 12:44:26
398,26610,2019-09-21 03:04:09
164,26611,2020-05-19 08:54:31
261,26612,2020-02-02 18:25:41
106,26613,2019-12-02 09:44:15
291,26614,2021-02-14 05:52:17
65,26615,2020-07-27 15:33:41
50,26616,2020-02-09 13:12:23
