grp_id,ce_id,date_added
86151,25953,2019-08-31 10:26:41
6005,9560,2021-05-10 00:26:32
53862,47778,2019-06-22 16:47:51
49471,19958,2019-07-28 03:50:49
47877,21397,2021-04-24 02:22:54
55361,10911,2019-09-10 17:28:37
36108,13141,2020-07-08 17:28:39
16587,23402,2020-09-08 01:39:32
97657,38615,2020-04-22 19:30:39
65763,36730,2019-06-02 23:56:45
19228,572,2019-07-30 18:45:06
55868,30650,2020-05-01 04:27:21
56478,47102,2020-11-30 21:23:08
78730,39515,2019-07-04 18:34:51
37729,43281,2019-11-08 04:18:21
61369,45496,2019-10-24 17:55:50
78062,11625,2020-09-20 17:43:31
85069,39335,2019-05-21 08:55:09
83746,31984,2021-03-09 18:22:17
82707,30551,2021-03-14 11:34:07
37957,49362,2020-01-17 23:29:52
91,23220,2020-05-24 11:12:38
47302,17794,2020-12-17 01:00:36
93896,7513,2020-10-06 21:55:26
25568,39923,2021-02-06 00:10:58
4898,38553,2019-05-29 17:05:45
26122,23456,2021-02-16 03:05:30
65031,44341,2021-01-27 14:20:29
94803,38335,2020-09-07 15:48:21
66206,24100,2019-05-13 02:54:41
50166,6753,2020-10-26 15:07:55
76677,39379,2020-07-06 19:38:17
90118,28408,2021-01-30 12:43:12
97373,13017,2020-11-11 22:21:43
2971,2819,2020-07-07 08:23:02
85409,111,2020-08-04 04:47:05
93612,48192,2020-05-12 06:55:22
55992,22266,2019-09-02 02:32:28
90034,14199,2020-03-28 23:26:33
18226,49102,2021-03-10 13:03:22
18572,38256,2020-01-20 06:29:37
70231,9371,2019-05-15 20:27:20
22394,10985,2020-04-21 13:10:11
21505,1745,2021-05-01 17:52:25
24962,20501,2020-07-24 22:52:35
68230,28528,2021-03-07 22:51:47
34303,40940,2021-02-22 22:35:31
13793,36857,2021-04-08 22:27:35
91421,27212,2020-06-17 22:36:53
77992,43404,2021-03-18 00:03:49
85928,49645,2019-08-06 22:20:18
17384,33260,2021-05-03 09:04:21
92676,42638,2021-01-18 10:55:57
59283,33798,2019-11-26 09:39:11
67313,21795,2020-12-28 09:12:04
26538,5694,2019-07-07 12:20:06
29134,32639,2020-02-29 20:59:51
94396,4783,2019-06-30 05:02:09
96889,16079,2020-10-21 16:22:22
43746,28,2020-12-10 07:46:02
46947,48119,2020-10-14 09:31:06
46800,9098,2019-08-18 17:40:59
31732,33130,2021-03-31 08:55:18
71626,12117,2019-06-04 22:29:55
35892,25968,2021-01-27 10:08:17
2176,45821,2019-06-07 09:57:26
7893,36106,2019-10-27 18:31:27
28148,44347,2020-04-08 12:22:18
1939,42151,2020-03-25 02:50:22
68691,12510,2021-04-11 08:04:26
17127,45467,2021-04-06 02:33:03
9681,9690,2021-02-02 04:40:27
47180,44874,2020-02-21 05:38:00
94348,29991,2020-06-28 00:53:03
64394,43026,2019-07-24 20:27:03
66712,29083,2019-12-09 07:56:34
30121,36304,2020-08-14 22:09:17
2889,11576,2020-03-03 13:55:10
94927,2255,2019-07-25 11:14:08
44682,23305,2020-06-15 21:42:57
34641,47309,2019-08-16 15:03:56
19909,19942,2020-03-01 11:31:53
5337,29872,2020-02-04 01:00:43
21103,13266,2021-02-23 18:27:50
16143,17988,2020-05-14 14:00:01
77292,13559,2021-02-01 08:16:08
40672,15513,2021-02-14 07:05:19
37749,32207,2021-03-07 16:06:11
23093,41179,2021-01-15 08:25:24
28625,42958,2021-03-05 06:43:16
91303,25401,2019-10-04 07:18:17
33860,7905,2020-08-18 09:32:41
9109,19293,2020-06-15 03:56:35
94538,43635,2021-04-11 16:12:54
75429,1074,2021-04-11 02:33:24
68966,45999,2021-03-13 07:21:01
60835,19226,2020-08-02 00:53:16
55345,30808,2020-07-29 01:54:22
15506,2971,2021-03-28 22:01:32
53845,6284,2021-02-09 08:58:58
30000,37236,2020-04-06 16:19:52
40946,14672,2020-07-10 09:53:40
83848,37975,2020-03-13 16:34:46
26397,21699,2020-03-25 01:26:57
14423,6797,2020-01-22 14:38:40
48429,38421,2021-03-11 16:24:23
86686,29519,2020-11-19 17:20:55
13542,42537,2019-11-28 19:54:56
36720,30219,2020-03-20 02:38:39
8987,35113,2019-06-02 14:49:23
98827,42812,2020-12-01 08:21:07
7763,8385,2019-06-03 10:52:25
1849,5462,2019-11-17 05:35:11
55450,1798,2021-02-27 12:36:21
31798,6557,2019-09-13 01:00:29
18348,42071,2020-03-12 05:59:10
91313,37493,2020-06-28 12:24:20
96622,11274,2020-08-22 15:15:14
12807,12617,2020-10-14 04:53:39
90802,23322,2019-06-24 17:22:59
69634,2262,2019-05-19 15:24:27
71695,49740,2021-02-13 01:12:28
11687,25932,2019-07-27 13:33:48
75798,4616,2020-04-09 05:47:49
8224,49464,2020-04-03 09:40:38
23816,16061,2019-07-24 04:24:41
82472,32915,2020-10-19 13:17:00
67270,29165,2021-01-29 22:23:27
1306,41532,2020-08-09 10:42:58
85520,19249,2019-07-04 15:29:49
43239,14890,2021-01-02 11:11:54
39695,41589,2020-11-10 05:41:31
69211,21312,2021-05-03 13:42:30
16223,25237,2020-12-29 08:16:02
93720,44714,2020-01-07 20:16:52
29479,7719,2020-11-02 06:16:49
6943,28136,2019-10-07 20:42:47
18404,18146,2020-11-13 09:17:57
65569,5045,2019-10-29 23:39:42
88672,2701,2020-11-05 05:30:12
93868,25351,2019-07-10 07:42:29
67816,25297,2020-12-20 08:39:24
582,40528,2020-01-19 19:47:06
66501,10798,2020-11-22 23:34:12
72787,39467,2020-09-15 08:38:44
41254,3681,2020-09-02 18:41:07
98704,19676,2020-06-18 10:45:47
58396,24985,2020-02-22 08:19:44
74531,46782,2021-01-20 06:12:05
58892,48868,2021-03-29 19:49:26
26427,49200,2020-06-08 21:21:31
65500,13764,2021-04-01 21:35:13
73177,33362,2020-01-26 03:48:09
32847,35734,2020-12-09 12:40:16
98261,18661,2021-01-08 01:08:38
78863,33467,2020-11-01 08:58:22
74607,31918,2020-12-30 02:22:31
99849,18675,2020-12-24 17:30:39
13568,8455,2020-09-28 23:42:19
58773,41208,2019-08-10 06:47:15
19568,19336,2020-08-09 21:02:53
91397,19908,2019-09-29 01:40:44
40659,43789,2020-09-06 19:17:14
25655,29172,2020-02-20 11:59:06
85534,24308,2020-04-08 00:38:25
10189,30520,2019-12-09 12:31:11
34241,266,2020-04-22 08:54:13
59053,15188,2019-06-14 01:08:59
729,23509,2020-01-22 04:59:40
69108,31674,2021-01-10 00:10:46
41433,13768,2020-11-13 16:43:44
19844,18897,2020-01-15 05:47:35
89481,16169,2020-12-16 23:21:44
78057,32680,2019-06-08 14:44:51
67157,29062,2021-02-25 08:36:00
68703,46939,2019-11-09 17:54:35
75313,47644,2019-07-28 02:59:14
25611,23149,2019-11-13 22:21:52
70647,38669,2020-10-21 20:18:18
45353,33543,2021-04-03 19:48:59
60257,47273,2020-09-29 15:58:44
2030,7535,2019-10-29 19:52:16
92984,13808,2021-05-01 18:13:18
75492,8471,2020-12-04 08:45:50
96730,21554,2020-11-25 15:14:59
733,35182,2019-08-01 02:29:30
48553,2777,2019-10-26 08:01:10
55921,14443,2020-01-19 21:25:25
85033,43753,2020-07-21 04:03:06
23711,23608,2020-08-13 19:43:16
40819,1301,2020-08-25 20:19:50
28499,23999,2019-12-01 18:20:04
63378,13394,2020-10-01 07:27:45
45571,29421,2021-01-25 12:09:05
38326,38982,2020-05-12 04:11:53
81185,9443,2021-04-05 03:48:46
86454,23560,2021-03-07 10:15:44
97662,46999,2019-11-10 03:16:28
42484,37008,2020-06-05 11:50:52
68365,43323,2021-05-08 06:29:55
58379,153,2020-10-11 17:25:29
37595,47744,2020-06-12 19:55:17
51774,47844,2019-07-06 22:02:09
61922,2996,2020-05-09 01:09:21
23222,26716,2020-03-09 20:38:10
75829,42654,2021-03-18 11:10:57
35416,29317,2020-05-11 10:36:12
59366,32249,2019-07-31 16:23:23
47600,15885,2019-06-22 16:30:57
97848,1650,2019-11-04 07:45:42
18500,29130,2020-06-04 00:53:59
53480,49608,2021-01-08 11:51:43
1450,35398,2021-05-09 21:12:58
94554,1259,2020-04-23 07:57:21
91860,11591,2020-11-12 03:55:32
83299,41735,2020-06-28 03:10:51
37624,45330,2019-07-23 19:17:20
97370,29803,2019-10-11 16:15:02
58233,47936,2020-02-05 10:37:17
30098,9126,2020-01-04 12:05:53
65922,22255,2020-05-28 18:46:42
67724,20457,2021-03-31 23:44:13
41351,12702,2020-08-24 10:16:41
98138,8333,2020-08-22 14:01:09
76854,28543,2019-12-20 06:16:34
11203,39375,2019-07-30 18:42:37
46894,15901,2020-06-24 02:30:28
94187,27906,2021-04-24 10:41:30
15123,29336,2020-10-27 00:55:37
35760,38923,2020-06-13 12:56:29
49126,42961,2020-10-10 10:34:10
18663,13355,2021-01-24 11:19:17
3320,40558,2020-10-26 01:29:10
73898,28867,2019-05-18 04:02:26
79548,20072,2020-01-03 03:32:29
71508,28460,2019-06-19 14:46:01
43511,13571,2019-12-16 17:54:48
99740,32377,2020-10-18 03:36:19
70476,33454,2021-02-20 10:18:31
40385,13884,2019-12-29 15:10:48
91527,9331,2021-05-02 21:38:34
47442,48953,2020-11-06 04:03:46
75051,31674,2020-02-17 09:03:53
58933,9489,2020-08-06 02:29:51
59755,3332,2020-11-09 04:10:15
59145,10426,2019-12-02 05:15:04
30864,30598,2020-08-07 11:02:54
60041,25139,2020-03-21 23:08:16
93346,26015,2019-07-19 04:05:19
27949,23644,2019-06-02 12:50:00
94523,49924,2021-03-16 12:18:22
4271,35892,2021-05-06 12:20:37
50521,31822,2020-12-04 17:30:25
35205,25455,2020-01-08 05:02:05
97747,26868,2021-03-13 09:04:11
8047,12427,2020-06-07 10:40:44
72371,47362,2019-06-02 11:10:34
29201,2750,2020-08-29 15:15:05
31053,19608,2020-02-22 00:32:15
73438,45454,2020-03-10 05:51:06
29533,24540,2020-07-30 01:43:30
40287,18464,2020-06-07 18:55:09
30794,2793,2019-10-02 10:48:32
82310,45197,2019-06-03 22:01:53
70012,38315,2019-07-27 15:20:18
94352,44854,2019-06-02 22:13:26
859,16917,2019-10-24 19:05:13
58607,28031,2020-05-14 05:44:08
57305,31282,2020-04-17 18:12:39
99900,410,2019-09-12 21:05:30
57933,2754,2019-07-04 23:30:24
84437,48983,2020-06-30 00:15:10
24344,7816,2021-01-06 07:46:22
88742,22731,2020-12-03 20:06:11
53634,9656,2020-09-30 01:59:33
1498,41198,2019-08-03 17:13:40
51014,28920,2020-04-27 06:48:22
86313,46220,2020-12-07 17:50:14
38404,12079,2020-04-02 13:57:11
69800,13740,2020-11-22 17:26:58
31258,5807,2020-03-15 22:19:42
12825,247,2020-10-29 20:33:18
53650,12804,2020-09-30 17:21:15
45530,10867,2020-03-12 09:37:37
31485,8421,2020-12-25 23:12:51
69467,21971,2020-12-05 08:23:23
46592,33160,2021-01-18 06:31:01
16044,29019,2019-06-28 15:39:35
2,2552,2019-09-30 03:05:22
25044,6456,2019-10-02 00:14:51
10733,20446,2020-01-30 13:11:52
64107,10367,2020-04-20 19:14:01
34013,8308,2020-09-26 01:55:53
17953,30526,2019-11-01 06:51:08
68332,41393,2019-05-23 08:18:41
22712,11588,2019-06-25 15:27:45
4357,21963,2020-08-26 11:48:59
42380,40199,2020-12-19 00:31:25
75486,43629,2020-04-16 22:44:58
92165,33231,2019-07-24 11:32:38
23391,38612,2020-03-19 12:42:44
23040,9143,2021-04-03 04:55:17
28826,26056,2020-07-24 15:11:28
69833,30327,2020-03-23 21:57:10
56652,12634,2020-04-07 01:32:28
28814,3207,2020-03-03 13:20:17
58833,20695,2020-07-26 09:17:24
18630,1378,2020-07-31 04:52:06
83848,30925,2021-03-03 20:31:34
39209,2308,2021-01-28 23:31:50
62762,23109,2020-02-27 15:47:08
93069,49278,2020-02-01 02:37:59
57519,30391,2019-12-04 06:08:40
61421,15757,2021-01-22 14:12:19
53616,25834,2019-06-12 12:05:30
73034,44383,2019-10-17 19:47:58
33332,5057,2021-01-17 12:59:43
59586,32064,2021-03-26 21:22:04
81326,2179,2021-03-25 03:53:09
36288,35170,2020-09-27 19:44:57
49228,31994,2020-07-26 06:31:07
58892,25835,2020-11-27 01:18:49
65889,9501,2020-02-28 05:22:27
40872,20224,2020-08-25 05:31:23
13299,11996,2020-10-28 21:48:33
42943,20913,2020-09-12 03:16:26
8873,32479,2019-07-05 10:35:38
67760,4352,2021-04-28 04:21:40
75149,44938,2020-03-24 15:56:51
94613,7039,2021-02-01 11:41:45
39186,49664,2019-11-25 20:08:55
78460,34021,2019-09-09 11:31:15
34334,9666,2020-01-16 18:28:01
47653,25857,2019-11-28 13:06:24
18132,47910,2020-12-31 02:08:26
99536,12404,2019-10-15 21:37:44
32371,21825,2020-01-30 15:40:13
79015,41282,2019-10-20 08:28:55
77710,35423,2019-08-16 21:11:42
20391,35414,2021-05-04 13:58:19
28086,3118,2019-09-06 18:26:57
97177,27642,2020-09-04 05:57:54
57506,29169,2019-08-17 13:34:07
65051,6,2020-12-08 05:47:31
37707,19235,2019-08-25 04:13:05
70749,12385,2020-02-02 23:19:44
54561,800,2019-07-29 05:48:26
42239,24391,2019-07-12 17:56:14
69097,44050,2021-03-29 10:39:57
92533,9090,2019-11-25 05:36:23
10644,19670,2020-12-18 04:07:19
51539,37700,2020-10-25 02:37:27
76159,4088,2020-12-26 16:24:16
8501,43374,2019-08-16 08:26:07
30422,41861,2019-06-06 11:02:16
84807,47705,2020-07-28 20:44:36
35268,19787,2021-02-28 18:47:06
89520,2740,2020-06-09 01:47:40
42319,30461,2020-04-06 05:10:03
89342,39328,2020-11-06 22:59:07
42701,30771,2021-03-03 21:11:00
97827,3173,2019-12-10 11:05:35
63671,39175,2020-11-28 19:41:14
29664,9746,2020-06-24 20:54:12
71863,29334,2020-12-27 13:38:51
16529,38436,2021-02-19 11:20:30
95786,30956,2019-10-06 22:37:45
35057,15535,2020-09-10 12:35:37
13339,6995,2021-04-05 18:14:21
72457,42332,2021-04-28 20:28:52
27422,21189,2020-08-15 20:44:37
32991,29220,2020-09-02 15:02:57
99307,8046,2019-05-31 23:21:23
14675,4790,2021-04-28 05:12:07
96029,32345,2020-06-18 08:57:52
33501,35171,2020-09-18 12:31:41
83493,37836,2020-07-12 18:54:53
57762,47655,2021-04-11 00:04:53
17797,22973,2021-05-07 12:19:27
60109,28482,2020-03-03 05:03:23
82064,32398,2021-01-07 00:40:22
13113,48544,2019-05-30 22:15:24
79678,29236,2019-10-23 01:26:03
10761,30977,2020-09-21 12:38:09
86788,27873,2019-11-22 20:57:04
6503,4591,2020-06-29 15:12:29
69679,16124,2019-12-23 22:42:41
80383,10283,2019-12-23 23:06:46
58510,31625,2020-02-28 12:08:15
9511,19824,2021-01-29 01:47:25
5482,9955,2020-09-01 13:10:40
87898,39561,2020-09-23 19:58:28
41458,42278,2020-12-21 03:36:40
92716,3846,2020-09-26 15:09:07
51250,35836,2019-12-14 18:12:53
3786,37729,2021-01-24 08:46:35
66276,46856,2020-03-24 05:54:18
32983,5207,2020-03-04 14:47:12
39583,17156,2020-07-01 04:14:05
86368,48225,2019-11-26 03:50:13
91941,38502,2020-06-26 03:33:54
87589,44830,2021-04-02 16:38:34
60343,5430,2020-11-21 15:49:25
32243,32667,2020-09-19 23:32:03
65496,44794,2019-07-31 20:51:53
74352,28679,2020-06-07 00:57:58
58386,33928,2021-03-04 22:48:09
74851,48794,2019-11-18 22:59:53
42052,36320,2020-05-16 01:40:53
33342,46233,2020-06-21 16:17:21
94767,19898,2021-02-03 04:26:57
62510,14469,2019-06-15 18:45:44
7479,1622,2019-12-11 00:10:51
13658,27531,2020-05-23 01:45:50
88512,20217,2020-05-24 19:29:15
58420,42613,2020-06-23 17:09:05
24540,43775,2021-04-01 05:54:03
42410,11271,2020-12-20 03:51:17
56450,4675,2020-05-04 04:57:10
37387,18871,2019-10-05 18:14:14
94517,41769,2020-05-12 10:36:21
36711,2835,2020-06-24 03:28:18
18458,20871,2020-08-10 16:19:56
81437,6766,2020-08-12 17:07:25
19664,34205,2021-02-27 03:51:10
74314,35057,2021-04-07 17:26:32
71688,2953,2021-01-04 16:21:14
35579,36355,2021-05-06 11:25:11
12781,30046,2021-02-13 23:28:03
91007,43425,2019-10-04 22:51:44
3177,46275,2019-06-21 06:10:52
50511,32253,2020-05-04 15:21:06
89511,25742,2019-10-08 09:37:13
78669,22550,2020-10-28 14:44:22
51068,31612,2020-12-10 12:38:43
85217,19653,2019-08-29 18:51:44
78338,39486,2020-10-21 07:56:59
34161,33462,2021-02-08 12:00:30
51904,10660,2021-02-11 02:32:49
2958,27126,2021-03-31 04:21:02
39050,8562,2020-04-07 02:17:04
29489,21676,2020-02-05 08:47:55
28891,38231,2021-02-12 17:44:09
21975,8875,2020-09-10 00:42:24
40847,41236,2021-03-03 11:31:56
12292,6702,2019-12-01 05:06:35
22611,28330,2020-01-08 08:20:21
99799,8981,2021-03-05 05:11:49
7666,4287,2020-11-23 03:54:42
74574,15271,2019-10-19 20:43:06
68352,22213,2021-04-21 22:55:00
93558,40998,2020-02-06 15:53:22
44399,42199,2020-11-22 06:05:08
3759,36269,2020-10-07 04:43:02
94417,36302,2020-12-31 16:47:31
85136,48055,2021-03-17 19:29:23
63533,33367,2019-05-29 13:41:00
83837,46726,2020-12-26 07:54:44
11306,47382,2021-04-11 05:08:21
6015,12710,2020-03-10 12:15:01
35146,43041,2021-03-31 11:35:25
39481,21457,2020-10-26 00:24:22
43283,18943,2021-03-03 05:55:57
73612,23240,2020-06-24 13:30:00
52345,29044,2020-03-11 22:34:13
62709,5422,2019-05-14 18:06:39
55592,2424,2020-11-09 01:33:33
47564,29686,2021-01-23 19:01:02
28952,22289,2020-08-25 13:08:34
88599,38082,2019-09-02 15:14:49
83064,29778,2020-01-06 11:09:01
54157,30277,2020-06-08 22:40:47
20302,38787,2020-01-21 09:18:48
20058,4739,2019-05-30 02:41:05
76471,19512,2019-07-16 22:11:49
41227,36206,2020-02-22 10:29:36
90815,13052,2021-01-23 02:26:54
47377,41476,2020-10-26 11:14:11
4396,23256,2020-11-20 01:15:10
30980,48744,2021-03-25 18:26:22
72753,1127,2020-10-08 02:53:16
60516,43872,2021-01-08 13:49:03
98285,18075,2020-01-10 13:35:53
18020,6161,2021-04-30 20:27:11
31379,33761,2020-10-15 19:39:48
59359,35273,2020-01-23 03:54:55
49191,12101,2021-03-22 04:00:40
81082,27475,2021-05-04 23:10:08
8131,27123,2019-12-13 10:26:39
21039,10256,2020-03-05 09:51:20
49491,1058,2020-12-12 15:39:11
72009,2129,2019-07-01 08:14:49
54352,25650,2020-06-07 00:12:32
15217,23120,2020-04-10 22:46:48
86193,24364,2021-03-09 04:50:14
38070,21798,2020-09-26 07:01:35
38742,38786,2020-11-24 11:06:20
79222,24223,2019-07-21 22:55:16
3110,33378,2019-10-15 13:14:24
70615,7208,2021-02-19 08:59:37
59022,49506,2020-12-31 17:31:36
65402,19762,2020-04-28 14:45:53
44184,48133,2019-05-18 05:31:48
49241,40491,2019-11-18 16:58:23
455,23039,2020-10-16 16:30:55
90742,28634,2019-07-23 08:55:11
18279,22702,2020-12-25 14:10:18
65919,32261,2020-10-26 22:51:26
39731,12174,2020-01-21 16:48:04
8206,39378,2019-08-13 17:09:19
81895,27653,2021-03-11 19:19:24
87924,4912,2020-11-12 06:23:22
60764,48445,2019-06-02 09:05:21
37904,23731,2021-01-05 07:16:03
13929,23509,2019-07-29 13:06:36
80810,24163,2020-08-14 07:54:54
12919,19321,2020-03-10 16:58:35
76239,15579,2020-11-18 19:51:08
75716,16573,2021-01-27 21:08:18
83240,27320,2019-11-11 04:42:11
65972,25023,2019-06-06 12:45:33
52523,49841,2020-01-05 11:00:56
55920,3322,2019-06-21 03:20:11
50862,18014,2020-01-18 09:35:27
36621,35595,2019-08-17 07:50:58
51313,27862,2020-01-13 19:21:03
67629,28687,2021-03-01 18:54:02
67002,38830,2019-10-30 03:49:24
62122,31519,2020-08-22 15:45:29
60863,46279,2021-02-23 21:32:34
76558,2302,2021-01-30 11:00:46
57832,44111,2019-08-07 07:27:27
30857,32609,2019-05-19 11:58:02
66887,27787,2020-09-25 00:34:09
91358,44048,2019-12-10 04:18:53
1719,36505,2019-07-31 19:40:08
78508,48958,2021-01-10 15:35:41
47340,44874,2019-08-21 15:07:54
45183,22104,2019-10-31 06:40:12
98719,15575,2019-12-22 02:59:30
93106,29057,2020-12-07 08:36:53
75163,40314,2019-07-02 20:56:35
5979,219,2019-07-03 15:22:55
55256,26187,2020-01-25 08:21:36
19195,13370,2020-11-22 10:27:22
45550,38483,2019-11-17 21:39:39
90254,8467,2021-05-05 11:26:03
84052,17222,2021-04-17 04:29:23
65742,45109,2019-09-29 15:27:10
58822,12723,2020-11-30 16:57:49
28135,1965,2020-10-24 08:06:31
18259,12752,2020-03-28 23:46:42
86037,45501,2020-11-19 03:17:18
63042,25356,2020-04-08 17:42:36
6402,49584,2021-03-25 07:50:48
31256,43704,2020-10-17 18:22:47
21628,46260,2021-03-19 22:43:13
17887,27028,2019-05-28 14:14:03
68667,2110,2021-04-01 14:17:42
58869,577,2019-08-08 21:05:35
66330,25180,2019-08-17 19:38:20
29879,38736,2020-02-18 18:26:57
28430,41027,2019-12-09 00:07:51
56849,44368,2020-06-10 15:24:21
72805,9245,2019-12-06 05:01:20
69273,813,2019-11-02 12:44:50
9615,17556,2020-03-28 21:10:51
43042,7320,2020-07-07 03:18:32
58682,38075,2020-10-28 11:11:49
98675,39685,2021-03-02 08:27:56
3362,13320,2020-01-28 19:58:18
36415,33506,2021-01-06 22:03:45
82484,2141,2020-03-23 23:40:41
40232,19961,2021-04-10 04:25:35
7750,48917,2020-05-30 23:00:05
96103,35672,2021-01-22 05:20:58
19551,2593,2020-02-15 18:54:36
54981,10144,2019-12-13 08:40:37
47626,33176,2020-09-25 07:13:37
43740,17188,2020-10-17 06:23:12
71319,34427,2019-09-28 14:08:34
67792,38628,2020-03-03 05:47:44
91994,8277,2021-03-13 00:44:53
32171,2884,2019-06-14 20:32:59
71117,28407,2021-03-30 23:33:20
33,29473,2020-01-20 04:22:48
81601,24611,2020-10-16 08:41:53
11598,33378,2021-01-14 09:44:34
44470,46279,2019-12-23 07:29:36
68111,21152,2019-07-15 15:02:21
73389,17557,2019-11-05 16:12:42
10022,14763,2019-11-16 05:39:32
87079,48106,2020-05-11 20:20:36
68974,39506,2021-01-11 16:48:38
75628,15254,2020-03-23 17:26:59
80580,1898,2019-09-24 21:17:37
86423,44094,2019-08-15 23:14:06
41302,16094,2021-04-16 18:39:52
18803,979,2019-07-12 08:13:52
52679,41731,2020-02-04 03:15:59
51078,25227,2021-03-06 07:54:31
77001,31400,2019-06-06 08:14:29
91371,6529,2020-11-26 23:12:36
18948,37026,2020-09-02 14:56:21
44545,6642,2021-01-11 14:40:28
70820,15290,2020-12-26 13:21:50
34778,43975,2019-10-17 11:28:59
42981,34883,2020-12-05 06:08:48
75610,11444,2019-05-29 12:15:59
20308,48883,2019-10-27 14:00:17
4623,13627,2020-01-09 03:52:22
13143,32481,2019-05-12 08:25:37
20941,3641,2019-11-27 06:50:39
18363,12829,2020-01-28 05:02:26
79412,11020,2020-03-10 04:25:26
97367,30207,2019-11-18 09:53:51
43248,2485,2019-06-07 16:16:41
45704,36072,2021-02-08 12:57:32
74881,41516,2020-10-12 11:02:38
26409,13851,2020-05-09 04:00:42
47545,38949,2020-04-27 11:03:29
60512,16693,2019-11-20 05:25:53
47337,47397,2020-05-19 05:59:31
51136,49963,2021-03-29 18:23:28
8118,6805,2020-04-21 21:32:28
30889,14458,2021-03-03 17:58:31
62350,2365,2020-05-25 21:27:13
31074,14091,2020-07-14 21:01:27
74965,44959,2020-10-15 19:10:18
4934,6265,2020-12-11 23:11:54
49995,22581,2020-04-02 16:36:38
60297,10115,2020-11-12 06:10:23
56166,25261,2020-10-09 20:10:39
5214,27988,2019-12-05 04:37:05
38720,47948,2019-10-03 02:51:51
9768,27691,2020-07-05 05:27:45
50808,12089,2021-02-16 19:26:19
9311,4747,2020-08-11 05:45:51
87257,30367,2019-07-12 06:20:45
73558,10271,2020-10-28 10:10:10
12274,30982,2021-01-01 08:51:44
49972,41059,2020-07-28 00:41:35
47972,49671,2020-05-09 04:08:59
6477,29702,2020-12-09 10:45:55
51427,9913,2021-04-02 20:56:43
44519,35622,2021-03-16 06:58:58
77790,48799,2019-07-11 07:20:21
7890,24374,2021-03-08 20:19:57
68418,25278,2019-12-09 11:57:26
29281,49531,2019-06-30 03:02:11
55725,20893,2020-02-15 15:14:56
40928,20087,2019-07-02 13:44:15
74153,42929,2019-07-06 18:16:22
57291,38796,2019-07-27 23:17:44
4160,48470,2019-11-09 13:05:36
81565,5847,2020-10-22 03:32:29
6448,41096,2020-09-22 06:36:59
8954,43207,2020-02-03 07:30:26
33496,36823,2020-01-18 15:23:23
71979,30589,2019-12-06 07:17:58
85421,44986,2021-01-05 22:04:59
80263,812,2020-06-13 01:28:40
72075,38710,2021-04-19 15:02:42
81607,46403,2020-10-15 16:41:51
33934,41539,2019-07-04 10:58:36
19477,5845,2021-03-20 00:33:02
81164,8881,2021-02-02 01:01:49
43407,8066,2020-04-25 02:11:25
93409,3196,2019-06-24 21:17:26
3166,28819,2020-11-22 09:15:18
87291,26168,2020-08-25 09:03:02
48645,42756,2020-06-03 20:38:00
38979,28728,2019-06-22 17:30:46
45618,21676,2019-11-15 01:21:21
64338,46144,2020-02-08 09:06:51
40850,279,2021-03-09 03:12:35
62269,40865,2021-04-03 13:42:13
32761,2167,2020-11-18 21:18:45
97397,34052,2019-12-16 08:57:35
99558,17181,2019-05-11 16:16:58
39326,13429,2019-12-01 06:41:05
2873,26125,2020-10-10 03:15:05
39530,36862,2020-08-06 20:46:08
49218,25312,2019-10-06 18:06:47
54624,49303,2020-01-13 02:46:35
97023,170,2020-09-26 16:31:52
69585,46521,2020-12-15 23:49:32
52060,17577,2020-08-23 13:27:32
38366,9925,2020-06-14 22:44:59
38752,24650,2020-11-12 03:58:11
97190,5583,2021-04-10 02:07:33
98345,1886,2021-04-18 19:11:36
17063,11321,2020-07-03 18:41:16
56192,48039,2020-03-27 11:35:20
55572,12496,2021-01-09 20:55:27
81164,33263,2019-05-25 18:00:36
39608,18076,2020-03-16 18:47:06
7292,26553,2020-01-19 03:45:17
94792,38445,2019-12-07 19:00:59
62196,9326,2020-03-25 00:10:47
1818,18913,2020-08-18 05:09:17
30005,7750,2020-04-06 13:40:16
74835,3015,2021-04-26 14:13:01
27138,36669,2020-05-17 05:22:50
63758,45006,2020-04-12 07:09:43
75816,43609,2020-08-12 05:02:58
63047,315,2020-09-29 17:14:01
22524,38000,2020-03-26 12:01:01
98546,42136,2020-05-15 18:06:18
58358,38709,2020-01-28 16:06:59
35716,24526,2020-11-09 16:10:34
38512,9310,2019-05-26 01:11:32
1273,22418,2021-03-03 01:20:15
78379,35672,2020-03-26 14:48:03
28150,11816,2021-01-02 13:35:48
78094,48349,2019-09-10 19:08:32
88705,35003,2020-11-23 19:03:26
56348,21638,2021-03-21 17:39:51
51213,20366,2019-06-11 07:25:25
35918,47085,2020-02-26 06:45:26
35714,23228,2019-09-21 03:04:37
24278,41293,2020-07-16 08:30:39
15675,45664,2020-08-07 19:00:59
16998,46236,2020-09-27 08:00:10
63425,5829,2020-10-31 03:49:11
66591,1187,2019-11-11 06:40:27
57425,6432,2020-12-08 01:24:35
1549,45283,2020-10-11 09:40:43
62496,124,2020-10-08 11:20:23
30658,25442,2020-07-29 02:20:16
48378,15854,2020-05-08 08:11:54
12446,21018,2020-05-11 04:14:46
65070,6869,2020-06-03 01:22:01
51136,13166,2019-05-19 17:18:47
80332,12167,2020-04-09 22:18:03
26697,43729,2020-03-12 03:08:24
4186,27915,2020-11-02 09:39:10
