post_id,grp_id,datePosted
24196,56246,2019-06-27 19:10:08
24197,49707,2019-07-06 01:09:38
24198,32117,2019-12-11 06:59:21
24199,63250,2019-11-16 16:12:18
24200,47696,2021-05-04 12:58:31
24201,82541,2020-05-22 18:16:04
24202,53206,2021-01-03 15:00:30
24203,68745,2019-09-25 14:55:15
24204,94957,2021-03-05 11:50:31
24205,48621,2019-11-05 01:10:00
24206,44321,2019-09-05 10:54:07
24207,40763,2020-10-26 15:58:13
24208,27960,2019-09-05 00:33:03
24209,49038,2020-01-01 20:02:01
24210,93714,2020-03-08 17:32:24
24211,77076,2020-05-31 00:47:49
24212,17527,2020-08-22 12:33:20
24213,16593,2019-12-30 19:59:17
24214,20463,2019-12-26 10:58:48
24215,67158,2020-07-03 16:14:22
24216,44355,2020-03-16 11:49:50
24217,3177,2020-03-16 05:52:53
24218,5236,2020-05-12 19:27:51
24219,69101,2020-05-15 15:13:08
24220,5939,2019-06-09 23:05:37
24221,92383,2019-05-13 10:47:43
24222,12637,2020-07-09 16:46:20
24223,29421,2020-03-21 01:22:01
24224,8224,2019-07-24 22:36:57
24225,50283,2019-12-26 17:23:50
24226,21003,2019-06-13 02:54:10
24227,28922,2019-06-28 08:21:13
24228,53217,2020-02-06 16:42:48
24229,17238,2020-02-02 23:28:16
24230,41181,2019-08-22 21:43:31
24231,28346,2019-10-18 14:55:17
24232,82214,2020-04-18 17:21:26
24233,71880,2020-11-02 19:06:09
24234,51336,2020-08-29 04:48:46
24235,55287,2019-12-04 15:10:13
24236,16678,2019-09-04 13:32:33
24237,76531,2020-02-27 05:32:08
24238,68667,2021-03-14 12:10:20
24239,87485,2021-04-21 19:45:21
24240,49287,2019-05-18 20:28:54
24241,34192,2020-06-25 11:32:08
24242,16149,2020-03-10 04:22:46
24243,11465,2020-11-21 22:48:54
24244,50177,2020-05-02 21:43:11
24245,3385,2020-09-04 11:04:55
24246,77750,2021-01-15 21:03:44
24247,34182,2021-03-05 10:35:46
24248,82900,2020-02-04 19:00:37
24249,42918,2021-01-10 13:21:57
24250,11319,2021-01-18 06:56:12
24251,35993,2019-08-20 12:50:53
24252,95682,2021-01-24 10:31:53
24253,9459,2020-05-19 17:14:13
24254,27240,2019-05-24 16:20:16
24255,61864,2021-03-03 23:52:25
24256,29624,2021-04-16 05:28:13
24257,51480,2020-01-11 11:53:05
24258,11236,2019-05-20 12:08:25
24259,38510,2021-04-01 14:33:09
24260,7085,2020-08-20 16:27:33
24261,74834,2019-09-25 23:13:18
24262,85754,2020-10-20 05:27:15
24263,4628,2020-08-29 00:19:23
24264,56808,2021-01-16 11:59:55
24265,25764,2020-03-30 21:05:32
24266,68769,2019-07-20 19:15:14
24267,7826,2020-07-29 13:08:16
24268,392,2020-10-19 17:59:29
24269,35479,2020-07-27 13:39:49
24270,43236,2020-03-24 11:48:39
24271,10565,2019-12-23 10:46:05
24272,11758,2020-10-25 20:45:12
24273,4161,2019-05-15 13:27:21
24274,36420,2020-11-30 08:57:15
24275,80873,2020-04-12 04:38:37
24276,15656,2020-01-18 06:07:05
24277,18232,2020-05-08 03:20:31
24278,4233,2019-11-15 15:13:45
24279,39109,2019-08-11 12:40:01
24280,59439,2021-03-27 02:34:21
24281,31113,2019-08-28 05:38:25
24282,67641,2019-12-26 21:01:42
24283,86651,2020-03-28 17:28:12
24284,80042,2021-03-04 04:59:19
24285,91911,2019-11-06 11:53:03
24286,92741,2019-05-24 07:33:17
24287,84093,2020-01-15 16:07:55
24288,3396,2021-01-30 10:09:54
24289,28051,2019-07-26 12:20:04
24290,10918,2019-05-24 09:16:21
24291,23813,2020-03-04 17:32:30
24292,3415,2021-02-21 08:25:41
24293,20893,2020-03-18 03:28:44
24294,10241,2019-10-01 09:22:07
24295,84899,2019-07-09 15:44:37
24296,27597,2021-01-24 15:01:36
24297,5191,2019-07-01 18:52:20
24298,88775,2020-03-30 22:15:17
24299,67260,2020-12-31 05:04:05
24300,57896,2020-11-17 14:47:09
24301,45096,2019-11-23 12:46:01
24302,63113,2020-04-08 05:04:10
24303,42189,2019-10-25 17:07:34
24304,3465,2020-10-02 01:32:10
24305,63826,2020-08-24 08:26:30
24306,40546,2019-06-23 05:01:07
24307,12026,2021-04-04 07:07:14
24308,12454,2020-10-18 18:01:47
24309,50683,2021-02-01 21:54:03
24310,36204,2020-12-20 01:49:28
24311,98681,2020-06-11 20:33:46
24312,57754,2020-06-12 08:38:33
24313,7548,2020-04-14 10:42:41
24314,97179,2020-07-17 17:02:23
24315,64774,2020-08-08 21:57:26
24316,39894,2020-08-31 18:30:30
24317,37177,2020-10-30 04:37:08
24318,96165,2019-09-06 07:16:27
24319,32300,2020-05-30 14:47:52
24320,87145,2020-10-04 10:42:21
24321,34515,2019-12-31 08:21:46
24322,36183,2021-02-08 23:22:39
24323,53820,2020-08-05 19:30:08
24324,92389,2021-05-02 19:40:01
24325,75704,2019-10-31 23:33:01
24326,58284,2019-08-07 21:20:07
24327,89151,2019-12-03 18:48:15
24328,4301,2020-12-07 16:21:43
24329,2912,2019-12-19 17:56:43
24330,31602,2020-05-29 10:21:49
24331,17293,2019-10-13 00:53:44
24332,69229,2020-08-17 10:09:27
24333,8567,2021-01-17 01:25:22
24334,48822,2019-11-29 14:44:42
24335,64736,2020-05-22 23:42:52
24336,94132,2020-12-18 11:39:46
24337,82759,2019-06-21 18:14:04
24338,74993,2021-04-15 22:30:28
24339,9356,2021-03-30 17:01:06
24340,28071,2021-04-19 12:41:24
24341,77032,2020-10-17 10:42:30
24342,25437,2019-11-06 13:54:12
24343,47843,2020-09-11 17:00:45
24344,9997,2020-11-12 07:19:16
24345,65269,2019-10-03 04:51:38
24346,55131,2020-01-20 06:15:48
24347,93648,2019-08-07 00:33:26
24348,35796,2020-04-25 04:08:22
24349,2976,2021-02-12 03:40:56
24350,92916,2020-12-23 11:47:50
24351,90819,2021-04-04 04:27:16
24352,73647,2020-08-21 22:04:52
24353,95728,2020-04-07 21:13:00
24354,41606,2019-11-20 03:56:52
24355,30239,2020-10-24 13:20:44
24356,44962,2019-11-19 23:16:28
24357,38740,2020-11-30 19:52:37
24358,9076,2020-01-20 16:39:20
24359,3495,2020-11-09 08:31:26
24360,46544,2019-08-23 00:48:03
24361,64870,2019-08-09 16:06:16
24362,41139,2020-08-05 00:33:27
24363,43488,2019-08-21 11:28:24
24364,25345,2019-07-14 15:08:30
24365,3135,2020-09-17 08:37:44
24366,55725,2020-03-24 18:56:19
24367,22274,2019-07-22 02:15:39
24368,69622,2019-08-31 17:40:09
24369,92040,2021-03-25 19:10:17
24370,96360,2020-05-18 10:53:14
24371,17019,2020-10-29 06:58:23
24372,40471,2020-03-15 17:25:45
24373,47024,2020-03-08 13:25:57
24374,36614,2021-02-18 17:02:08
24375,67068,2019-11-13 16:36:59
24376,34937,2019-12-11 07:31:30
24377,68059,2019-08-17 17:50:12
24378,71282,2019-08-10 01:06:35
24379,31730,2020-05-16 04:20:39
24380,69488,2021-03-03 04:20:41
24381,10014,2021-03-10 15:23:49
24382,30574,2020-05-24 04:30:36
24383,63686,2021-04-16 09:58:50
24384,61446,2019-09-26 20:01:08
24385,13274,2021-01-12 08:45:53
24386,41733,2020-03-06 18:15:30
24387,7478,2020-09-02 15:30:32
24388,75170,2019-06-28 07:10:14
24389,45107,2021-04-24 00:37:20
24390,27395,2019-11-05 21:47:56
24391,3853,2020-08-24 04:53:45
24392,41272,2020-12-30 05:10:12
24393,39418,2020-01-08 20:14:44
24394,22559,2020-05-31 14:37:33
24395,49274,2020-11-15 22:16:43
24396,32625,2020-12-07 09:16:49
24397,22976,2020-03-02 09:48:31
24398,63263,2020-09-22 19:08:18
24399,88146,2020-10-15 06:02:24
24400,3022,2020-12-18 08:55:34
24401,96182,2021-03-13 19:16:51
24402,55933,2020-02-01 12:58:21
24403,89935,2020-02-27 19:07:24
24404,28994,2019-07-23 21:47:14
24405,53502,2021-02-01 16:39:24
24406,59606,2021-03-20 01:40:59
24407,73518,2019-10-01 05:04:18
24408,25361,2020-12-26 21:54:07
24409,51010,2019-06-08 01:15:05
24410,5124,2020-03-22 02:22:03
24411,78943,2019-05-25 19:19:46
24412,23860,2019-10-29 15:49:46
24413,14860,2019-10-26 16:28:50
24414,40388,2020-02-06 16:02:56
24415,50933,2020-02-07 20:30:47
24416,71482,2019-07-23 19:59:48
24417,52686,2020-03-09 02:22:37
24418,29852,2019-10-17 02:20:18
24419,47624,2021-03-02 14:48:11
24420,51022,2021-02-24 02:27:12
24421,75615,2021-04-20 03:01:35
24422,75756,2020-09-09 10:37:02
24423,63482,2020-04-29 10:19:30
24424,4853,2020-09-16 11:03:14
24425,24801,2019-12-26 04:32:30
24426,65072,2019-11-18 10:44:03
24427,10836,2020-01-08 03:39:33
24428,46676,2019-08-09 04:41:15
24429,82295,2020-07-06 10:49:50
24430,3669,2021-03-09 13:58:55
24431,34890,2020-06-01 22:12:40
24432,69522,2020-08-26 06:16:15
24433,55145,2019-07-31 20:19:19
24434,4888,2020-05-17 04:36:20
24435,92713,2021-03-23 06:50:01
24436,13750,2020-12-21 03:11:48
24437,71068,2019-05-17 07:59:42
24438,295,2020-08-23 07:10:53
24439,82018,2021-05-05 01:01:08
24440,9319,2021-05-05 20:01:55
24441,84277,2019-06-26 05:33:08
24442,5381,2020-02-12 18:09:32
24443,2283,2020-03-01 11:24:20
24444,17234,2019-05-25 10:34:35
24445,86858,2020-10-28 22:51:19
24446,13590,2020-06-16 07:30:01
24447,78265,2019-12-14 02:21:04
24448,40289,2020-09-04 06:53:12
24449,74613,2021-01-03 13:12:40
24450,2070,2021-02-07 16:15:48
24451,66692,2020-09-26 18:05:46
24452,5586,2020-06-05 01:17:58
24453,30412,2020-09-15 07:35:11
24454,44793,2019-05-26 05:43:21
24455,88423,2019-10-01 15:53:15
24456,84745,2019-06-04 14:42:05
24457,72204,2019-07-06 02:37:02
24458,1268,2019-07-06 20:44:48
24459,30905,2021-03-13 21:06:39
24460,97593,2021-04-01 05:54:25
24461,31074,2020-03-25 06:08:56
24462,22263,2020-01-01 22:23:48
24463,61433,2020-06-24 17:22:25
24464,6076,2020-02-18 05:42:21
24465,11496,2020-07-08 01:23:17
24466,77989,2020-02-19 16:05:24
24467,33994,2021-03-30 18:37:30
24468,9216,2019-10-27 18:01:35
24469,3574,2020-03-24 11:52:21
24470,17011,2021-02-07 00:16:08
24471,63985,2020-04-02 07:14:13
24472,57438,2020-06-05 01:57:18
24473,36518,2020-08-24 13:46:35
24474,15316,2020-10-04 19:21:31
24475,75658,2019-06-18 09:59:25
24476,43454,2021-03-01 23:20:02
24477,30325,2021-01-14 10:13:12
24478,25788,2020-07-23 20:21:30
24479,4635,2019-07-24 05:29:38
24480,17516,2021-03-13 00:28:00
24481,88480,2021-02-01 14:50:16
24482,52288,2019-09-04 12:29:43
24483,19413,2021-03-07 15:56:35
24484,38867,2020-06-29 01:51:51
24485,47266,2021-04-11 16:35:17
24486,68473,2020-06-26 23:29:01
24487,44257,2019-12-18 12:21:45
24488,15070,2019-09-20 12:07:11
24489,12276,2019-11-01 06:47:37
24490,69763,2019-11-30 00:08:14
24491,41884,2020-05-12 12:23:25
24492,20486,2019-08-03 00:34:19
24493,74128,2019-10-11 05:11:53
24494,34284,2019-10-30 08:17:40
24495,10273,2019-07-26 22:21:35
24496,48487,2020-02-29 14:11:50
24497,70626,2019-08-16 17:54:04
24498,17918,2019-08-02 06:20:30
24499,94763,2021-05-01 14:27:51
24500,86517,2019-11-05 20:12:23
24501,80593,2020-08-09 16:36:46
24502,19603,2019-05-17 10:28:23
24503,10344,2021-04-22 14:25:01
24504,48801,2019-11-13 12:01:58
24505,50964,2019-09-22 23:51:26
24506,71136,2020-01-24 22:04:01
24507,41165,2020-06-18 01:30:49
24508,28917,2019-09-13 14:34:39
24509,15738,2021-03-28 20:42:09
24510,30966,2020-10-21 12:50:07
24511,43435,2020-10-25 15:31:40
24512,43419,2020-02-23 16:51:02
24513,17108,2020-07-08 10:54:23
24514,90400,2021-02-02 20:10:09
24515,59157,2019-08-05 08:51:48
24516,16581,2020-06-23 00:55:47
24517,19693,2020-04-29 12:18:26
24518,96085,2021-02-04 22:03:18
24519,52872,2021-01-11 10:04:31
24520,45061,2019-06-28 10:09:13
24521,26054,2019-11-28 05:29:36
24522,68689,2020-04-16 21:19:43
24523,22398,2020-02-29 06:27:48
24524,67591,2020-08-17 01:00:12
24525,62537,2020-06-14 17:46:43
24526,9265,2021-04-16 20:17:56
24527,10422,2019-12-29 13:00:14
24528,86912,2020-03-21 20:34:54
24529,57199,2019-09-10 04:31:35
24530,56439,2020-10-10 09:25:39
24531,46451,2019-12-13 00:14:24
24532,36162,2019-06-27 00:43:13
24533,25643,2021-01-16 17:02:21
24534,12706,2021-03-25 15:43:00
24535,67038,2020-10-17 06:50:21
24536,68305,2021-05-05 16:03:44
24537,67504,2019-07-25 16:49:46
24538,90992,2019-10-01 20:36:45
24539,60449,2020-11-21 03:33:23
24540,84595,2019-12-24 19:23:24
24541,66081,2020-03-13 13:28:36
24542,56951,2021-02-28 21:19:54
24543,40549,2019-07-10 04:53:07
24544,33599,2020-07-23 11:49:33
24545,42305,2019-07-13 11:06:31
24546,44679,2021-04-17 20:01:36
24547,42624,2020-06-26 10:44:02
24548,58799,2020-12-20 20:56:41
24549,15185,2020-12-13 05:56:23
24550,11218,2019-06-05 07:23:00
24551,29361,2019-06-14 10:00:29
24552,74269,2021-03-21 04:55:00
24553,38325,2020-05-02 16:46:20
24554,27198,2020-01-12 06:20:11
24555,92798,2020-12-05 23:23:06
24556,58525,2020-01-20 21:55:53
24557,48388,2020-07-24 06:25:50
24558,47620,2019-09-07 22:08:59
24559,62265,2019-12-01 23:03:36
24560,21302,2020-06-29 02:16:13
24561,7307,2019-12-01 09:48:13
24562,87812,2020-01-06 04:57:26
24563,82046,2021-04-06 14:28:58
24564,69155,2020-12-23 17:11:47
24565,71299,2019-06-09 11:50:05
24566,85921,2020-09-20 07:43:13
24567,19965,2020-01-16 02:12:38
24568,38255,2021-01-31 19:21:20
24569,66170,2021-04-22 08:10:16
24570,13593,2019-07-25 17:29:07
24571,56725,2019-11-06 18:29:39
24572,58079,2021-01-10 09:13:23
24573,81585,2020-05-04 21:56:29
24574,96062,2019-12-13 19:47:35
24575,83614,2020-07-13 11:20:47
24576,10309,2021-02-17 03:22:49
24577,38038,2019-10-31 09:48:05
24578,64354,2019-06-06 12:09:34
24579,605,2021-02-25 00:31:16
24580,6649,2019-09-28 01:50:47
24581,8514,2020-10-05 03:57:10
24582,78157,2019-06-08 06:14:05
24583,517,2019-09-24 08:04:46
24584,71725,2019-07-25 02:27:43
24585,12522,2019-05-30 00:07:03
24586,40353,2020-02-20 01:51:31
24587,92788,2020-06-13 11:40:22
24588,7365,2020-12-30 02:56:47
24589,7255,2021-01-28 07:16:17
24590,28543,2019-11-10 18:29:48
24591,35104,2021-01-01 23:32:32
24592,9443,2019-12-09 08:18:52
24593,9698,2021-01-28 06:10:56
24594,86435,2021-04-17 23:05:30
24595,60787,2020-04-27 13:04:23
24596,29911,2021-03-28 14:22:09
24597,28996,2020-06-16 12:56:42
24598,83455,2020-05-19 13:34:43
24599,89294,2020-02-25 21:00:14
24600,44726,2021-03-08 21:30:51
24601,62179,2020-01-01 01:20:59
24602,76987,2021-02-22 02:19:54
24603,8195,2021-03-27 07:25:29
24604,99879,2019-12-23 06:08:41
24605,30533,2020-04-03 03:32:10
24606,92820,2021-03-25 02:29:16
24607,63952,2020-12-28 20:22:04
24608,49150,2020-05-27 01:24:31
24609,71452,2020-03-03 04:09:08
24610,26321,2020-01-19 07:07:32
24611,4013,2020-06-28 02:25:18
24612,24287,2019-08-24 04:21:13
24613,26948,2020-08-31 05:12:31
24614,63064,2019-11-29 12:19:19
24615,84555,2021-01-11 12:08:14
24616,29152,2019-12-13 02:18:58
24617,77322,2020-09-20 11:04:35
24618,54134,2020-05-07 10:26:45
24619,98295,2019-09-01 20:44:07
24620,23210,2020-11-21 05:13:46
24621,87005,2020-07-02 19:15:51
24622,36206,2019-12-31 02:42:51
24623,43827,2021-03-09 07:14:19
24624,33478,2019-06-16 09:12:20
24625,9539,2021-03-28 22:51:07
24626,53546,2020-10-15 21:59:23
24627,42725,2020-11-22 06:05:26
24628,30539,2020-04-23 20:49:02
24629,49906,2019-09-23 16:09:17
24630,48698,2019-11-09 02:08:03
24631,69110,2019-12-06 07:17:12
24632,85405,2020-08-09 09:10:06
24633,23104,2019-07-24 10:54:21
24634,20642,2020-10-19 13:12:54
24635,57947,2020-11-05 13:51:18
24636,25513,2019-07-30 21:08:15
24637,73437,2019-11-29 10:02:08
24638,60103,2019-11-09 21:25:29
24639,39923,2019-08-14 14:22:15
24640,55145,2021-03-19 20:02:34
24641,45007,2020-10-31 17:57:23
24642,78720,2019-09-10 23:43:23
24643,10687,2019-06-14 09:26:49
24644,13307,2019-07-13 13:59:25
24645,17468,2020-12-19 11:09:29
24646,66001,2020-04-02 05:58:52
24647,90159,2020-03-24 11:42:35
24648,27926,2020-04-17 10:39:18
24649,82939,2019-08-02 05:10:50
24650,48761,2020-01-30 19:42:26
24651,60657,2020-10-11 01:07:45
24652,200,2021-03-16 08:20:52
24653,56123,2020-12-05 12:00:20
24654,38465,2019-10-09 01:18:56
24655,55742,2019-12-08 05:15:35
24656,46528,2020-08-24 23:39:36
24657,77287,2019-12-24 01:33:00
24658,57509,2019-08-21 03:21:46
24659,15980,2019-07-10 02:12:24
24660,31906,2021-01-11 08:49:56
24661,40900,2020-02-18 18:38:07
24662,982,2020-01-28 08:59:30
24663,78138,2021-04-28 14:32:42
24664,89288,2020-06-30 20:24:30
24665,62620,2020-06-19 07:25:45
24666,23573,2019-08-14 02:38:30
24667,71498,2019-08-19 08:27:50
24668,78248,2020-02-24 22:45:01
24669,31605,2020-11-17 07:48:49
24670,50035,2020-03-17 19:48:52
24671,78223,2020-10-27 12:39:22
24672,94022,2019-06-08 02:37:04
24673,14041,2020-11-20 06:37:07
24674,1686,2020-01-25 00:25:30
24675,29165,2020-01-08 18:47:57
24676,36323,2019-07-29 03:29:03
24677,55346,2019-05-22 18:41:09
24678,39433,2019-09-20 15:09:21
24679,46973,2019-08-29 07:31:01
24680,36566,2019-06-04 16:09:45
24681,29282,2020-05-25 03:04:00
24682,83191,2020-03-29 11:41:04
24683,92029,2019-11-21 04:43:13
24684,10362,2020-08-20 22:57:24
24685,50522,2020-08-11 11:17:57
24686,57205,2020-08-28 09:09:33
24687,85248,2020-10-04 03:31:07
24688,20179,2020-03-05 23:33:35
24689,19404,2021-04-04 08:13:05
24690,69433,2020-10-21 10:04:00
24691,81672,2020-04-24 09:59:03
24692,33799,2020-01-29 07:05:04
24693,16943,2020-12-17 19:42:51
24694,99983,2020-11-26 19:07:29
24695,957,2020-03-01 13:09:36
24696,96034,2019-12-30 08:09:17
24697,32610,2019-11-05 15:59:04
24698,76863,2021-03-11 21:51:31
24699,93262,2019-10-19 09:05:19
24700,62341,2020-06-19 03:55:15
24701,10939,2019-06-28 23:27:34
24702,93176,2020-12-18 04:55:22
24703,740,2019-08-09 12:58:09
24704,83914,2020-08-14 18:53:41
24705,32419,2019-09-08 01:32:18
24706,22029,2020-01-13 18:32:20
24707,1946,2019-08-10 05:36:18
24708,22874,2020-07-15 19:55:06
24709,40683,2019-11-12 12:09:21
24710,67735,2021-01-28 07:02:46
24711,28712,2019-06-14 21:30:10
24712,93319,2020-03-01 05:14:45
24713,43170,2020-12-04 12:31:33
24714,18856,2020-01-04 18:20:40
24715,54180,2021-02-04 16:15:03
24716,18900,2021-03-25 17:49:12
24717,82792,2019-11-17 20:44:57
24718,99711,2021-01-25 15:20:23
24719,30305,2020-08-20 19:49:28
24720,90532,2020-07-03 09:42:38
24721,38885,2020-07-06 06:24:52
24722,88354,2019-06-07 02:30:07
24723,84650,2020-03-13 17:06:09
24724,53439,2020-07-21 13:22:20
24725,84682,2019-10-01 22:41:39
24726,61656,2020-08-10 14:35:44
24727,41435,2019-06-28 22:44:29
24728,6001,2020-09-28 08:12:44
24729,21854,2019-08-12 23:45:02
24730,57451,2020-11-01 19:26:01
24731,63545,2019-10-28 08:15:02
24732,92893,2020-09-23 02:34:16
24733,58648,2020-12-24 07:12:33
24734,516,2019-09-18 13:44:36
24735,67641,2020-01-29 07:32:54
24736,46811,2020-03-18 22:33:55
24737,15081,2021-03-23 10:31:25
24738,63682,2020-08-11 23:23:03
24739,33014,2020-04-11 01:34:28
24740,89667,2021-01-09 13:37:03
24741,97196,2020-03-10 02:13:13
24742,15972,2019-07-18 14:52:40
24743,64822,2020-02-24 14:18:50
24744,53430,2020-11-09 05:40:11
24745,29219,2021-05-01 09:37:16
24746,80170,2021-03-16 12:17:57
24747,4528,2020-07-16 13:42:23
24748,96704,2020-10-03 12:24:34
24749,42598,2020-07-09 09:13:38
24750,19205,2020-02-05 00:07:07
24751,3350,2020-01-04 07:10:46
24752,56380,2019-11-15 19:55:33
24753,4694,2019-10-11 02:46:47
24754,94723,2019-09-18 21:06:22
24755,12048,2021-04-22 23:26:32
24756,99845,2020-02-28 02:23:13
24757,71725,2021-03-19 22:02:19
24758,93080,2020-08-11 16:36:02
24759,58813,2019-06-22 06:44:26
24760,25845,2019-09-10 05:16:22
24761,69830,2019-10-24 23:51:39
24762,26436,2020-05-27 04:15:43
24763,80186,2020-11-06 01:13:53
24764,33186,2019-12-03 16:09:32
24765,7602,2020-12-06 02:43:28
24766,72401,2019-07-10 22:50:47
24767,63484,2019-12-24 08:36:32
24768,61702,2019-10-18 21:20:51
24769,32538,2021-04-13 06:36:01
24770,46210,2020-06-02 23:00:53
24771,65930,2020-07-25 04:44:24
24772,47808,2019-12-31 19:08:58
24773,66698,2021-02-02 22:12:02
24774,97330,2020-12-06 19:04:54
24775,10976,2020-05-31 08:20:27
24776,51328,2021-01-12 05:23:25
24777,21991,2021-04-08 04:04:01
24778,35210,2020-02-20 02:40:06
24779,21098,2019-08-08 16:04:07
24780,68851,2019-11-21 03:25:02
24781,69846,2021-04-16 11:28:08
24782,6524,2020-07-01 03:23:51
24783,23091,2019-08-26 16:46:36
24784,18638,2019-10-12 10:33:00
24785,87208,2021-03-01 01:30:44
24786,463,2019-07-14 13:59:34
24787,70671,2021-01-04 17:41:29
24788,45879,2019-11-06 23:28:31
24789,60947,2020-01-22 06:19:47
24790,55663,2019-07-06 18:45:37
24791,78829,2020-06-12 10:27:17
24792,24712,2020-02-15 21:33:41
24793,9894,2020-09-04 09:27:09
24794,43185,2019-05-15 08:20:14
24795,77872,2019-05-26 16:48:44
24796,86520,2020-11-14 13:32:12
24797,62113,2020-09-27 10:23:55
24798,17851,2020-08-14 18:58:59
24799,29763,2020-02-13 12:44:58
24800,27664,2020-08-17 23:45:11
24801,9522,2020-04-03 07:14:03
24802,87833,2021-03-08 21:51:34
24803,58386,2019-10-10 21:14:18
24804,87825,2019-08-01 23:03:34
24805,49579,2020-06-28 12:18:21
24806,81770,2019-08-30 05:04:56
24807,50528,2020-06-10 08:37:26
24808,23176,2020-05-28 21:23:39
24809,93990,2020-05-08 21:05:59
24810,2462,2020-05-15 12:54:00
24811,18358,2019-09-07 12:20:27
24812,57686,2019-05-25 13:20:40
24813,20024,2019-08-19 19:08:32
24814,79592,2020-10-17 03:04:11
24815,53265,2019-12-08 12:56:28
24816,31721,2020-05-13 11:14:45
24817,26238,2021-01-17 07:10:37
24818,78556,2021-01-20 16:50:12
24819,26999,2019-11-27 04:05:14
24820,85834,2020-10-20 08:04:10
24821,41325,2020-08-16 07:51:21
24822,87878,2019-08-21 17:25:35
24823,91699,2020-05-07 21:44:30
24824,33781,2020-03-15 08:06:37
24825,9152,2020-07-25 15:49:50
24826,24306,2021-01-29 02:16:33
24827,76852,2020-09-19 21:35:37
24828,77791,2020-06-23 12:30:23
24829,2262,2020-06-12 21:54:23
24830,99225,2021-04-23 10:14:37
24831,12004,2020-11-19 20:06:07
24832,14482,2021-04-01 12:03:28
24833,37704,2020-08-13 12:02:55
24834,26012,2020-07-26 16:53:50
24835,75414,2019-11-02 15:41:44
24836,96455,2019-05-17 21:33:38
24837,78036,2019-05-21 00:11:31
24838,3511,2020-11-10 07:57:27
24839,61726,2019-08-07 03:40:43
24840,5466,2019-08-15 10:36:40
24841,13201,2021-05-02 05:28:37
24842,44197,2020-01-13 19:12:02
24843,23063,2020-05-20 20:40:26
24844,12398,2020-09-11 08:31:27
24845,81978,2020-05-01 19:09:10
24846,30717,2020-12-04 14:16:50
24847,78647,2019-06-29 09:24:23
24848,22216,2020-10-08 19:08:56
24849,25069,2019-06-03 20:02:09
24850,90340,2019-07-20 11:20:20
24851,97035,2020-07-23 20:14:47
24852,85034,2020-06-21 01:54:54
24853,63425,2020-12-20 19:18:14
24854,47081,2019-08-26 00:45:12
24855,3379,2021-02-13 04:46:13
24856,31771,2021-01-24 01:58:23
24857,96184,2020-01-12 11:06:20
24858,49269,2021-05-10 13:43:30
24859,81345,2021-04-09 02:02:03
24860,39118,2020-12-17 23:37:23
24861,22113,2020-08-29 11:58:55
24862,66924,2019-12-29 16:38:03
24863,47270,2021-01-09 20:32:34
24864,67309,2021-01-27 23:17:42
24865,35,2020-05-09 19:48:58
24866,16273,2020-11-07 10:10:29
24867,55360,2020-07-15 05:30:28
24868,65879,2019-09-21 13:48:44
24869,95100,2019-12-05 22:28:40
24870,69795,2020-12-02 23:59:24
24871,1556,2019-05-14 11:26:48
24872,46151,2021-01-18 03:50:10
24873,44025,2020-09-01 23:23:08
24874,31102,2019-08-26 19:45:44
24875,3442,2021-04-18 09:38:33
24876,54048,2019-12-22 01:59:31
24877,35213,2020-02-09 15:17:15
24878,12451,2019-10-17 00:58:30
24879,74697,2021-03-24 01:40:09
24880,4304,2020-01-23 09:41:56
24881,84292,2021-05-13 20:57:53
24882,32727,2020-12-19 10:37:22
24883,51823,2020-08-10 18:13:57
24884,8087,2020-09-30 14:59:55
24885,98592,2021-05-02 01:06:41
24886,59085,2020-09-15 17:32:36
24887,34333,2021-03-09 04:18:58
24888,53383,2020-07-17 11:42:07
24889,96646,2020-06-12 01:33:14
24890,48509,2019-06-24 11:11:26
24891,20342,2020-09-08 21:43:06
24892,94178,2020-11-27 01:48:45
24893,80430,2020-10-02 10:20:44
24894,29365,2020-01-10 22:13:05
24895,84495,2019-09-29 09:57:11
24896,34347,2020-09-23 06:46:42
24897,95065,2019-05-29 18:59:52
24898,76966,2021-03-20 15:33:42
24899,1820,2020-02-24 00:14:58
24900,62188,2019-08-14 17:33:31
24901,81261,2020-11-27 04:31:27
24902,69278,2021-01-27 02:05:30
24903,37956,2020-10-10 06:11:10
24904,15669,2020-11-20 19:53:05
24905,52056,2020-10-02 15:39:16
24906,8386,2021-04-26 03:01:22
24907,80089,2020-07-16 16:49:56
24908,84931,2020-05-07 06:17:05
24909,56011,2019-07-16 14:07:59
24910,7768,2020-07-31 13:56:44
24911,56862,2019-08-31 12:16:10
24912,28176,2019-10-04 19:01:23
24913,28430,2021-02-15 08:04:11
24914,39098,2020-08-23 06:42:06
24915,91857,2020-10-24 10:21:46
24916,77943,2020-02-03 20:22:31
24917,28567,2020-10-17 01:57:21
24918,57167,2020-02-16 22:19:12
24919,34075,2021-04-25 19:28:35
24920,45191,2020-12-01 22:43:42
24921,68839,2020-02-05 05:17:34
24922,49351,2021-05-05 22:04:24
24923,41157,2019-06-09 13:36:41
24924,60670,2019-09-22 00:02:04
24925,65480,2020-07-03 12:15:21
24926,97460,2020-11-30 21:01:04
24927,49014,2021-04-14 11:34:10
24928,60684,2019-05-23 06:18:45
24929,60970,2019-06-25 09:48:35
24930,68743,2020-12-05 09:33:42
24931,80653,2019-08-27 18:27:43
